xiphophorus_maculatus ENSXMAG00000004348
bos_taurus ENSBTAG00000006938
capra_hircus ENSCHIG00000000122
ovis_aries ENSOARG00000015454
tursiops_truncatus ENSTTRG00000007596
sus_scrofa ENSSSCG00000010079
ursus_americanus ENSUAMG00000010852
ursus_maritimus ENSUMAG00000003407
ailuropoda_melanoleuca ENSAMEG00000008905
neovison_vison ENSNVIG00000021523
neovison_vison ENSNVIG00000021531
mustela_putorius_furo ENSMPUG00000003141
canis_lupus_dingo ENSCAFG00020015106
canis_lupus_familiaris ENSCAFG00000015440
vulpes_vulpes ENSVVUG00000020371
panthera_tigris_altaica ENSPTIG00000007590
panthera_pardus ENSPPRG00000008548
felis_catus ENSFCAG00000002630
pteropus_vampyrus ENSPVAG00000013642
myotis_lucifugus ENSMLUG00000007934
procavia_capensis ENSPCAG00000004702
loxodonta_africana ENSLAFG00000017804
echinops_telfairi ENSETEG00000018337
dasypus_novemcinctus ENSDNOG00000049056
xenopus_tropicalis ENSXETG00000018572
latimeria_chalumnae ENSLACG00000013822
