fundulus_heteroclitus ENSFHEG00000012362
notamacropus_eugenii ENSMEUG00000015205
sarcophilus_harrisii ENSSHAG00000016511
monodelphis_domestica ENSMODG00000022968
bos_taurus ENSBTAG00000000387
bos_mutus ENSBMUG00000019104
bison_bison_bison ENSBBBG00000003031
ovis_aries ENSOARG00000013728
capra_hircus ENSCHIG00000010612
tursiops_truncatus ENSTTRG00000008759
sus_scrofa ENSSSCG00000031594
vicugna_pacos ENSVPAG00000003261
erinaceus_europaeus ENSEEUG00000015040
sorex_araneus ENSSARG00000009457
mustela_putorius_furo ENSMPUG00000013809
neovison_vison ENSNVIG00000023731
canis_lupus_familiaris ENSCAFG00000011485
canis_lupus_dingo ENSCAFG00020021102
vulpes_vulpes ENSVVUG00000029031
ursus_americanus ENSUAMG00000007199
ailuropoda_melanoleuca ENSAMEG00000012544
panthera_tigris_altaica ENSPTIG00000018906
panthera_pardus ENSPPRG00000025013
felis_catus ENSFCAG00000009857
pteropus_vampyrus ENSPVAG00000008742
myotis_lucifugus ENSMLUG00000013925
equus_asinus_asinus ENSEASG00005011490
mandrillus_leucophaeus ENSMLEG00000016079
chlorocebus_sabaeus ENSCSAG00000014988
macaca_fascicularis ENSMFAG00000044679
macaca_nemestrina ENSMNEG00000028099
macaca_mulatta ENSMMUG00000031780
piliocolobus_tephrosceles ENSPTEG00000000749
theropithecus_gelada ENSTGEG00000007993
papio_anubis ENSPANG00000019720
rhinopithecus_bieti ENSRBIG00000027144
rhinopithecus_roxellana ENSRROG00000035488
cercocebus_atys ENSCATG00000032696
colobus_angolensis_palliatus ENSCANG00000033331
homo_sapiens ENSG00000283189
homo_sapiens ENSG00000145029
pan_paniscus ENSPPAG00000029365
pan_troglodytes ENSPTRG00000032494
gorilla_gorilla ENSGGOG00000007674
pongo_abelii ENSPPYG00000029914
nomascus_leucogenys ENSNLEG00000006851
pan_troglodytes ENSPTRG00000042709
pan_paniscus ENSPPAG00000036049
gorilla_gorilla ENSGGOG00000023712
nomascus_leucogenys ENSNLEG00000031525
macaca_fascicularis ENSMFAG00000003830
macaca_mulatta ENSMMUG00000005453
macaca_nemestrina ENSMNEG00000017605
papio_anubis ENSPANG00000032744
mandrillus_leucophaeus ENSMLEG00000024088
cebus_capucinus_imitator ENSCCAG00000027946
callithrix_jacchus ENSCJAG00000003992
aotus_nancymaae ENSANAG00000030342
carlito_syrichta ENSTSYG00000006844
propithecus_coquereli ENSPCOG00000021271
microcebus_murinus ENSMICG00000001261
prolemur_simus ENSPSMG00000026013
otolemur_garnettii ENSOGAG00000001885
octodon_degus ENSODEG00000018172
octodon_degus ENSODEG00000019652
cavia_aperea ENSCAPG00000016089
cavia_porcellus ENSCPOG00000019324
chinchilla_lanigera ENSCLAG00000007906
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014501
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011642
fukomys_damarensis ENSFDAG00000008453
urocitellus_parryii ENSUPAG00010022727
ictidomys_tridecemlineatus ENSSTOG00000012434
spermophilus_dauricus ENSSDAG00000014615
marmota_marmota_marmota ENSMMMG00000005004
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033825
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000032606
mus_spicilegus ENSMSIG00000024241
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032680
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015548
rattus_norvegicus ENSRNOG00000049083
meriones_unguiculatus ENSMUGG00000017873
cricetulus_griseus_crigri-picr ENSCGRG00015012917
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001012420
cricetulus_griseus_crigri_1.0 ENSCGRG00000008538
mesocricetus_auratus ENSMAUG00000008091
peromyscus_maniculatus_bairdii ENSPEMG00000010264
microtus_ochrogaster ENSMOCG00000022631
nannospalax_galili ENSNGAG00000003280
jaculus_jaculus ENSJJAG00000015944
castor_canadensis ENSCCNG00000017889
dipodomys_ordii ENSDORG00000003385
oryctolagus_cuniculus ENSOCUG00000013301
ochotona_princeps ENSOPRG00000009686
tupaia_belangeri ENSTBEG00000004542
equus_caballus ENSECAG00000011269
ursus_maritimus ENSUMAG00000022819
saimiri_boliviensis_boliviensis ENSSBOG00000034672
choloepus_hoffmanni ENSCHOG00000004431
dasypus_novemcinctus ENSDNOG00000018341
loxodonta_africana ENSLAFG00000029153
procavia_capensis ENSPCAG00000009384
echinops_telfairi ENSETEG00000016462
ornithorhynchus_anatinus ENSOANG00000022614
xenopus_tropicalis ENSXETG00000005943
latimeria_chalumnae ENSLACG00000015270
