neovison_vison ENSNVIG00000014043
seriola_lalandi_dorsalis ENSSLDG00000008798
scophthalmus_maximus ENSSMAG00000005236
oreochromis_niloticus ENSONIG00000017000
cynoglossus_semilaevis ENSCSEG00000021501
oryzias_latipes_asm223467v1 ENSORLG00000012896
oryzias_latipes_asm223471v1 ENSORLG00020016242
oryzias_latipes_asm223469v1 ENSORLG00015010613
oryzias_melastigma ENSOMEG00000005720
monopterus_albus ENSMALG00000022426
neolamprologus_brichardi ENSNBRG00000023335
xiphophorus_maculatus ENSXMAG00000016762
gambusia_affinis ENSGAFG00000007944
poecilia_reticulata ENSPREG00000006175
poecilia_latipinna ENSPLAG00000020139
poecilia_formosa ENSPFOG00000010011
fundulus_heteroclitus ENSFHEG00000009546
cyprinodon_variegatus ENSCVAG00000015727
kryptolebias_marmoratus ENSKMAG00000011302
tetraodon_nigroviridis ENSTNIG00000012584
gasterosteus_aculeatus ENSGACG00000003221
gadus_morhua ENSGMOG00000009796
esox_lucius ENSELUG00000018599
pygocentrus_nattereri ENSPNAG00000021085
astyanax_mexicanus ENSAMXG00000001057
ictalurus_punctatus ENSIPUG00000001915
danio_rerio ENSDARG00000060849
periophthalmus_magnuspinnatus ENSPMGG00000022778
periophthalmus_magnuspinnatus ENSPMGG00000022773
maylandia_zebra ENSMZEG00005026960
maylandia_zebra ENSMZEG00005026962
fundulus_heteroclitus ENSFHEG00000007553
seriola_dumerili ENSSDUG00000022909
seriola_dumerili ENSSDUG00000022912
amphiprion_ocellaris ENSAOCG00000002369
amphiprion_ocellaris ENSAOCG00000011605
takifugu_rubripes ENSTRUG00000020380
tetraodon_nigroviridis ENSTNIG00000018712
gasterosteus_aculeatus ENSGACG00000008148
hippocampus_comes ENSHCOG00000011152
anabas_testudineus ENSATEG00000024014
cynoglossus_semilaevis ENSCSEG00000004799
stegastes_partitus ENSSPAG00000003342
acanthochromis_polyacanthus ENSAPOG00000002768
mastacembelus_armatus ENSMAMG00000017545
monopterus_albus ENSMALG00000022045
labrus_bergylta ENSLBEG00000020248
seriola_lalandi_dorsalis ENSSLDG00000010423
scophthalmus_maximus ENSSMAG00000007856
xiphophorus_maculatus ENSXMAG00000018563
xiphophorus_couchianus ENSXCOG00000017652
gambusia_affinis ENSGAFG00000008417
poecilia_formosa ENSPFOG00000003334
poecilia_latipinna ENSPLAG00000016057
poecilia_mexicana ENSPMEG00000003396
poecilia_reticulata ENSPREG00000001583
cyprinodon_variegatus ENSCVAG00000013648
kryptolebias_marmoratus ENSKMAG00000000883
oryzias_latipes_asm223467v1 ENSORLG00000016608
oryzias_latipes_asm223469v1 ENSORLG00015007835
oryzias_latipes_asm223471v1 ENSORLG00020012835
oryzias_melastigma ENSOMEG00000017195
amphiprion_percula ENSAPEG00000004576
pundamilia_nyererei ENSPNYG00000005383
haplochromis_burtoni ENSHBUG00000023097
neolamprologus_brichardi ENSNBRG00000015992
astatotilapia_calliptera ENSACLG00000009640
oreochromis_niloticus ENSONIG00000019401
amphilophus_citrinellus ENSACIG00000016296
acanthochromis_polyacanthus ENSAPOG00000013408
acanthochromis_polyacanthus ENSAPOG00000013259
acanthochromis_polyacanthus ENSAPOG00000013462
stegastes_partitus ENSSPAG00000003313
fundulus_heteroclitus ENSFHEG00000007541
anabas_testudineus ENSATEG00000024017
cynoglossus_semilaevis ENSCSEG00000004807
mola_mola ENSMMOG00000004830
mola_mola ENSMMOG00000004834
hippocampus_comes ENSHCOG00000011110
gadus_morhua ENSGMOG00000017005
esox_lucius ENSELUG00000011678
ictalurus_punctatus ENSIPUG00000019978
ictalurus_punctatus ENSIPUG00000019990
pygocentrus_nattereri ENSPNAG00000029812
astyanax_mexicanus ENSAMXG00000015954
danio_rerio ENSDARG00000012823
scleropages_formosus ENSSFOG00015019695
paramormyrops_kingsleyae ENSPKIG00000010318
scleropages_formosus ENSSFOG00015015142
lepisosteus_oculatus ENSLOCG00000001238
eptatretus_burgeri ENSEBUG00000009992
