gasterosteus_aculeatus ENSGACG00000001496
melopsittacus_undulatus ENSMUNG00000003559
calidris_pygmaea ENSCPGG00000003866
calidris_pugnax ENSCPUG00000006702
gallus_gallus ENSGALG00000013853
meleagris_gallopavo ENSMGAG00000008816
coturnix_japonica ENSCJPG00005007865
numida_meleagris ENSNMEG00000006624
anas_platyrhynchos_platyrhynchos ENSAPLG00000011183
anser_brachyrhynchus ENSABRG00000006330
apteryx_haastii ENSAHAG00000014168
apteryx_rowi ENSARWG00000000100
apteryx_owenii ENSAOWG00000018197
nothoprocta_perdicaria ENSNPEG00000015838
dromaius_novaehollandiae ENSDNVG00000010281
crocodylus_porosus ENSCPRG00005007855
chrysemys_picta_bellii ENSCPBG00000028395
chelonoidis_abingdonii ENSCABG00000001522
pelodiscus_sinensis ENSPSIG00000013463
pogona_vitticeps ENSPVIG00000005495
notechis_scutatus ENSNSUG00000009278
salvator_merianae ENSSMRG00000003384
sphenodon_punctatus ENSSPUG00000012887
microcebus_murinus ENSMICG00000000130
propithecus_coquereli ENSPCOG00000016252
prolemur_simus ENSPSMG00000010541
otolemur_garnettii ENSOGAG00000013086
cebus_capucinus_imitator ENSCCAG00000033478
saimiri_boliviensis_boliviensis ENSSBOG00000034911
callithrix_jacchus ENSCJAG00000004847
aotus_nancymaae ENSANAG00000036590
homo_sapiens ENSG00000141385
gorilla_gorilla ENSGGOG00000003311
pan_paniscus ENSPPAG00000006484
pan_troglodytes ENSPTRG00000009879
pongo_abelii ENSPPYG00000008990
nomascus_leucogenys ENSNLEG00000008955
cercocebus_atys ENSCATG00000032829
mandrillus_leucophaeus ENSMLEG00000034660
theropithecus_gelada ENSTGEG00000009281
papio_anubis ENSPANG00000012297
macaca_fascicularis ENSMFAG00000043221
macaca_nemestrina ENSMNEG00000012516
chlorocebus_sabaeus ENSCSAG00000017506
rhinopithecus_roxellana ENSRROG00000037919
rhinopithecus_bieti ENSRBIG00000042742
colobus_angolensis_palliatus ENSCANG00000040423
piliocolobus_tephrosceles ENSPTEG00000029346
tupaia_belangeri ENSTBEG00000000999
cavia_porcellus ENSCPOG00000032899
cavia_aperea ENSCAPG00000012911
octodon_degus ENSODEG00000000450
chinchilla_lanigera ENSCLAG00000010822
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007654
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016143
fukomys_damarensis ENSFDAG00000014491
dipodomys_ordii ENSDORG00000005349
castor_canadensis ENSCCNG00000017840
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0023280
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000024527
mus_spicilegus ENSMSIG00000020282
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019097
rattus_norvegicus ENSRNOG00000017965
meriones_unguiculatus ENSMUGG00000008665
cricetulus_griseus_crigri_1.0 ENSCGRG00000004375
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001010234
cricetulus_griseus_crigri-picr ENSCGRG00015017793
mesocricetus_auratus ENSMAUG00000017978
microtus_ochrogaster ENSMOCG00000005672
peromyscus_maniculatus_bairdii ENSPEMG00000010527
jaculus_jaculus ENSJJAG00000016976
ictidomys_tridecemlineatus ENSSTOG00000004887
urocitellus_parryii ENSUPAG00010020893
marmota_marmota_marmota ENSMMMG00000020223
carlito_syrichta ENSTSYG00000012724
otolemur_garnettii ENSOGAG00000033184
ochotona_princeps ENSOPRG00000016822
ursus_americanus ENSUAMG00000021864
ursus_maritimus ENSUMAG00000007662
ailuropoda_melanoleuca ENSAMEG00000012754
mustela_putorius_furo ENSMPUG00000004490
neovison_vison ENSNVIG00000008373
canis_lupus_familiaris ENSCAFG00000018817
canis_lupus_dingo ENSCAFG00020023971
vulpes_vulpes ENSVVUG00000013554
panthera_pardus ENSPPRG00000001774
panthera_tigris_altaica ENSPTIG00000008005
felis_catus ENSFCAG00000006466
equus_caballus ENSECAG00000005869
equus_asinus_asinus ENSEASG00005002256
pteropus_vampyrus ENSPVAG00000001861
myotis_lucifugus ENSMLUG00000016225
erinaceus_europaeus ENSEEUG00000000903
sorex_araneus ENSSARG00000008564
capra_hircus ENSCHIG00000016707
ovis_aries ENSOARG00000001770
bos_taurus ENSBTAG00000011250
bos_mutus ENSBMUG00000010959
bison_bison_bison ENSBBBG00000007600
tursiops_truncatus ENSTTRG00000003704
sus_scrofa ENSSSCG00000022947
loxodonta_africana ENSLAFG00000016578
procavia_capensis ENSPCAG00000014320
echinops_telfairi ENSETEG00000014808
dasypus_novemcinctus ENSDNOG00000006459
choloepus_hoffmanni ENSCHOG00000003018
phascolarctos_cinereus ENSPCIG00000021618
notamacropus_eugenii ENSMEUG00000012418
sarcophilus_harrisii ENSSHAG00000007185
monodelphis_domestica ENSMODG00000021428
ornithorhynchus_anatinus ENSOANG00000010801
ornithorhynchus_anatinus ENSOANG00000003050
nannospalax_galili ENSNGAG00000016274
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0022368
cynoglossus_semilaevis ENSCSEG00000014858
xenopus_tropicalis ENSXETG00000032431
