cavia_porcellus ENSCPOG00000035605
poecilia_latipinna ENSPLAG00000009047
poecilia_mexicana ENSPMEG00000012504
poecilia_mexicana ENSPMEG00000018364
poecilia_reticulata ENSPREG00000006368
xiphophorus_maculatus ENSXMAG00000002025
xiphophorus_couchianus ENSXCOG00000012286
gambusia_affinis ENSGAFG00000000442
fundulus_heteroclitus ENSFHEG00000011396
cyprinodon_variegatus ENSCVAG00000009784
kryptolebias_marmoratus ENSKMAG00000015852
oryzias_latipes_asm223469v1 ENSORLG00015000247
oryzias_latipes_asm223471v1 ENSORLG00020008325
oryzias_latipes_asm223467v1 ENSORLG00000025592
oryzias_melastigma ENSOMEG00000001897
mastacembelus_armatus ENSMAMG00000009873
mola_mola ENSMMOG00000004103
takifugu_rubripes ENSTRUG00000008797
labrus_bergylta ENSLBEG00000021421
gasterosteus_aculeatus ENSGACG00000004456
stegastes_partitus ENSSPAG00000022436
stegastes_partitus ENSSPAG00000022470
amphiprion_percula ENSAPEG00000012769
amphiprion_ocellaris ENSAOCG00000013584
acanthochromis_polyacanthus ENSAPOG00000016366
amphilophus_citrinellus ENSACIG00000020955
anabas_testudineus ENSATEG00000002279
monopterus_albus ENSMALG00000017085
seriola_dumerili ENSSDUG00000009070
seriola_lalandi_dorsalis ENSSLDG00000023709
scophthalmus_maximus ENSSMAG00000018158
haplochromis_burtoni ENSHBUG00000015689
pundamilia_nyererei ENSPNYG00000001998
astatotilapia_calliptera ENSACLG00000003174
maylandia_zebra ENSMZEG00005018336
oreochromis_niloticus ENSONIG00000006161
periophthalmus_magnuspinnatus ENSPMGG00000013758
hippocampus_comes ENSHCOG00000001185
gadus_morhua ENSGMOG00000006081
pygocentrus_nattereri ENSPNAG00000009900
astyanax_mexicanus ENSAMXG00000038957
ictalurus_punctatus ENSIPUG00000004157
danio_rerio ENSDARG00000045695
lepisosteus_oculatus ENSLOCG00000011270
echinops_telfairi ENSETEG00000007657
pygocentrus_nattereri ENSPNAG00000011731
astyanax_mexicanus ENSAMXG00000034846
ictalurus_punctatus ENSIPUG00000004172
danio_rerio ENSDARG00000077473
hippocampus_comes ENSHCOG00000014562
tetraodon_nigroviridis ENSTNIG00000006569
gambusia_affinis ENSGAFG00000020385
scophthalmus_maximus ENSSMAG00000002236
hippocampus_comes ENSHCOG00000014572
mola_mola ENSMMOG00000013765
kryptolebias_marmoratus ENSKMAG00000015688
xiphophorus_couchianus ENSXCOG00000016693
xiphophorus_maculatus ENSXMAG00000015837
poecilia_mexicana ENSPMEG00000000257
poecilia_formosa ENSPFOG00000019096
poecilia_latipinna ENSPLAG00000022335
poecilia_reticulata ENSPREG00000020875
cyprinodon_variegatus ENSCVAG00000023395
fundulus_heteroclitus ENSFHEG00000003393
oryzias_melastigma ENSOMEG00000007629
stegastes_partitus ENSSPAG00000003752
oreochromis_niloticus ENSONIG00000004403
neolamprologus_brichardi ENSNBRG00000014909
pundamilia_nyererei ENSPNYG00000011412
maylandia_zebra ENSMZEG00005015916
haplochromis_burtoni ENSHBUG00000018601
astatotilapia_calliptera ENSACLG00000008234
amphilophus_citrinellus ENSACIG00000017105
cynoglossus_semilaevis ENSCSEG00000019936
takifugu_rubripes ENSTRUG00000023968
labrus_bergylta ENSLBEG00000011440
gadus_morhua ENSGMOG00000010490
esox_lucius ENSELUG00000018744
paramormyrops_kingsleyae ENSPKIG00000005134
scleropages_formosus ENSSFOG00015012411
latimeria_chalumnae ENSLACG00000018920
eptatretus_burgeri ENSEBUG00000007045
