echinops_telfairi ENSETEG00000012783
oryctolagus_cuniculus ENSOCUG00000015740
tupaia_belangeri ENSTBEG00000010584
loxodonta_africana ENSLAFG00000015932
procavia_capensis ENSPCAG00000002475
dasypus_novemcinctus ENSDNOG00000036305
notamacropus_eugenii ENSMEUG00000010107
phascolarctos_cinereus ENSPCIG00000014895
sarcophilus_harrisii ENSSHAG00000001453
monodelphis_domestica ENSMODG00000018945
ornithorhynchus_anatinus ENSOANG00000012556
anolis_carolinensis ENSACAG00000001610
pogona_vitticeps ENSPVIG00000001966
notechis_scutatus ENSNSUG00000008568
salvator_merianae ENSSMRG00000006019
sphenodon_punctatus ENSSPUG00000006479
apteryx_rowi ENSARWG00000004636
apteryx_owenii ENSAOWG00000003874
apteryx_haastii ENSAHAG00000017196
dromaius_novaehollandiae ENSDNVG00000007624
nothoprocta_perdicaria ENSNPEG00000007750
lepidothrix_coronata ENSLCOG00000001738
manacus_vitellinus ENSMVIG00005006985
parus_major ENSPMJG00000015068
cyanistes_caeruleus ENSCCEG00000003224
ficedula_albicollis ENSFALG00000011324
taeniopygia_guttata ENSTGUG00000008134
lonchura_striata_domestica ENSLSDG00000010311
serinus_canaria ENSSCAG00000013591
junco_hyemalis ENSJHYG00000012593
zonotrichia_albicollis ENSZALG00000011349
melopsittacus_undulatus ENSMUNG00000007966
calidris_pugnax ENSCPUG00000002196
calidris_pygmaea ENSCPGG00000003359
anser_brachyrhynchus ENSABRG00000019610
anas_platyrhynchos_platyrhynchos ENSAPLG00000016246
gallus_gallus ENSGALG00000010285
meleagris_gallopavo ENSMGAG00000010889
coturnix_japonica ENSCJPG00005011305
numida_meleagris ENSNMEG00000016484
crocodylus_porosus ENSCPRG00005011733
chelonoidis_abingdonii ENSCABG00000019872
gopherus_agassizii ENSGAGG00000011397
chrysemys_picta_bellii ENSCPBG00000025263
pelodiscus_sinensis ENSPSIG00000015642
xenopus_tropicalis ENSXETG00000023486
latimeria_chalumnae ENSLACG00000009796
poecilia_formosa ENSPFOG00000016770
poecilia_latipinna ENSPLAG00000005737
poecilia_mexicana ENSPMEG00000012422
xiphophorus_maculatus ENSXMAG00000024229
xiphophorus_couchianus ENSXCOG00000009872
poecilia_reticulata ENSPREG00000003914
gambusia_affinis ENSGAFG00000006311
cyprinodon_variegatus ENSCVAG00000016954
fundulus_heteroclitus ENSFHEG00000005117
oryzias_latipes_asm223471v1 ENSORLG00020016110
oryzias_latipes_asm223467v1 ENSORLG00000011712
oryzias_latipes_asm223469v1 ENSORLG00015001245
oryzias_melastigma ENSOMEG00000021866
tetraodon_nigroviridis ENSTNIG00000016626
takifugu_rubripes ENSTRUG00000022394
mola_mola ENSMMOG00000003302
labrus_bergylta ENSLBEG00000026894
labrus_bergylta ENSLBEG00000022747
cynoglossus_semilaevis ENSCSEG00000011678
astatotilapia_calliptera ENSACLG00000025692
maylandia_zebra ENSMZEG00005009065
haplochromis_burtoni ENSHBUG00000020790
pundamilia_nyererei ENSPNYG00000018386
neolamprologus_brichardi ENSNBRG00000013115
oreochromis_niloticus ENSONIG00000009964
amphilophus_citrinellus ENSACIG00000008904
kryptolebias_marmoratus ENSKMAG00000015241
amphiprion_ocellaris ENSAOCG00000004003
amphiprion_percula ENSAPEG00000020026
acanthochromis_polyacanthus ENSAPOG00000001590
stegastes_partitus ENSSPAG00000010941
mastacembelus_armatus ENSMAMG00000019744
monopterus_albus ENSMALG00000003231
anabas_testudineus ENSATEG00000017225
seriola_lalandi_dorsalis ENSSLDG00000001889
seriola_dumerili ENSSDUG00000001464
scophthalmus_maximus ENSSMAG00000009304
gasterosteus_aculeatus ENSGACG00000004984
hippocampus_comes ENSHCOG00000011944
periophthalmus_magnuspinnatus ENSPMGG00000022370
gadus_morhua ENSGMOG00000019809
esox_lucius ENSELUG00000016415
pygocentrus_nattereri ENSPNAG00000017105
astyanax_mexicanus ENSAMXG00000036255
ictalurus_punctatus ENSIPUG00000020625
danio_rerio ENSDARG00000068886
scleropages_formosus ENSSFOG00015004709
paramormyrops_kingsleyae ENSPKIG00000022296
lepisosteus_oculatus ENSLOCG00000015632
eptatretus_burgeri ENSEBUG00000013597
petromyzon_marinus ENSPMAG00000001759
drosophila_melanogaster FBgn0040389
