hippocampus_comes ENSHCOG00000018744
anabas_testudineus ENSATEG00000007520
poecilia_formosa ENSPFOG00000016586
poecilia_latipinna ENSPLAG00000021548
poecilia_mexicana ENSPMEG00000001693
poecilia_reticulata ENSPREG00000013530
xiphophorus_maculatus ENSXMAG00000006717
xiphophorus_couchianus ENSXCOG00000000167
gambusia_affinis ENSGAFG00000013609
fundulus_heteroclitus ENSFHEG00000011447
cyprinodon_variegatus ENSCVAG00000002916
kryptolebias_marmoratus ENSKMAG00000014729
oryzias_latipes_asm223467v1 ENSORLG00000025956
oryzias_latipes_asm223471v1 ENSORLG00020012960
oryzias_latipes_asm223469v1 ENSORLG00015010602
oryzias_melastigma ENSOMEG00000010160
amphiprion_ocellaris ENSAOCG00000014783
amphiprion_percula ENSAPEG00000017685
acanthochromis_polyacanthus ENSAPOG00000000922
stegastes_partitus ENSSPAG00000002484
maylandia_zebra ENSMZEG00005015203
pundamilia_nyererei ENSPNYG00000003446
astatotilapia_calliptera ENSACLG00000016443
haplochromis_burtoni ENSHBUG00000011235
neolamprologus_brichardi ENSNBRG00000003170
oreochromis_niloticus ENSONIG00000019021
amphilophus_citrinellus ENSACIG00000000132
periophthalmus_magnuspinnatus ENSPMGG00000021772
gadus_morhua ENSGMOG00000002998
esox_lucius ENSELUG00000000711
pygocentrus_nattereri ENSPNAG00000009656
astyanax_mexicanus ENSAMXG00000042064
ictalurus_punctatus ENSIPUG00000018705
danio_rerio ENSDARG00000021345
scleropages_formosus ENSSFOG00015003939
paramormyrops_kingsleyae ENSPKIG00000007018
lepisosteus_oculatus ENSLOCG00000012939
gopherus_agassizii ENSGAGG00000017271
chelonoidis_abingdonii ENSCABG00000015606
chrysemys_picta_bellii ENSCPBG00000013301
crocodylus_porosus ENSCPRG00005018369
pogona_vitticeps ENSPVIG00000018928
anolis_carolinensis ENSACAG00000015842
notechis_scutatus ENSNSUG00000017336
salvator_merianae ENSSMRG00000010037
anas_platyrhynchos_platyrhynchos ENSAPLG00000010827
anser_brachyrhynchus ENSABRG00000010635
meleagris_gallopavo ENSMGAG00000011591
coturnix_japonica ENSCJPG00005014606
gallus_gallus ENSGALG00000009185
numida_meleagris ENSNMEG00000019946
parus_major ENSPMJG00000014795
cyanistes_caeruleus ENSCCEG00000007817
ficedula_albicollis ENSFALG00000005572
lonchura_striata_domestica ENSLSDG00000017096
taeniopygia_guttata ENSTGUG00000011163
serinus_canaria ENSSCAG00000013947
junco_hyemalis ENSJHYG00000004371
zonotrichia_albicollis ENSZALG00000008253
lepidothrix_coronata ENSLCOG00000011980
manacus_vitellinus ENSMVIG00005010516
melopsittacus_undulatus ENSMUNG00000000885
apteryx_owenii ENSAOWG00000003844
apteryx_rowi ENSARWG00000009322
apteryx_haastii ENSAHAG00000016711
dromaius_novaehollandiae ENSDNVG00000018614
calidris_pugnax ENSCPUG00000015052
calidris_pygmaea ENSCPGG00000015195
nothoprocta_perdicaria ENSNPEG00000002930
gopherus_agassizii ENSGAGG00000017269
gopherus_agassizii ENSGAGG00000017268
pelodiscus_sinensis ENSPSIG00000000657
sphenodon_punctatus ENSSPUG00000001868
sarcophilus_harrisii ENSSHAG00000010014
monodelphis_domestica ENSMODG00000017861
phascolarctos_cinereus ENSPCIG00000017952
notamacropus_eugenii ENSMEUG00000012359
xenopus_tropicalis ENSXETG00000000983
latimeria_chalumnae ENSLACG00000004767
petromyzon_marinus ENSPMAG00000003411
petromyzon_marinus ENSPMAG00000007209
eptatretus_burgeri ENSEBUG00000009775
