marmota_marmota_marmota ENSMMMG00000017539
homo_sapiens ENSG00000123091
gorilla_gorilla ENSGGOG00000004919
pan_troglodytes ENSPTRG00000041089
saimiri_boliviensis_boliviensis ENSSBOG00000029247
aotus_nancymaae ENSANAG00000035696
otolemur_garnettii ENSOGAG00000011682
oryctolagus_cuniculus ENSOCUG00000007582
pteropus_vampyrus ENSPVAG00000010345
myotis_lucifugus ENSMLUG00000004439
capra_hircus ENSCHIG00000015466
sorex_araneus ENSSARG00000001235
neovison_vison ENSNVIG00000018471
procavia_capensis ENSPCAG00000008997
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015121
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000966
microcebus_murinus ENSMICG00000029488
myotis_lucifugus ENSMLUG00000005197
spermophilus_dauricus ENSSDAG00000007354
ictidomys_tridecemlineatus ENSSTOG00000009982
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015616
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015220
fukomys_damarensis ENSFDAG00000015525
mus_spicilegus ENSMSIG00000010854
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000028557
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027253
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026284
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0028617
cavia_porcellus ENSCPOG00000031987
meriones_unguiculatus ENSMUGG00000012836
urocitellus_parryii ENSUPAG00010022375
castor_canadensis ENSCCNG00000017409
cebus_capucinus_imitator ENSCCAG00000021392
callithrix_jacchus ENSCJAG00000021568
aotus_nancymaae ENSANAG00000034203
macaca_nemestrina ENSMNEG00000044248
macaca_fascicularis ENSMFAG00000003664
papio_anubis ENSPANG00000019410
colobus_angolensis_palliatus ENSCANG00000036277
ursus_americanus ENSUAMG00000027017
panthera_pardus ENSPPRG00000007187
equus_asinus_asinus ENSEASG00005010735
bos_mutus ENSBMUG00000015733
tursiops_truncatus ENSTTRG00000010211
macaca_mulatta ENSMMUG00000012112
pongo_abelii ENSPPYG00000001361
prolemur_simus ENSPSMG00000003177
ursus_maritimus ENSUMAG00000023091
ailuropoda_melanoleuca ENSAMEG00000017484
ovis_aries ENSOARG00000004451
theropithecus_gelada ENSTGEG00000003500
carlito_syrichta ENSTSYG00000036136
microcebus_murinus ENSMICG00000047946
sus_scrofa ENSSSCG00000031172
bison_bison_bison ENSBBBG00000024474
mustela_putorius_furo ENSMPUG00000007108
felis_catus ENSFCAG00000035271
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002950
echinops_telfairi ENSETEG00000006072
phascolarctos_cinereus ENSPCIG00000017406
ornithorhynchus_anatinus ENSOANG00000013493
pogona_vitticeps ENSPVIG00000003570
anolis_carolinensis ENSACAG00000007410
salvator_merianae ENSSMRG00000018290
sphenodon_punctatus ENSSPUG00000011773
chrysemys_picta_bellii ENSCPBG00000010042
chelonoidis_abingdonii ENSCABG00000006261
pelodiscus_sinensis ENSPSIG00000006280
apteryx_owenii ENSAOWG00000008479
apteryx_rowi ENSARWG00000017957
apteryx_haastii ENSAHAG00000013459
nothoprocta_perdicaria ENSNPEG00000015146
lonchura_striata_domestica ENSLSDG00000012791
junco_hyemalis ENSJHYG00000009760
parus_major ENSPMJG00000000863
lepidothrix_coronata ENSLCOG00000000123
gallus_gallus ENSGALG00000010539
coturnix_japonica ENSCJPG00005010446
numida_meleagris ENSNMEG00000021806
anas_platyrhynchos_platyrhynchos ENSAPLG00000022113
anser_brachyrhynchus ENSABRG00000015288
calidris_pygmaea ENSCPGG00000012731
sus_scrofa ENSSSCG00000036493
sus_scrofa ENSSSCG00000032772
bison_bison_bison ENSBBBG00000010471
bos_mutus ENSBMUG00000016230
bos_taurus ENSBTAG00000047076
ovis_aries ENSOARG00000015909
prolemur_simus ENSPSMG00000006251
xenopus_tropicalis ENSXETG00000002837
paramormyrops_kingsleyae ENSPKIG00000007154
scleropages_formosus ENSSFOG00015015954
scleropages_formosus ENSSFOG00015016435
paramormyrops_kingsleyae ENSPKIG00000003865
poecilia_formosa ENSPFOG00000005255
poecilia_latipinna ENSPLAG00000005349
poecilia_mexicana ENSPMEG00000015123
poecilia_reticulata ENSPREG00000018536
gambusia_affinis ENSGAFG00000014757
xiphophorus_maculatus ENSXMAG00000022177
xiphophorus_couchianus ENSXCOG00000010814
cyprinodon_variegatus ENSCVAG00000023154
fundulus_heteroclitus ENSFHEG00000004629
maylandia_zebra ENSMZEG00005004487
astatotilapia_calliptera ENSACLG00000023561
pundamilia_nyererei ENSPNYG00000007105
haplochromis_burtoni ENSHBUG00000020474
oreochromis_niloticus ENSONIG00000002007
neolamprologus_brichardi ENSNBRG00000013456
amphilophus_citrinellus ENSACIG00000008644
tetraodon_nigroviridis ENSTNIG00000015489
takifugu_rubripes ENSTRUG00000003193
labrus_bergylta ENSLBEG00000015512
cynoglossus_semilaevis ENSCSEG00000020083
monopterus_albus ENSMALG00000016316
seriola_lalandi_dorsalis ENSSLDG00000004746
seriola_dumerili ENSSDUG00000000049
scophthalmus_maximus ENSSMAG00000006627
mola_mola ENSMMOG00000020212
kryptolebias_marmoratus ENSKMAG00000022284
anabas_testudineus ENSATEG00000006522
gasterosteus_aculeatus ENSGACG00000011114
mastacembelus_armatus ENSMAMG00000003870
acanthochromis_polyacanthus ENSAPOG00000020480
amphiprion_percula ENSAPEG00000022776
stegastes_partitus ENSSPAG00000019260
oryzias_latipes_asm223467v1 ENSORLG00000021975
oryzias_latipes_asm223469v1 ENSORLG00015009915
oryzias_melastigma ENSOMEG00000010154
periophthalmus_magnuspinnatus ENSPMGG00000022135
hippocampus_comes ENSHCOG00000002580
gadus_morhua ENSGMOG00000014469
astyanax_mexicanus ENSAMXG00000030529
pygocentrus_nattereri ENSPNAG00000016982
ictalurus_punctatus ENSIPUG00000001479
danio_rerio ENSDARG00000040635
esox_lucius ENSELUG00000008168
tetraodon_nigroviridis ENSTNIG00000008512
takifugu_rubripes ENSTRUG00000023432
mola_mola ENSMMOG00000016744
scophthalmus_maximus ENSSMAG00000019860
cynoglossus_semilaevis ENSCSEG00000010710
gasterosteus_aculeatus ENSGACG00000017888
amphiprion_percula ENSAPEG00000003552
amphiprion_ocellaris ENSAOCG00000001918
acanthochromis_polyacanthus ENSAPOG00000004409
stegastes_partitus ENSSPAG00000016421
anabas_testudineus ENSATEG00000007464
fundulus_heteroclitus ENSFHEG00000013281
cyprinodon_variegatus ENSCVAG00000007013
xiphophorus_couchianus ENSXCOG00000015121
xiphophorus_maculatus ENSXMAG00000029976
gambusia_affinis ENSGAFG00000021417
poecilia_formosa ENSPFOG00000014779
poecilia_mexicana ENSPMEG00000023517
poecilia_reticulata ENSPREG00000009001
poecilia_reticulata ENSPREG00000008943
poecilia_latipinna ENSPLAG00000009544
kryptolebias_marmoratus ENSKMAG00000005772
oryzias_latipes_asm223471v1 ENSORLG00020009321
oryzias_latipes_asm223467v1 ENSORLG00000029728
oryzias_latipes_asm223469v1 ENSORLG00015009256
oryzias_melastigma ENSOMEG00000006241
maylandia_zebra ENSMZEG00005025069
astatotilapia_calliptera ENSACLG00000019546
pundamilia_nyererei ENSPNYG00000014845
haplochromis_burtoni ENSHBUG00000007217
neolamprologus_brichardi ENSNBRG00000012122
oreochromis_niloticus ENSONIG00000009579
amphilophus_citrinellus ENSACIG00000018156
mastacembelus_armatus ENSMAMG00000015046
monopterus_albus ENSMALG00000020879
labrus_bergylta ENSLBEG00000012378
seriola_dumerili ENSSDUG00000018698
seriola_lalandi_dorsalis ENSSLDG00000012182
hippocampus_comes ENSHCOG00000019087
periophthalmus_magnuspinnatus ENSPMGG00000018609
gadus_morhua ENSGMOG00000002314
esox_lucius ENSELUG00000021315
astyanax_mexicanus ENSAMXG00000036992
pygocentrus_nattereri ENSPNAG00000018375
ictalurus_punctatus ENSIPUG00000011002
lepisosteus_oculatus ENSLOCG00000009419
caenorhabditis_elegans_strain_n2 WBGene00007226
