pelodiscus_sinensis ENSPSIG00000015862
sorex_araneus ENSSARG00000008474
erinaceus_europaeus ENSEEUG00000007319
tupaia_belangeri ENSTBEG00000008812
ochotona_princeps ENSOPRG00000008045
choloepus_hoffmanni ENSCHOG00000011216
dasypus_novemcinctus ENSDNOG00000049669
procavia_capensis ENSPCAG00000013306
echinops_telfairi ENSETEG00000000733
cricetulus_griseus_crigri_1.0 ENSCGRG00000000215
mesocricetus_auratus ENSMAUG00000016864
microtus_ochrogaster ENSMOCG00000012696
nannospalax_galili ENSNGAG00000021095
jaculus_jaculus ENSJJAG00000020140
urocitellus_parryii ENSUPAG00010004851
dipodomys_ordii ENSDORG00000006787
oryctolagus_cuniculus ENSOCUG00000004472
pongo_abelii ENSPPYG00000015470
macaca_nemestrina ENSMNEG00000041812
chlorocebus_sabaeus ENSCSAG00000016379
cavia_porcellus ENSCPOG00000009814
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019302
octodon_degus ENSODEG00000017162
canis_lupus_dingo ENSCAFG00020024348
canis_lupus_familiaris ENSCAFG00000006838
ovis_aries ENSOARG00000007720
cavia_aperea ENSCAPG00000015123
chinchilla_lanigera ENSCLAG00000006554
marmota_marmota_marmota ENSMMMG00000009061
peromyscus_maniculatus_bairdii ENSPEMG00000001203
macaca_mulatta ENSMMUG00000030099
colobus_angolensis_palliatus ENSCANG00000033250
sus_scrofa ENSSSCG00000016912
myotis_lucifugus ENSMLUG00000001176
loxodonta_africana ENSLAFG00000026280
sarcophilus_harrisii ENSSHAG00000006148
monodelphis_domestica ENSMODG00000019499
ornithorhynchus_anatinus ENSOANG00000004886
phascolarctos_cinereus ENSPCIG00000024736
xenopus_tropicalis ENSXETG00000000375
latimeria_chalumnae ENSLACG00000008498
scophthalmus_maximus ENSSMAG00000003652
cynoglossus_semilaevis ENSCSEG00000017988
anabas_testudineus ENSATEG00000018341
labrus_bergylta ENSLBEG00000017902
gasterosteus_aculeatus ENSGACG00000006405
seriola_dumerili ENSSDUG00000001639
seriola_lalandi_dorsalis ENSSLDG00000019684
mastacembelus_armatus ENSMAMG00000019344
haplochromis_burtoni ENSHBUG00000003102
astatotilapia_calliptera ENSACLG00000013479
maylandia_zebra ENSMZEG00005008317
pundamilia_nyererei ENSPNYG00000016741
neolamprologus_brichardi ENSNBRG00000015588
oreochromis_niloticus ENSONIG00000015256
amphilophus_citrinellus ENSACIG00000004759
fundulus_heteroclitus ENSFHEG00000019386
cyprinodon_variegatus ENSCVAG00000020335
poecilia_formosa ENSPFOG00000006379
poecilia_mexicana ENSPMEG00000016663
poecilia_latipinna ENSPLAG00000015231
poecilia_reticulata ENSPREG00000014956
xiphophorus_maculatus ENSXMAG00000003470
xiphophorus_couchianus ENSXCOG00000009965
gambusia_affinis ENSGAFG00000003408
kryptolebias_marmoratus ENSKMAG00000000736
oryzias_latipes_asm223471v1 ENSORLG00020003017
oryzias_latipes_asm223467v1 ENSORLG00000003714
oryzias_latipes_asm223469v1 ENSORLG00015011914
oryzias_melastigma ENSOMEG00000020349
amphiprion_percula ENSAPEG00000007229
amphiprion_ocellaris ENSAOCG00000010891
acanthochromis_polyacanthus ENSAPOG00000014385
stegastes_partitus ENSSPAG00000000775
takifugu_rubripes ENSTRUG00000015764
tetraodon_nigroviridis ENSTNIG00000016688
mola_mola ENSMMOG00000013196
monopterus_albus ENSMALG00000018171
periophthalmus_magnuspinnatus ENSPMGG00000017302
hippocampus_comes ENSHCOG00000005432
gadus_morhua ENSGMOG00000007497
esox_lucius ENSELUG00000002355
pygocentrus_nattereri ENSPNAG00000000752
astyanax_mexicanus ENSAMXG00000032958
ictalurus_punctatus ENSIPUG00000025077
danio_rerio ENSDARG00000079790
scleropages_formosus ENSSFOG00015022172
paramormyrops_kingsleyae ENSPKIG00000018785
gasterosteus_aculeatus ENSGACG00000016270
labrus_bergylta ENSLBEG00000019310
mola_mola ENSMMOG00000002458
tetraodon_nigroviridis ENSTNIG00000007546
amphilophus_citrinellus ENSACIG00000015181
neolamprologus_brichardi ENSNBRG00000011232
poecilia_reticulata ENSPREG00000003154
poecilia_latipinna ENSPLAG00000021032
xiphophorus_couchianus ENSXCOG00000001841
fundulus_heteroclitus ENSFHEG00000023094
seriola_dumerili ENSSDUG00000023788
periophthalmus_magnuspinnatus ENSPMGG00000002576
gadus_morhua ENSGMOG00000014765
astyanax_mexicanus ENSAMXG00000042617
ictalurus_punctatus ENSIPUG00000024346
danio_rerio ENSDARG00000053381
gambusia_affinis ENSGAFG00000012411
xiphophorus_maculatus ENSXMAG00000004780
poecilia_mexicana ENSPMEG00000010625
poecilia_formosa ENSPFOG00000003517
cyprinodon_variegatus ENSCVAG00000004570
kryptolebias_marmoratus ENSKMAG00000012720
oryzias_latipes_asm223467v1 ENSORLG00000005464
oryzias_latipes_asm223471v1 ENSORLG00020006062
oryzias_latipes_asm223469v1 ENSORLG00015012734
oryzias_melastigma ENSOMEG00000008698
astatotilapia_calliptera ENSACLG00000002425
maylandia_zebra ENSMZEG00005000369
pundamilia_nyererei ENSPNYG00000006255
haplochromis_burtoni ENSHBUG00000006140
oreochromis_niloticus ENSONIG00000007599
amphiprion_percula ENSAPEG00000019370
amphiprion_ocellaris ENSAOCG00000011911
acanthochromis_polyacanthus ENSAPOG00000007859
stegastes_partitus ENSSPAG00000011279
scophthalmus_maximus ENSSMAG00000007558
cynoglossus_semilaevis ENSCSEG00000000770
seriola_lalandi_dorsalis ENSSLDG00000006435
mastacembelus_armatus ENSMAMG00000016731
monopterus_albus ENSMALG00000002861
anabas_testudineus ENSATEG00000015209
takifugu_rubripes ENSTRUG00000020668
hippocampus_comes ENSHCOG00000020027
esox_lucius ENSELUG00000004800
paramormyrops_kingsleyae ENSPKIG00000020958
pygocentrus_nattereri ENSPNAG00000001211
scleropages_formosus ENSSFOG00015014334
lepisosteus_oculatus ENSLOCG00000010196
petromyzon_marinus ENSPMAG00000002184
eptatretus_burgeri ENSEBUG00000011276
