gasterosteus_aculeatus ENSGACG00000007552
pteropus_vampyrus ENSPVAG00000001838
sus_scrofa ENSSSCG00000039107
sus_scrofa ENSSSCG00000036264
bos_mutus ENSBMUG00000001076
bos_taurus ENSBTAG00000053398
bison_bison_bison ENSBBBG00000014868
ovis_aries ENSOARG00000020247
capra_hircus ENSCHIG00000024126
tursiops_truncatus ENSTTRG00000010586
vicugna_pacos ENSVPAG00000003845
equus_caballus ENSECAG00000022278
equus_asinus_asinus ENSEASG00005016457
castor_canadensis ENSCCNG00000010826
dipodomys_ordii ENSDORG00000010545
nannospalax_galili ENSNGAG00000011602
nannospalax_galili ENSNGAG00000014395
mus_spicilegus ENSMSIG00000026130
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025047
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027326
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024131
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025574
rattus_norvegicus ENSRNOG00000060100
rattus_norvegicus ENSRNOG00000026378
meriones_unguiculatus ENSMUGG00000009168
microtus_ochrogaster ENSMOCG00000014322
microtus_ochrogaster ENSMOCG00000020716
cricetulus_griseus_crigri_1.0 ENSCGRG00000016618
cricetulus_griseus_crigri_1.0 ENSCGRG00000017799
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013633
cricetulus_griseus_crigri-picr ENSCGRG00015000856
mesocricetus_auratus ENSMAUG00000020331
peromyscus_maniculatus_bairdii ENSPEMG00000011793
jaculus_jaculus ENSJJAG00000000354
jaculus_jaculus ENSJJAG00000012632
cavia_porcellus ENSCPOG00000030499
cavia_aperea ENSCAPG00000014819
chinchilla_lanigera ENSCLAG00000013211
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018572
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010264
fukomys_damarensis ENSFDAG00000007308
spermophilus_dauricus ENSSDAG00000004742
urocitellus_parryii ENSUPAG00010015478
marmota_marmota_marmota ENSMMMG00000020872
ictidomys_tridecemlineatus ENSSTOG00000034007
oryctolagus_cuniculus ENSOCUG00000015756
ochotona_princeps ENSOPRG00000014189
tupaia_belangeri ENSTBEG00000008548
pan_troglodytes ENSPTRG00000006925
pan_paniscus ENSPPAG00000038511
homo_sapiens ENSG00000137812
gorilla_gorilla ENSGGOG00000021998
pongo_abelii ENSPPYG00000006356
nomascus_leucogenys ENSNLEG00000003110
macaca_mulatta ENSMMUG00000048910
macaca_fascicularis ENSMFAG00000045223
macaca_nemestrina ENSMNEG00000028597
mandrillus_leucophaeus ENSMLEG00000036437
theropithecus_gelada ENSTGEG00000001376
papio_anubis ENSPANG00000019341
cercocebus_atys ENSCATG00000038686
chlorocebus_sabaeus ENSCSAG00000007544
piliocolobus_tephrosceles ENSPTEG00000028298
colobus_angolensis_palliatus ENSCANG00000034234
rhinopithecus_roxellana ENSRROG00000034549
rhinopithecus_bieti ENSRBIG00000038817
cebus_capucinus_imitator ENSCCAG00000033074
saimiri_boliviensis_boliviensis ENSSBOG00000028937
callithrix_jacchus ENSCJAG00000020831
aotus_nancymaae ENSANAG00000029266
carlito_syrichta ENSTSYG00000008069
prolemur_simus ENSPSMG00000023147
microcebus_murinus ENSMICG00000045152
propithecus_coquereli ENSPCOG00000025055
choloepus_hoffmanni ENSCHOG00000009954
dasypus_novemcinctus ENSDNOG00000005786
loxodonta_africana ENSLAFG00000028810
loxodonta_africana ENSLAFG00000022120
procavia_capensis ENSPCAG00000015287
ornithorhynchus_anatinus ENSOANG00000009241
melopsittacus_undulatus ENSMUNG00000007369
ornithorhynchus_anatinus ENSOANG00000011260
pogona_vitticeps ENSPVIG00000015028
notechis_scutatus ENSNSUG00000007663
salvator_merianae ENSSMRG00000015462
sphenodon_punctatus ENSSPUG00000001220
apteryx_haastii ENSAHAG00000013379
apteryx_haastii ENSAHAG00000013382
apteryx_owenii ENSAOWG00000006472
apteryx_rowi ENSARWG00000006677
dromaius_novaehollandiae ENSDNVG00000017627
nothoprocta_perdicaria ENSNPEG00000009005
anser_brachyrhynchus ENSABRG00000011513
anser_brachyrhynchus ENSABRG00000009727
anas_platyrhynchos_platyrhynchos ENSAPLG00000019252
coturnix_japonica ENSCJPG00005013678
coturnix_japonica ENSCJPG00005013677
numida_meleagris ENSNMEG00000005096
gallus_gallus ENSGALG00000045185
calidris_pygmaea ENSCPGG00000002610
calidris_pygmaea ENSCPGG00000002607
calidris_pugnax ENSCPUG00000015156
parus_major ENSPMJG00000003490
cyanistes_caeruleus ENSCCEG00000016356
cyanistes_caeruleus ENSCCEG00000016359
junco_hyemalis ENSJHYG00000007359
zonotrichia_albicollis ENSZALG00000004764
serinus_canaria ENSSCAG00000011271
lonchura_striata_domestica ENSLSDG00000004708
manacus_vitellinus ENSMVIG00005018389
lepidothrix_coronata ENSLCOG00000000898
parus_major ENSPMJG00000003491
crocodylus_porosus ENSCPRG00005018654
gopherus_agassizii ENSGAGG00000013091
chelonoidis_abingdonii ENSCABG00000001091
gopherus_agassizii ENSGAGG00000013097
chrysemys_picta_bellii ENSCPBG00000013424
pelodiscus_sinensis ENSPSIG00000012691
xenopus_tropicalis ENSXETG00000015968
ficedula_albicollis ENSFALG00000001128
ficedula_albicollis ENSFALG00000001126
taeniopygia_guttata ENSTGUG00000018415
tetraodon_nigroviridis ENSTNIG00000001526
eptatretus_burgeri ENSEBUG00000012925
