prolemur_simus ENSPSMG00000014304
ursus_maritimus ENSUMAG00000011714
ursus_americanus ENSUAMG00000021782
ornithorhynchus_anatinus ENSOANG00000003346
xenopus_tropicalis ENSXETG00000021448
latimeria_chalumnae ENSLACG00000018452
esox_lucius ENSELUG00000015507
gadus_morhua ENSGMOG00000012731
mastacembelus_armatus ENSMAMG00000008821
monopterus_albus ENSMALG00000007132
anabas_testudineus ENSATEG00000003864
seriola_dumerili ENSSDUG00000015380
seriola_lalandi_dorsalis ENSSLDG00000008819
scophthalmus_maximus ENSSMAG00000007203
amphiprion_ocellaris ENSAOCG00000011510
amphiprion_percula ENSAPEG00000007194
acanthochromis_polyacanthus ENSAPOG00000015538
stegastes_partitus ENSSPAG00000000716
amphilophus_citrinellus ENSACIG00000015225
amphilophus_citrinellus ENSACIG00000015175
astatotilapia_calliptera ENSACLG00000013296
maylandia_zebra ENSMZEG00005021675
pundamilia_nyererei ENSPNYG00000013745
haplochromis_burtoni ENSHBUG00000020315
neolamprologus_brichardi ENSNBRG00000020808
oreochromis_niloticus ENSONIG00000009309
mola_mola ENSMMOG00000015075
labrus_bergylta ENSLBEG00000014770
gasterosteus_aculeatus ENSGACG00000004544
takifugu_rubripes ENSTRUG00000007996
tetraodon_nigroviridis ENSTNIG00000010878
poecilia_mexicana ENSPMEG00000000768
poecilia_latipinna ENSPLAG00000004786
xiphophorus_couchianus ENSXCOG00000000035
fundulus_heteroclitus ENSFHEG00000010799
cyprinodon_variegatus ENSCVAG00000001344
poecilia_latipinna ENSPLAG00000017680
poecilia_mexicana ENSPMEG00000005094
poecilia_formosa ENSPFOG00000012664
poecilia_reticulata ENSPREG00000011631
xiphophorus_maculatus ENSXMAG00000009080
gambusia_affinis ENSGAFG00000005241
kryptolebias_marmoratus ENSKMAG00000005685
oryzias_latipes_asm223471v1 ENSORLG00020005148
oryzias_latipes_asm223467v1 ENSORLG00000000707
oryzias_latipes_asm223469v1 ENSORLG00015019415
oryzias_melastigma ENSOMEG00000015656
hippocampus_comes ENSHCOG00000004158
cynoglossus_semilaevis ENSCSEG00000002620
periophthalmus_magnuspinnatus ENSPMGG00000000772
pygocentrus_nattereri ENSPNAG00000001958
astyanax_mexicanus ENSAMXG00000007436
ictalurus_punctatus ENSIPUG00000000355
danio_rerio ENSDARG00000074758
paramormyrops_kingsleyae ENSPKIG00000009459
scleropages_formosus ENSSFOG00015007498
lepisosteus_oculatus ENSLOCG00000010413
eptatretus_burgeri ENSEBUG00000008647
tetraodon_nigroviridis ENSTNIG00000013376
cynoglossus_semilaevis ENSCSEG00000004417
danio_rerio ENSDARG00000089355
lepisosteus_oculatus ENSLOCG00000016729
ciona_savignyi ENSCSAVG00000008100
ciona_intestinalis ENSCING00000014465
drosophila_melanogaster FBgn0263352
