bos_taurus ENSBTAG00000010729
oryctolagus_cuniculus ENSOCUG00000014181
procavia_capensis ENSPCAG00000014272
echinops_telfairi ENSETEG00000000480
loxodonta_africana ENSLAFG00000021854
dasypus_novemcinctus ENSDNOG00000034329
phascolarctos_cinereus ENSPCIG00000018661
notamacropus_eugenii ENSMEUG00000003620
sarcophilus_harrisii ENSSHAG00000005378
monodelphis_domestica ENSMODG00000005816
ornithorhynchus_anatinus ENSOANG00000009374
chrysemys_picta_bellii ENSCPBG00000005230
chrysemys_picta_bellii ENSCPBG00000005190
chelonoidis_abingdonii ENSCABG00000004483
gopherus_agassizii ENSGAGG00000012983
apteryx_owenii ENSAOWG00000013837
pogona_vitticeps ENSPVIG00000005072
anolis_carolinensis ENSACAG00000015966
notechis_scutatus ENSNSUG00000016249
salvator_merianae ENSSMRG00000004719
ornithorhynchus_anatinus ENSOANG00000029317
sphenodon_punctatus ENSSPUG00000002483
xenopus_tropicalis ENSXETG00000011646
latimeria_chalumnae ENSLACG00000013401
scophthalmus_maximus ENSSMAG00000003342
labrus_bergylta ENSLBEG00000017518
amphiprion_ocellaris ENSAOCG00000018959
amphiprion_percula ENSAPEG00000015417
acanthochromis_polyacanthus ENSAPOG00000003361
acanthochromis_polyacanthus ENSAPOG00000009200
acanthochromis_polyacanthus ENSAPOG00000009115
stegastes_partitus ENSSPAG00000004023
seriola_dumerili ENSSDUG00000017395
seriola_lalandi_dorsalis ENSSLDG00000024449
monopterus_albus ENSMALG00000003560
mastacembelus_armatus ENSMAMG00000008253
anabas_testudineus ENSATEG00000011294
hippocampus_comes ENSHCOG00000009624
oryzias_latipes_asm223467v1 ENSORLG00000015403
oryzias_latipes_asm223467v1 ENSORLG00000025827
oryzias_latipes_asm223471v1 ENSORLG00020004732
oryzias_latipes_asm223471v1 ENSORLG00020004750
oryzias_latipes_asm223467v1 ENSORLG00000030111
oryzias_latipes_asm223469v1 ENSORLG00015016674
oryzias_latipes_asm223469v1 ENSORLG00015016626
oryzias_latipes_asm223467v1 ENSORLG00000025256
oryzias_latipes_asm223467v1 ENSORLG00000028274
oryzias_latipes_asm223469v1 ENSORLG00015016317
oryzias_latipes_asm223467v1 ENSORLG00000029111
oryzias_latipes_asm223467v1 ENSORLG00000025742
oryzias_latipes_asm223467v1 ENSORLG00000019647
oryzias_latipes_asm223469v1 ENSORLG00015016607
oryzias_melastigma ENSOMEG00000007717
periophthalmus_magnuspinnatus ENSPMGG00000018820
cynoglossus_semilaevis ENSCSEG00000014632
astatotilapia_calliptera ENSACLG00000000135
maylandia_zebra ENSMZEG00005004013
pundamilia_nyererei ENSPNYG00000000553
haplochromis_burtoni ENSHBUG00000021212
neolamprologus_brichardi ENSNBRG00000011580
oreochromis_niloticus ENSONIG00000008218
amphilophus_citrinellus ENSACIG00000021726
poecilia_latipinna ENSPLAG00000005491
poecilia_latipinna ENSPLAG00000014454
poecilia_formosa ENSPFOG00000007297
poecilia_mexicana ENSPMEG00000003787
poecilia_reticulata ENSPREG00000014731
xiphophorus_couchianus ENSXCOG00000015624
xiphophorus_maculatus ENSXMAG00000004461
gambusia_affinis ENSGAFG00000014952
cyprinodon_variegatus ENSCVAG00000015232
fundulus_heteroclitus ENSFHEG00000010230
kryptolebias_marmoratus ENSKMAG00000012111
tetraodon_nigroviridis ENSTNIG00000006263
takifugu_rubripes ENSTRUG00000006542
mola_mola ENSMMOG00000007584
gasterosteus_aculeatus ENSGACG00000006712
gadus_morhua ENSGMOG00000002769
esox_lucius ENSELUG00000010137
pygocentrus_nattereri ENSPNAG00000023903
astyanax_mexicanus ENSAMXG00000031825
ictalurus_punctatus ENSIPUG00000006407
danio_rerio ENSDARG00000075380
paramormyrops_kingsleyae ENSPKIG00000007632
scleropages_formosus ENSSFOG00015013646
lepisosteus_oculatus ENSLOCG00000007754
eptatretus_burgeri ENSEBUG00000001940
ciona_savignyi ENSCSAVG00000002720
ciona_intestinalis ENSCING00000004801
drosophila_melanogaster FBgn0036254
caenorhabditis_elegans_strain_n2 WBGene00010044
saccharomyces_cerevisiae_strain_s288c YNL308C
