oryctolagus_cuniculus ENSOCUG00000003009
chrysemys_picta_bellii ENSCPBG00000018088
apteryx_rowi ENSARWG00000009657
apteryx_haastii ENSAHAG00000003997
dromaius_novaehollandiae ENSDNVG00000004332
apteryx_owenii ENSAOWG00000011878
anolis_carolinensis ENSACAG00000013153
pogona_vitticeps ENSPVIG00000001857
salvator_merianae ENSSMRG00000020486
sphenodon_punctatus ENSSPUG00000000838
xenopus_tropicalis ENSXETG00000009271
latimeria_chalumnae ENSLACG00000010485
labrus_bergylta ENSLBEG00000012998
mola_mola ENSMMOG00000008600
scophthalmus_maximus ENSSMAG00000003885
gasterosteus_aculeatus ENSGACG00000012612
cynoglossus_semilaevis ENSCSEG00000004212
scophthalmus_maximus ENSSMAG00000003917
mola_mola ENSMMOG00000008605
amphilophus_citrinellus ENSACIG00000023163
neolamprologus_brichardi ENSNBRG00000022844
fundulus_heteroclitus ENSFHEG00000007895
poecilia_mexicana ENSPMEG00000004292
poecilia_formosa ENSPFOG00000018209
poecilia_latipinna ENSPLAG00000016078
poecilia_reticulata ENSPREG00000014287
gambusia_affinis ENSGAFG00000004802
xiphophorus_couchianus ENSXCOG00000020357
xiphophorus_couchianus ENSXCOG00000020358
xiphophorus_maculatus ENSXMAG00000004415
cyprinodon_variegatus ENSCVAG00000010493
kryptolebias_marmoratus ENSKMAG00000013348
oryzias_latipes_asm223471v1 ENSORLG00020002123
oryzias_latipes_asm223467v1 ENSORLG00000009636
oryzias_latipes_asm223469v1 ENSORLG00015015030
oryzias_melastigma ENSOMEG00000007801
maylandia_zebra ENSMZEG00005019625
haplochromis_burtoni ENSHBUG00000009611
pundamilia_nyererei ENSPNYG00000014003
astatotilapia_calliptera ENSACLG00000025024
oreochromis_niloticus ENSONIG00000014924
amphilophus_citrinellus ENSACIG00000023153
amphiprion_percula ENSAPEG00000012996
amphiprion_ocellaris ENSAOCG00000000462
acanthochromis_polyacanthus ENSAPOG00000015512
stegastes_partitus ENSSPAG00000023305
mastacembelus_armatus ENSMAMG00000008525
monopterus_albus ENSMALG00000006419
anabas_testudineus ENSATEG00000001672
seriola_dumerili ENSSDUG00000014270
seriola_dumerili ENSSDUG00000014292
gambusia_affinis ENSGAFG00000004817
seriola_lalandi_dorsalis ENSSLDG00000020099
takifugu_rubripes ENSTRUG00000013311
tetraodon_nigroviridis ENSTNIG00000017962
periophthalmus_magnuspinnatus ENSPMGG00000012840
hippocampus_comes ENSHCOG00000010597
gadus_morhua ENSGMOG00000007091
esox_lucius ENSELUG00000020602
danio_rerio ENSDARG00000025332
ictalurus_punctatus ENSIPUG00000007103
astyanax_mexicanus ENSAMXG00000043026
astyanax_mexicanus ENSAMXG00000000763
pygocentrus_nattereri ENSPNAG00000022784
ictalurus_punctatus ENSIPUG00000007127
paramormyrops_kingsleyae ENSPKIG00000023453
scleropages_formosus ENSSFOG00015001231
lepisosteus_oculatus ENSLOCG00000015541
petromyzon_marinus ENSPMAG00000002948
eptatretus_burgeri ENSEBUG00000004419
ciona_intestinalis ENSCING00000009238
ciona_savignyi ENSCSAVG00000007149
drosophila_melanogaster FBgn0260456
