mus_spicilegus ENSMSIG00000012636
parus_major ENSPMJG00000012003
crocodylus_porosus ENSCPRG00005013728
chelonoidis_abingdonii ENSCABG00000021380
gopherus_agassizii ENSGAGG00000004138
chrysemys_picta_bellii ENSCPBG00000006636
anolis_carolinensis ENSACAG00000001974
pogona_vitticeps ENSPVIG00000013127
notechis_scutatus ENSNSUG00000017079
salvator_merianae ENSSMRG00000023078
sphenodon_punctatus ENSSPUG00000011409
xenopus_tropicalis ENSXETG00000020266
takifugu_rubripes ENSTRUG00000019632
tetraodon_nigroviridis ENSTNIG00000001421
cynoglossus_semilaevis ENSCSEG00000017203
mola_mola ENSMMOG00000006445
scophthalmus_maximus ENSSMAG00000017677
anabas_testudineus ENSATEG00000001903
seriola_dumerili ENSSDUG00000012688
seriola_lalandi_dorsalis ENSSLDG00000021767
monopterus_albus ENSMALG00000013530
mastacembelus_armatus ENSMAMG00000013057
labrus_bergylta ENSLBEG00000014243
astatotilapia_calliptera ENSACLG00000001797
pundamilia_nyererei ENSPNYG00000023157
maylandia_zebra ENSMZEG00005024341
haplochromis_burtoni ENSHBUG00000008285
neolamprologus_brichardi ENSNBRG00000010968
oreochromis_niloticus ENSONIG00000004708
amphilophus_citrinellus ENSACIG00000009549
amphiprion_ocellaris ENSAOCG00000010229
amphiprion_percula ENSAPEG00000021494
acanthochromis_polyacanthus ENSAPOG00000003209
stegastes_partitus ENSSPAG00000006389
fundulus_heteroclitus ENSFHEG00000018040
cyprinodon_variegatus ENSCVAG00000019604
xiphophorus_maculatus ENSXMAG00000026281
gambusia_affinis ENSGAFG00000019455
poecilia_formosa ENSPFOG00000017325
poecilia_latipinna ENSPLAG00000001877
poecilia_mexicana ENSPMEG00000017810
poecilia_reticulata ENSPREG00000012938
kryptolebias_marmoratus ENSKMAG00000003678
oryzias_latipes_asm223471v1 ENSORLG00020011388
oryzias_latipes_asm223467v1 ENSORLG00000004475
oryzias_latipes_asm223469v1 ENSORLG00015000484
oryzias_melastigma ENSOMEG00000014875
hippocampus_comes ENSHCOG00000006627
periophthalmus_magnuspinnatus ENSPMGG00000015208
esox_lucius ENSELUG00000020772
pygocentrus_nattereri ENSPNAG00000017269
astyanax_mexicanus ENSAMXG00000008686
ictalurus_punctatus ENSIPUG00000011672
danio_rerio ENSDARG00000002196
scleropages_formosus ENSSFOG00015006484
paramormyrops_kingsleyae ENSPKIG00000022113
hippocampus_comes ENSHCOG00000018460
periophthalmus_magnuspinnatus ENSPMGG00000005123
monopterus_albus ENSMALG00000017095
mola_mola ENSMMOG00000000061
stegastes_partitus ENSSPAG00000016917
seriola_lalandi_dorsalis ENSSLDG00000005650
anabas_testudineus ENSATEG00000011502
gasterosteus_aculeatus ENSGACG00000011798
takifugu_rubripes ENSTRUG00000014936
tetraodon_nigroviridis ENSTNIG00000019024
cynoglossus_semilaevis ENSCSEG00000010381
xiphophorus_maculatus ENSXMAG00000007309
xiphophorus_couchianus ENSXCOG00000005514
gambusia_affinis ENSGAFG00000020348
poecilia_mexicana ENSPMEG00000023010
poecilia_formosa ENSPFOG00000002681
poecilia_latipinna ENSPLAG00000010719
poecilia_reticulata ENSPREG00000013761
cyprinodon_variegatus ENSCVAG00000009275
fundulus_heteroclitus ENSFHEG00000007236
kryptolebias_marmoratus ENSKMAG00000005343
oryzias_latipes_asm223471v1 ENSORLG00020014219
oryzias_latipes_asm223467v1 ENSORLG00000003339
oryzias_latipes_asm223469v1 ENSORLG00015020058
oryzias_melastigma ENSOMEG00000001994
haplochromis_burtoni ENSHBUG00000001811
pundamilia_nyererei ENSPNYG00000010348
astatotilapia_calliptera ENSACLG00000024722
maylandia_zebra ENSMZEG00005023981
neolamprologus_brichardi ENSNBRG00000001488
oreochromis_niloticus ENSONIG00000005635
amphilophus_citrinellus ENSACIG00000003040
amphiprion_ocellaris ENSAOCG00000010723
amphiprion_percula ENSAPEG00000011220
acanthochromis_polyacanthus ENSAPOG00000019274
seriola_dumerili ENSSDUG00000012597
seriola_lalandi_dorsalis ENSSLDG00000007117
scophthalmus_maximus ENSSMAG00000003539
mastacembelus_armatus ENSMAMG00000011467
labrus_bergylta ENSLBEG00000027422
esox_lucius ENSELUG00000024560
pygocentrus_nattereri ENSPNAG00000009992
astyanax_mexicanus ENSAMXG00000015064
ictalurus_punctatus ENSIPUG00000021450
danio_rerio ENSDARG00000062553
scleropages_formosus ENSSFOG00015000052
paramormyrops_kingsleyae ENSPKIG00000003128
lepisosteus_oculatus ENSLOCG00000009077
eptatretus_burgeri ENSEBUG00000007046
