microcebus_murinus ENSMICG00000033903
vulpes_vulpes ENSVVUG00000015336
neovison_vison ENSNVIG00000004201
mustela_putorius_furo ENSMPUG00000008401
ursus_maritimus ENSUMAG00000019033
ursus_americanus ENSUAMG00000014027
ailuropoda_melanoleuca ENSAMEG00000005644
panthera_tigris_altaica ENSPTIG00000006969
panthera_pardus ENSPPRG00000003057
felis_catus ENSFCAG00000018515
procavia_capensis ENSPCAG00000009927
echinops_telfairi ENSETEG00000017237
loxodonta_africana ENSLAFG00000021929
choloepus_hoffmanni ENSCHOG00000000193
oryctolagus_cuniculus ENSOCUG00000014806
oryctolagus_cuniculus ENSOCUG00000000869
ochotona_princeps ENSOPRG00000010493
chinchilla_lanigera ENSCLAG00000003685
chinchilla_lanigera ENSCLAG00000003315
fukomys_damarensis ENSFDAG00000015644
microtus_ochrogaster ENSMOCG00000012069
cricetulus_griseus_crigri_1.0 ENSCGRG00000007738
jaculus_jaculus ENSJJAG00000021918
ictidomys_tridecemlineatus ENSSTOG00000001360
eptatretus_burgeri ENSEBUG00000003398
sarcophilus_harrisii ENSSHAG00000018915
monodelphis_domestica ENSMODG00000010701
phascolarctos_cinereus ENSPCIG00000037007
ornithorhynchus_anatinus ENSOANG00000012126
apteryx_owenii ENSAOWG00000012408
apteryx_haastii ENSAHAG00000004657
apteryx_rowi ENSARWG00000006253
nothoprocta_perdicaria ENSNPEG00000012081
manacus_vitellinus ENSMVIG00005004185
lepidothrix_coronata ENSLCOG00000011420
anas_platyrhynchos_platyrhynchos ENSAPLG00000018481
meleagris_gallopavo ENSMGAG00000008672
melopsittacus_undulatus ENSMUNG00000003804
ficedula_albicollis ENSFALG00000010445
cyanistes_caeruleus ENSCCEG00000016683
calidris_pugnax ENSCPUG00000008713
pelodiscus_sinensis ENSPSIG00000008568
lonchura_striata_domestica ENSLSDG00000008864
taeniopygia_guttata ENSTGUG00000001475
serinus_canaria ENSSCAG00000012227
junco_hyemalis ENSJHYG00000016341
zonotrichia_albicollis ENSZALG00000014122
parus_major ENSPMJG00000007766
calidris_pygmaea ENSCPGG00000010984
gallus_gallus ENSGALG00000009399
coturnix_japonica ENSCJPG00005009527
numida_meleagris ENSNMEG00000004962
anser_brachyrhynchus ENSABRG00000009022
dromaius_novaehollandiae ENSDNVG00000005389
crocodylus_porosus ENSCPRG00005013523
gopherus_agassizii ENSGAGG00000015081
chelonoidis_abingdonii ENSCABG00000017338
chrysemys_picta_bellii ENSCPBG00000008119
pogona_vitticeps ENSPVIG00000012211
anolis_carolinensis ENSACAG00000015498
notechis_scutatus ENSNSUG00000006473
salvator_merianae ENSSMRG00000011328
notechis_scutatus ENSNSUG00000006472
dasypus_novemcinctus ENSDNOG00000035296
ciona_intestinalis ENSCING00000022426
latimeria_chalumnae ENSLACG00000012031
xenopus_tropicalis ENSXETG00000018528
paramormyrops_kingsleyae ENSPKIG00000018020
scleropages_formosus ENSSFOG00015008239
amphiprion_ocellaris ENSAOCG00000006887
amphiprion_percula ENSAPEG00000011960
acanthochromis_polyacanthus ENSAPOG00000019384
stegastes_partitus ENSSPAG00000014816
periophthalmus_magnuspinnatus ENSPMGG00000022647
gasterosteus_aculeatus ENSGACG00000005433
labrus_bergylta ENSLBEG00000018997
monopterus_albus ENSMALG00000013777
mastacembelus_armatus ENSMAMG00000013443
seriola_dumerili ENSSDUG00000010961
seriola_lalandi_dorsalis ENSSLDG00000012847
cynoglossus_semilaevis ENSCSEG00000017873
poecilia_formosa ENSPFOG00000013480
poecilia_latipinna ENSPLAG00000014901
poecilia_mexicana ENSPMEG00000021584
poecilia_reticulata ENSPREG00000007634
xiphophorus_couchianus ENSXCOG00000020089
gambusia_affinis ENSGAFG00000010890
cyprinodon_variegatus ENSCVAG00000020586
fundulus_heteroclitus ENSFHEG00000013299
kryptolebias_marmoratus ENSKMAG00000006435
oryzias_latipes_asm223469v1 ENSORLG00015013975
oryzias_latipes_asm223471v1 ENSORLG00020006152
oryzias_latipes_asm223467v1 ENSORLG00000012716
oryzias_melastigma ENSOMEG00000012207
maylandia_zebra ENSMZEG00005004278
astatotilapia_calliptera ENSACLG00000016410
pundamilia_nyererei ENSPNYG00000011347
haplochromis_burtoni ENSHBUG00000002796
neolamprologus_brichardi ENSNBRG00000012605
oreochromis_niloticus ENSONIG00000002562
amphilophus_citrinellus ENSACIG00000010663
scophthalmus_maximus ENSSMAG00000008315
anabas_testudineus ENSATEG00000014058
takifugu_rubripes ENSTRUG00000014149
tetraodon_nigroviridis ENSTNIG00000017797
mola_mola ENSMMOG00000019019
hippocampus_comes ENSHCOG00000019391
gadus_morhua ENSGMOG00000010517
esox_lucius ENSELUG00000001126
pygocentrus_nattereri ENSPNAG00000025686
astyanax_mexicanus ENSAMXG00000039156
ictalurus_punctatus ENSIPUG00000019694
danio_rerio ENSDARG00000027612
lepisosteus_oculatus ENSLOCG00000010654
petromyzon_marinus ENSPMAG00000002112
sorex_araneus ENSSARG00000009892
drosophila_melanogaster FBgn0025634
