tetraodon_nigroviridis ENSTNIG00000013479
anser_brachyrhynchus ENSABRG00000001793
anas_platyrhynchos_platyrhynchos ENSAPLG00000007395
apteryx_owenii ENSAOWG00000006455
apteryx_rowi ENSARWG00000009069
apteryx_haastii ENSAHAG00000007013
dromaius_novaehollandiae ENSDNVG00000013556
nothoprocta_perdicaria ENSNPEG00000016008
crocodylus_porosus ENSCPRG00005017420
gopherus_agassizii ENSGAGG00000000002
chelonoidis_abingdonii ENSCABG00000006444
chrysemys_picta_bellii ENSCPBG00000001910
pelodiscus_sinensis ENSPSIG00000014953
anolis_carolinensis ENSACAG00000007748
pogona_vitticeps ENSPVIG00000011752
notechis_scutatus ENSNSUG00000007470
salvator_merianae ENSSMRG00000002916
sphenodon_punctatus ENSSPUG00000015771
xenopus_tropicalis ENSXETG00000017075
latimeria_chalumnae ENSLACG00000014400
