pelodiscus_sinensis ENSPSIG00000016694
seriola_lalandi_dorsalis ENSSLDG00000025073
takifugu_rubripes ENSTRUG00000000345
tetraodon_nigroviridis ENSTNIG00000019625
mola_mola ENSMMOG00000006474
labrus_bergylta ENSLBEG00000011340
gasterosteus_aculeatus ENSGACG00000005732
hippocampus_comes ENSHCOG00000016923
scophthalmus_maximus ENSSMAG00000000184
poecilia_mexicana ENSPMEG00000009381
poecilia_latipinna ENSPLAG00000006532
poecilia_formosa ENSPFOG00000003353
poecilia_reticulata ENSPREG00000008858
xiphophorus_maculatus ENSXMAG00000002549
xiphophorus_couchianus ENSXCOG00000004454
gambusia_affinis ENSGAFG00000013205
cyprinodon_variegatus ENSCVAG00000000904
fundulus_heteroclitus ENSFHEG00000013223
cynoglossus_semilaevis ENSCSEG00000013355
periophthalmus_magnuspinnatus ENSPMGG00000013357
gadus_morhua ENSGMOG00000010627
esox_lucius ENSELUG00000019875
astyanax_mexicanus ENSAMXG00000038115
pygocentrus_nattereri ENSPNAG00000002355
ictalurus_punctatus ENSIPUG00000008024
danio_rerio ENSDARG00000002795
paramormyrops_kingsleyae ENSPKIG00000008427
scleropages_formosus ENSSFOG00015006931
mola_mola ENSMMOG00000006471
lepisosteus_oculatus ENSLOCG00000014306
