seriola_lalandi_dorsalis ENSSLDG00000020187
dasypus_novemcinctus ENSDNOG00000034862
choloepus_hoffmanni ENSCHOG00000003817
loxodonta_africana ENSLAFG00000017917
procavia_capensis ENSPCAG00000013192
echinops_telfairi ENSETEG00000004158
ornithorhynchus_anatinus ENSOANG00000002968
gopherus_agassizii ENSGAGG00000016269
chelonoidis_abingdonii ENSCABG00000010221
chrysemys_picta_bellii ENSCPBG00000019096
pelodiscus_sinensis ENSPSIG00000006099
lonchura_striata_domestica ENSLSDG00000012766
taeniopygia_guttata ENSTGUG00000003373
serinus_canaria ENSSCAG00000015030
zonotrichia_albicollis ENSZALG00000014817
ficedula_albicollis ENSFALG00000003335
cyanistes_caeruleus ENSCCEG00000011245
parus_major ENSPMJG00000018641
manacus_vitellinus ENSMVIG00005009931
lepidothrix_coronata ENSLCOG00000006264
melopsittacus_undulatus ENSMUNG00000012512
calidris_pygmaea ENSCPGG00000013248
calidris_pugnax ENSCPUG00000010983
anas_platyrhynchos_platyrhynchos ENSAPLG00000005388
anser_brachyrhynchus ENSABRG00000018226
gallus_gallus ENSGALG00000015180
coturnix_japonica ENSCJPG00005009365
meleagris_gallopavo ENSMGAG00000010052
numida_meleagris ENSNMEG00000017360
apteryx_owenii ENSAOWG00000017358
apteryx_haastii ENSAHAG00000019334
apteryx_rowi ENSARWG00000008806
dromaius_novaehollandiae ENSDNVG00000012766
nothoprocta_perdicaria ENSNPEG00000014365
crocodylus_porosus ENSCPRG00005006592
pogona_vitticeps ENSPVIG00000024664
anolis_carolinensis ENSACAG00000006074
notechis_scutatus ENSNSUG00000017692
salvator_merianae ENSSMRG00000018994
sphenodon_punctatus ENSSPUG00000015619
xenopus_tropicalis ENSXETG00000003623
latimeria_chalumnae ENSLACG00000001830
latimeria_chalumnae ENSLACG00000001726
latimeria_chalumnae ENSLACG00000004475
ciona_intestinalis ENSCING00000007814
ciona_savignyi ENSCSAVG00000010051
drosophila_melanogaster FBgn0014427
caenorhabditis_elegans_strain_n2 WBGene00009177
eptatretus_burgeri ENSEBUG00000011799
saccharomyces_cerevisiae_strain_s288c YOR184W
pygocentrus_nattereri ENSPNAG00000016884
drosophila_melanogaster FBgn0014031
caenorhabditis_elegans_strain_n2 WBGene00011767
eptatretus_burgeri ENSEBUG00000002543
petromyzon_marinus ENSPMAG00000008900
chrysemys_picta_bellii ENSCPBG00000014445
chelonoidis_abingdonii ENSCABG00000015384
pelodiscus_sinensis ENSPSIG00000003440
apteryx_owenii ENSAOWG00000004141
apteryx_haastii ENSAHAG00000019101
apteryx_rowi ENSARWG00000008205
dromaius_novaehollandiae ENSDNVG00000017813
nothoprocta_perdicaria ENSNPEG00000000352
anser_brachyrhynchus ENSABRG00000019657
anas_platyrhynchos_platyrhynchos ENSAPLG00000013858
gallus_gallus ENSGALG00000020943
meleagris_gallopavo ENSMGAG00000008634
coturnix_japonica ENSCJPG00005002074
calidris_pugnax ENSCPUG00000013255
calidris_pygmaea ENSCPGG00000013288
melopsittacus_undulatus ENSMUNG00000008706
lonchura_striata_domestica ENSLSDG00000008767
taeniopygia_guttata ENSTGUG00000006313
serinus_canaria ENSSCAG00000007674
ficedula_albicollis ENSFALG00000003487
parus_major ENSPMJG00000013498
cyanistes_caeruleus ENSCCEG00000001053
manacus_vitellinus ENSMVIG00005014518
lepidothrix_coronata ENSLCOG00000006559
zonotrichia_albicollis ENSZALG00000003500
junco_hyemalis ENSJHYG00000017334
pogona_vitticeps ENSPVIG00000021820
anolis_carolinensis ENSACAG00000007119
notechis_scutatus ENSNSUG00000013007
salvator_merianae ENSSMRG00000022078
sphenodon_punctatus ENSSPUG00000018476
crocodylus_porosus ENSCPRG00005009868
notamacropus_eugenii ENSMEUG00000013936
phascolarctos_cinereus ENSPCIG00000027356
sarcophilus_harrisii ENSSHAG00000009494
monodelphis_domestica ENSMODG00000015973
myotis_lucifugus ENSMLUG00000002394
pteropus_vampyrus ENSPVAG00000010225
equus_caballus ENSECAG00000008006
equus_asinus_asinus ENSEASG00005008154
ursus_americanus ENSUAMG00000019032
ursus_maritimus ENSUMAG00000010802
ailuropoda_melanoleuca ENSAMEG00000016700
neovison_vison ENSNVIG00000017620
mustela_putorius_furo ENSMPUG00000000143
canis_lupus_familiaris ENSCAFG00000029684
canis_lupus_familiaris ENSCAFG00000012744
canis_lupus_dingo ENSCAFG00020024949
vulpes_vulpes ENSVVUG00000022967
panthera_pardus ENSPPRG00000006319
panthera_tigris_altaica ENSPTIG00000016856
felis_catus ENSFCAG00000010448
ovis_aries ENSOARG00000002618
ovis_aries ENSOARG00000018314
capra_hircus ENSCHIG00000022496
bos_taurus ENSBTAG00000005797
bos_mutus ENSBMUG00000010816
tursiops_truncatus ENSTTRG00000003575
sus_scrofa ENSSSCG00000016402
homo_sapiens ENSG00000172482
gorilla_gorilla ENSGGOG00000014690
pan_paniscus ENSPPAG00000027443
pan_troglodytes ENSPTRG00000013113
pongo_abelii ENSPPYG00000013344
nomascus_leucogenys ENSNLEG00000013694
macaca_fascicularis ENSMFAG00000041893
macaca_mulatta ENSMMUG00000023435
macaca_nemestrina ENSMNEG00000039228
cercocebus_atys ENSCATG00000008694
mandrillus_leucophaeus ENSMLEG00000034965
theropithecus_gelada ENSTGEG00000026746
papio_anubis ENSPANG00000019415
chlorocebus_sabaeus ENSCSAG00000005927
colobus_angolensis_palliatus ENSCANG00000039818
piliocolobus_tephrosceles ENSPTEG00000035795
rhinopithecus_roxellana ENSRROG00000042141
rhinopithecus_bieti ENSRBIG00000039948
cebus_capucinus_imitator ENSCCAG00000028181
saimiri_boliviensis_boliviensis ENSSBOG00000036014
callithrix_jacchus ENSCJAG00000006403
aotus_nancymaae ENSANAG00000032149
carlito_syrichta ENSTSYG00000000390
propithecus_coquereli ENSPCOG00000009042
microcebus_murinus ENSMICG00000036652
prolemur_simus ENSPSMG00000022079
otolemur_garnettii ENSOGAG00000010081
chinchilla_lanigera ENSCLAG00000002870
octodon_degus ENSODEG00000010326
cavia_porcellus ENSCPOG00000008216
cavia_aperea ENSCAPG00000017454
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003143
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100009013
fukomys_damarensis ENSFDAG00000010707
urocitellus_parryii ENSUPAG00010014165
spermophilus_dauricus ENSSDAG00000023448
ictidomys_tridecemlineatus ENSSTOG00000008004
marmota_marmota_marmota ENSMMMG00000007051
castor_canadensis ENSCCNG00000022214
dipodomys_ordii ENSDORG00000027863
cricetulus_griseus_crigri_1.0 ENSCGRG00000014720
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004811
cricetulus_griseus_crigri-picr ENSCGRG00015016465
mesocricetus_auratus ENSMAUG00000009685
peromyscus_maniculatus_bairdii ENSPEMG00000013891
microtus_ochrogaster ENSMOCG00000002293
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015252
mus_spicilegus ENSMSIG00000016129
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000026272
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0014448
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0027684
rattus_norvegicus ENSRNOG00000023856
meriones_unguiculatus ENSMUGG00000012014
nannospalax_galili ENSNGAG00000022054
jaculus_jaculus ENSJJAG00000012015
oryctolagus_cuniculus ENSOCUG00000022496
ochotona_princeps ENSOPRG00000012662
dasypus_novemcinctus ENSDNOG00000040616
loxodonta_africana ENSLAFG00000005246
procavia_capensis ENSPCAG00000001005
ornithorhynchus_anatinus ENSOANG00000015606
xenopus_tropicalis ENSXETG00000012149
latimeria_chalumnae ENSLACG00000006522
takifugu_rubripes ENSTRUG00000011397
fundulus_heteroclitus ENSFHEG00000008198
mola_mola ENSMMOG00000007031
tetraodon_nigroviridis ENSTNIG00000003261
gasterosteus_aculeatus ENSGACG00000004497
poecilia_formosa ENSPFOG00000018617
poecilia_mexicana ENSPMEG00000007406
poecilia_latipinna ENSPLAG00000012002
poecilia_reticulata ENSPREG00000014642
xiphophorus_maculatus ENSXMAG00000003741
gambusia_affinis ENSGAFG00000017219
cyprinodon_variegatus ENSCVAG00000017630
kryptolebias_marmoratus ENSKMAG00000007886
oryzias_latipes_asm223471v1 ENSORLG00020008214
oryzias_latipes_asm223467v1 ENSORLG00000019350
oryzias_latipes_asm223469v1 ENSORLG00015004463
oryzias_melastigma ENSOMEG00000010488
scophthalmus_maximus ENSSMAG00000002183
cynoglossus_semilaevis ENSCSEG00000008618
amphiprion_ocellaris ENSAOCG00000004409
amphiprion_percula ENSAPEG00000021572
acanthochromis_polyacanthus ENSAPOG00000018275
stegastes_partitus ENSSPAG00000017969
maylandia_zebra ENSMZEG00005009375
astatotilapia_calliptera ENSACLG00000025837
pundamilia_nyererei ENSPNYG00000020554
haplochromis_burtoni ENSHBUG00000012402
neolamprologus_brichardi ENSNBRG00000014456
oreochromis_niloticus ENSONIG00000019283
amphilophus_citrinellus ENSACIG00000006356
labrus_bergylta ENSLBEG00000027287
mastacembelus_armatus ENSMAMG00000008903
monopterus_albus ENSMALG00000015345
anabas_testudineus ENSATEG00000009885
seriola_dumerili ENSSDUG00000022134
seriola_lalandi_dorsalis ENSSLDG00000004104
hippocampus_comes ENSHCOG00000014275
periophthalmus_magnuspinnatus ENSPMGG00000006923
gadus_morhua ENSGMOG00000009858
esox_lucius ENSELUG00000006718
pygocentrus_nattereri ENSPNAG00000029248
astyanax_mexicanus ENSAMXG00000004368
ictalurus_punctatus ENSIPUG00000013743
danio_rerio ENSDARG00000052099
scleropages_formosus ENSSFOG00015015377
paramormyrops_kingsleyae ENSPKIG00000017152
paramormyrops_kingsleyae ENSPKIG00000002943
scleropages_formosus ENSSFOG00015018968
astyanax_mexicanus ENSAMXG00000006054
pygocentrus_nattereri ENSPNAG00000010521
ictalurus_punctatus ENSIPUG00000017517
danio_rerio ENSDARG00000018478
labrus_bergylta ENSLBEG00000019130
gasterosteus_aculeatus ENSGACG00000013666
takifugu_rubripes ENSTRUG00000007149
tetraodon_nigroviridis ENSTNIG00000015260
mola_mola ENSMMOG00000018970
seriola_dumerili ENSSDUG00000009141
seriola_lalandi_dorsalis ENSSLDG00000012332
scophthalmus_maximus ENSSMAG00000000299
mastacembelus_armatus ENSMAMG00000012346
monopterus_albus ENSMALG00000017552
anabas_testudineus ENSATEG00000011543
poecilia_formosa ENSPFOG00000009974
poecilia_latipinna ENSPLAG00000022324
poecilia_mexicana ENSPMEG00000011508
poecilia_reticulata ENSPREG00000006300
xiphophorus_couchianus ENSXCOG00000002272
xiphophorus_maculatus ENSXMAG00000015961
gambusia_affinis ENSGAFG00000010967
fundulus_heteroclitus ENSFHEG00000022666
cyprinodon_variegatus ENSCVAG00000004607
kryptolebias_marmoratus ENSKMAG00000011435
oryzias_latipes_asm223467v1 ENSORLG00000016389
oryzias_latipes_asm223469v1 ENSORLG00015013341
oryzias_latipes_asm223471v1 ENSORLG00020013214
oryzias_melastigma ENSOMEG00000023663
amphiprion_ocellaris ENSAOCG00000010932
amphiprion_percula ENSAPEG00000007515
acanthochromis_polyacanthus ENSAPOG00000021109
stegastes_partitus ENSSPAG00000009146
pundamilia_nyererei ENSPNYG00000011034
maylandia_zebra ENSMZEG00005025461
astatotilapia_calliptera ENSACLG00000026262
haplochromis_burtoni ENSHBUG00000003345
neolamprologus_brichardi ENSNBRG00000015645
oreochromis_niloticus ENSONIG00000009868
amphilophus_citrinellus ENSACIG00000014239
cynoglossus_semilaevis ENSCSEG00000016615
periophthalmus_magnuspinnatus ENSPMGG00000015251
hippocampus_comes ENSHCOG00000013274
gadus_morhua ENSGMOG00000010512
esox_lucius ENSELUG00000022332
lepisosteus_oculatus ENSLOCG00000006520
ciona_savignyi ENSCSAVG00000009502
ciona_intestinalis ENSCING00000005020
ciona_intestinalis ENSCING00000013621
saccharomyces_cerevisiae_strain_s288c YFL030W
