xiphophorus_couchianus ENSXCOG00000004589
chelonoidis_abingdonii ENSCABG00000010625
chrysemys_picta_bellii ENSCPBG00000017208
pelodiscus_sinensis ENSPSIG00000013348
phascolarctos_cinereus ENSPCIG00000006848
notamacropus_eugenii ENSMEUG00000008573
sarcophilus_harrisii ENSSHAG00000000026
monodelphis_domestica ENSMODG00000017398
loxodonta_africana ENSLAFG00000013501
procavia_capensis ENSPCAG00000003132
echinops_telfairi ENSETEG00000009265
microcebus_murinus ENSMICG00000032428
prolemur_simus ENSPSMG00000001544
propithecus_coquereli ENSPCOG00000015444
otolemur_garnettii ENSOGAG00000005010
pan_troglodytes ENSPTRG00000018650
pan_paniscus ENSPPAG00000041536
homo_sapiens ENSG00000051620
gorilla_gorilla ENSGGOG00000001584
pongo_abelii ENSPPYG00000017275
nomascus_leucogenys ENSNLEG00000014957
rhinopithecus_roxellana ENSRROG00000034383
rhinopithecus_bieti ENSRBIG00000034297
colobus_angolensis_palliatus ENSCANG00000039647
piliocolobus_tephrosceles ENSPTEG00000025612
papio_anubis ENSPANG00000023967
mandrillus_leucophaeus ENSMLEG00000038686
chlorocebus_sabaeus ENSCSAG00000017008
cercocebus_atys ENSCATG00000031632
macaca_fascicularis ENSMFAG00000041106
macaca_mulatta ENSMMUG00000000122
macaca_nemestrina ENSMNEG00000033063
theropithecus_gelada ENSTGEG00000016885
saimiri_boliviensis_boliviensis ENSSBOG00000031414
cebus_capucinus_imitator ENSCCAG00000022742
callithrix_jacchus ENSCJAG00000045852
aotus_nancymaae ENSANAG00000030822
carlito_syrichta ENSTSYG00000000183
tupaia_belangeri ENSTBEG00000013340
castor_canadensis ENSCCNG00000001784
dipodomys_ordii ENSDORG00000008127
mus_spicilegus ENSMSIG00000029046
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0015950
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000019853
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015142
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023761
rattus_norvegicus ENSRNOG00000053735
meriones_unguiculatus ENSMUGG00000020140
cricetulus_griseus_crigri-picr ENSCGRG00015020712
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001020023
cricetulus_griseus_crigri_1.0 ENSCGRG00000008543
mesocricetus_auratus ENSMAUG00000022054
microtus_ochrogaster ENSMOCG00000011108
peromyscus_maniculatus_bairdii ENSPEMG00000020471
nannospalax_galili ENSNGAG00000003578
jaculus_jaculus ENSJJAG00000009933
ictidomys_tridecemlineatus ENSSTOG00000020811
spermophilus_dauricus ENSSDAG00000014854
urocitellus_parryii ENSUPAG00010003272
marmota_marmota_marmota ENSMMMG00000019485
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000015440
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100001978
fukomys_damarensis ENSFDAG00000009248
chinchilla_lanigera ENSCLAG00000012464
octodon_degus ENSODEG00000007586
cavia_aperea ENSCAPG00000013308
cavia_porcellus ENSCPOG00000039941
oryctolagus_cuniculus ENSOCUG00000013425
sorex_araneus ENSSARG00000009527
erinaceus_europaeus ENSEEUG00000010469
equus_asinus_asinus ENSEASG00005011985
equus_caballus ENSECAG00000012705
capra_hircus ENSCHIG00000023213
ovis_aries ENSOARG00000000791
bos_taurus ENSBTAG00000000243
bos_mutus ENSBMUG00000009863
bison_bison_bison ENSBBBG00000002116
sus_scrofa ENSSSCG00000004150
tursiops_truncatus ENSTTRG00000008847
pteropus_vampyrus ENSPVAG00000012037
myotis_lucifugus ENSMLUG00000015318
neovison_vison ENSNVIG00000019332
mustela_putorius_furo ENSMPUG00000014882
canis_lupus_familiaris ENSCAFG00000000274
canis_lupus_dingo ENSCAFG00020022905
vulpes_vulpes ENSVVUG00000002586
ursus_americanus ENSUAMG00000004475
ursus_maritimus ENSUMAG00000023790
ailuropoda_melanoleuca ENSAMEG00000011854
panthera_pardus ENSPPRG00000011018
panthera_tigris_altaica ENSPTIG00000017165
felis_catus ENSFCAG00000039511
dasypus_novemcinctus ENSDNOG00000033497
dasypus_novemcinctus ENSDNOG00000037752
ornithorhynchus_anatinus ENSOANG00000020184
pygocentrus_nattereri ENSPNAG00000001305
astyanax_mexicanus ENSAMXG00000038941
ictalurus_punctatus ENSIPUG00000023353
danio_rerio ENSDARG00000039499
astatotilapia_calliptera ENSACLG00000013673
maylandia_zebra ENSMZEG00005018797
gadus_morhua ENSGMOG00000004264
paramormyrops_kingsleyae ENSPKIG00000003106
ciona_intestinalis ENSCING00000001877
ciona_savignyi ENSCSAVG00000000430
