manacus_vitellinus ENSMVIG00005013225
oryctolagus_cuniculus ENSOCUG00000003544
tupaia_belangeri ENSTBEG00000013508
pan_troglodytes ENSPTRG00000012208
pan_paniscus ENSPPAG00000039015
gorilla_gorilla ENSGGOG00000006270
homo_sapiens ENSG00000172005
pongo_abelii ENSPPYG00000012050
nomascus_leucogenys ENSNLEG00000029323
macaca_fascicularis ENSMFAG00000025747
macaca_mulatta ENSMMUG00000001936
mandrillus_leucophaeus ENSMLEG00000034204
macaca_nemestrina ENSMNEG00000029696
cercocebus_atys ENSCATG00000035963
theropithecus_gelada ENSTGEG00000010724
papio_anubis ENSPANG00000007071
chlorocebus_sabaeus ENSCSAG00000017413
rhinopithecus_roxellana ENSRROG00000035114
rhinopithecus_bieti ENSRBIG00000023834
piliocolobus_tephrosceles ENSPTEG00000027070
colobus_angolensis_palliatus ENSCANG00000033757
saimiri_boliviensis_boliviensis ENSSBOG00000003212
callithrix_jacchus ENSCJAG00000018948
cebus_capucinus_imitator ENSCCAG00000022818
aotus_nancymaae ENSANAG00000025210
carlito_syrichta ENSTSYG00000031197
myotis_lucifugus ENSMLUG00000016079
myotis_lucifugus ENSMLUG00000029668
pteropus_vampyrus ENSPVAG00000006093
sorex_araneus ENSSARG00000004457
dasypus_novemcinctus ENSDNOG00000036830
propithecus_coquereli ENSPCOG00000021698
microcebus_murinus ENSMICG00000013633
prolemur_simus ENSPSMG00000017345
otolemur_garnettii ENSOGAG00000014126
castor_canadensis ENSCCNG00000009776
erinaceus_europaeus ENSEEUG00000013237
ornithorhynchus_anatinus ENSOANG00000012053
xenopus_tropicalis ENSXETG00000022442
mola_mola ENSMMOG00000007393
tetraodon_nigroviridis ENSTNIG00000007443
gasterosteus_aculeatus ENSGACG00000014518
amphiprion_percula ENSAPEG00000000837
amphiprion_ocellaris ENSAOCG00000009357
acanthochromis_polyacanthus ENSAPOG00000005898
stegastes_partitus ENSSPAG00000021063
astatotilapia_calliptera ENSACLG00000025741
maylandia_zebra ENSMZEG00005020004
haplochromis_burtoni ENSHBUG00000006640
pundamilia_nyererei ENSPNYG00000009894
oreochromis_niloticus ENSONIG00000001144
xiphophorus_maculatus ENSXMAG00000029559
xiphophorus_couchianus ENSXCOG00000013430
poecilia_mexicana ENSPMEG00000023347
gambusia_affinis ENSGAFG00000012375
poecilia_latipinna ENSPLAG00000015895
poecilia_latipinna ENSPLAG00000015919
poecilia_reticulata ENSPREG00000001842
cyprinodon_variegatus ENSCVAG00000013114
fundulus_heteroclitus ENSFHEG00000007424
poecilia_formosa ENSPFOG00000006916
kryptolebias_marmoratus ENSKMAG00000016619
mastacembelus_armatus ENSMAMG00000022068
anabas_testudineus ENSATEG00000012217
labrus_bergylta ENSLBEG00000007457
monopterus_albus ENSMALG00000020358
amphilophus_citrinellus ENSACIG00000011449
scophthalmus_maximus ENSSMAG00000019652
cynoglossus_semilaevis ENSCSEG00000000488
seriola_dumerili ENSSDUG00000019705
seriola_lalandi_dorsalis ENSSLDG00000016695
oryzias_latipes_asm223467v1 ENSORLG00000003791
oryzias_latipes_asm223471v1 ENSORLG00020014449
oryzias_latipes_asm223469v1 ENSORLG00015019848
oryzias_latipes_asm223471v1 ENSORLG00020014409
oryzias_latipes_asm223467v1 ENSORLG00000029066
oryzias_latipes_asm223469v1 ENSORLG00015019832
oryzias_latipes_asm223471v1 ENSORLG00020014436
oryzias_melastigma ENSOMEG00000013521
hippocampus_comes ENSHCOG00000014212
periophthalmus_magnuspinnatus ENSPMGG00000002992
gadus_morhua ENSGMOG00000016192
esox_lucius ENSELUG00000003645
pygocentrus_nattereri ENSPNAG00000001806
astyanax_mexicanus ENSAMXG00000037039
ictalurus_punctatus ENSIPUG00000018415
lepisosteus_oculatus ENSLOCG00000015614
scleropages_formosus ENSSFOG00015006888
paramormyrops_kingsleyae ENSPKIG00000022101
scophthalmus_maximus ENSSMAG00000019645
hippocampus_comes ENSHCOG00000014207
monopterus_albus ENSMALG00000020378
mola_mola ENSMMOG00000007370
anabas_testudineus ENSATEG00000012241
mastacembelus_armatus ENSMAMG00000022072
pundamilia_nyererei ENSPNYG00000009877
haplochromis_burtoni ENSHBUG00000006648
maylandia_zebra ENSMZEG00005020009
astatotilapia_calliptera ENSACLG00000025748
neolamprologus_brichardi ENSNBRG00000011605
oreochromis_niloticus ENSONIG00000001145
amphilophus_citrinellus ENSACIG00000011521
labrus_bergylta ENSLBEG00000007475
seriola_lalandi_dorsalis ENSSLDG00000016707
seriola_dumerili ENSSDUG00000019726
amphiprion_ocellaris ENSAOCG00000009344
amphiprion_percula ENSAPEG00000000848
acanthochromis_polyacanthus ENSAPOG00000006001
stegastes_partitus ENSSPAG00000021059
fundulus_heteroclitus ENSFHEG00000007445
cyprinodon_variegatus ENSCVAG00000013101
xiphophorus_maculatus ENSXMAG00000023290
xiphophorus_couchianus ENSXCOG00000013454
poecilia_latipinna ENSPLAG00000015959
poecilia_formosa ENSPFOG00000006896
poecilia_mexicana ENSPMEG00000023352
poecilia_reticulata ENSPREG00000001744
gambusia_affinis ENSGAFG00000012380
kryptolebias_marmoratus ENSKMAG00000016605
oryzias_latipes_asm223471v1 ENSORLG00020014463
oryzias_latipes_asm223467v1 ENSORLG00000022246
oryzias_latipes_asm223469v1 ENSORLG00015019861
oryzias_melastigma ENSOMEG00000000767
cynoglossus_semilaevis ENSCSEG00000007881
periophthalmus_magnuspinnatus ENSPMGG00000002994
astyanax_mexicanus ENSAMXG00000036714
pygocentrus_nattereri ENSPNAG00000001802
ictalurus_punctatus ENSIPUG00000018407
cyprinodon_variegatus ENSCVAG00000016041
fundulus_heteroclitus ENSFHEG00000005671
xiphophorus_couchianus ENSXCOG00000012179
xiphophorus_maculatus ENSXMAG00000028560
gambusia_affinis ENSGAFG00000004048
poecilia_latipinna ENSPLAG00000009780
poecilia_formosa ENSPFOG00000004880
poecilia_mexicana ENSPMEG00000019337
poecilia_reticulata ENSPREG00000020274
kryptolebias_marmoratus ENSKMAG00000013982
oryzias_latipes_asm223467v1 ENSORLG00000003048
oryzias_latipes_asm223471v1 ENSORLG00020011688
oryzias_latipes_asm223469v1 ENSORLG00015010347
oryzias_melastigma ENSOMEG00000018924
scophthalmus_maximus ENSSMAG00000021095
cynoglossus_semilaevis ENSCSEG00000020749
mastacembelus_armatus ENSMAMG00000022992
anabas_testudineus ENSATEG00000019392
seriola_dumerili ENSSDUG00000018154
seriola_lalandi_dorsalis ENSSLDG00000005649
monopterus_albus ENSMALG00000015989
amphiprion_ocellaris ENSAOCG00000002272
amphiprion_percula ENSAPEG00000007475
acanthochromis_polyacanthus ENSAPOG00000007777
stegastes_partitus ENSSPAG00000007452
oreochromis_niloticus ENSONIG00000015989
neolamprologus_brichardi ENSNBRG00000008436
maylandia_zebra ENSMZEG00005015226
haplochromis_burtoni ENSHBUG00000009002
astatotilapia_calliptera ENSACLG00000014152
pundamilia_nyererei ENSPNYG00000018076
amphilophus_citrinellus ENSACIG00000009932
takifugu_rubripes ENSTRUG00000013673
tetraodon_nigroviridis ENSTNIG00000005063
mola_mola ENSMMOG00000018362
gasterosteus_aculeatus ENSGACG00000019562
periophthalmus_magnuspinnatus ENSPMGG00000006913
gadus_morhua ENSGMOG00000014247
esox_lucius ENSELUG00000017710
ictalurus_punctatus ENSIPUG00000001610
ictalurus_punctatus ENSIPUG00000003454
ictalurus_punctatus ENSIPUG00000003410
pygocentrus_nattereri ENSPNAG00000015623
astyanax_mexicanus ENSAMXG00000037926
danio_rerio ENSDARG00000043442
danio_rerio ENSDARG00000070401
paramormyrops_kingsleyae ENSPKIG00000000308
paramormyrops_kingsleyae ENSPKIG00000000295
scleropages_formosus ENSSFOG00015022212
danio_rerio ENSDARG00000030094
lepisosteus_oculatus ENSLOCG00000015615
xenopus_tropicalis ENSXETG00000025749
petromyzon_marinus ENSPMAG00000002433
eptatretus_burgeri ENSEBUG00000004884
