poecilia_formosa ENSPFOG00000005327
prolemur_simus ENSPSMG00000024647
propithecus_coquereli ENSPCOG00000026652
microcebus_murinus ENSMICG00000003498
dipodomys_ordii ENSDORG00000007985
cricetulus_griseus_crigri_1.0 ENSCGRG00000013178
cricetulus_griseus_crigri-picr ENSCGRG00015019183
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001017003
mesocricetus_auratus ENSMAUG00000012850
microtus_ochrogaster ENSMOCG00000000063
peromyscus_maniculatus_bairdii ENSPEMG00000022328
mus_spicilegus ENSMSIG00000017877
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034601
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000042595
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033431
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031971
rattus_norvegicus ENSRNOG00000049849
meriones_unguiculatus ENSMUGG00000023368
nannospalax_galili ENSNGAG00000004073
jaculus_jaculus ENSJJAG00000018721
castor_canadensis ENSCCNG00000005445
chinchilla_lanigera ENSCLAG00000000402
octodon_degus ENSODEG00000001295
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100017806
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000012070
fukomys_damarensis ENSFDAG00000014484
cavia_porcellus ENSCPOG00000015475
tupaia_belangeri ENSTBEG00000001612
phascolarctos_cinereus ENSPCIG00000020953
notamacropus_eugenii ENSMEUG00000000008
sarcophilus_harrisii ENSSHAG00000009757
monodelphis_domestica ENSMODG00000010141
ornithorhynchus_anatinus ENSOANG00000011654
gopherus_agassizii ENSGAGG00000010940
pelodiscus_sinensis ENSPSIG00000013676
ficedula_albicollis ENSFALG00000001649
cyanistes_caeruleus ENSCCEG00000020798
zonotrichia_albicollis ENSZALG00000018220
melopsittacus_undulatus ENSMUNG00000013855
calidris_pugnax ENSCPUG00000001497
taeniopygia_guttata ENSTGUG00000016461
pogona_vitticeps ENSPVIG00000017245
anolis_carolinensis ENSACAG00000003239
notechis_scutatus ENSNSUG00000011701
salvator_merianae ENSSMRG00000017809
sphenodon_punctatus ENSSPUG00000013306
crocodylus_porosus ENSCPRG00005006080
nothoprocta_perdicaria ENSNPEG00000003945
chelonoidis_abingdonii ENSCABG00000017374
chrysemys_picta_bellii ENSCPBG00000020749
anas_platyrhynchos_platyrhynchos ENSAPLG00000012865
meleagris_gallopavo ENSMGAG00000007851
taeniopygia_guttata ENSTGUG00000003278
serinus_canaria ENSSCAG00000017025
coturnix_japonica ENSCJPG00005018831
gallus_gallus ENSGALG00000008872
numida_meleagris ENSNMEG00000001766
anser_brachyrhynchus ENSABRG00000002722
lonchura_striata_domestica ENSLSDG00000005122
junco_hyemalis ENSJHYG00000014817
parus_major ENSPMJG00000011361
lepidothrix_coronata ENSLCOG00000000368
manacus_vitellinus ENSMVIG00005006065
calidris_pygmaea ENSCPGG00000010977
apteryx_haastii ENSAHAG00000012336
apteryx_rowi ENSARWG00000001575
apteryx_owenii ENSAOWG00000008396
dromaius_novaehollandiae ENSDNVG00000009873
xenopus_tropicalis ENSXETG00000004327
latimeria_chalumnae ENSLACG00000012938
petromyzon_marinus ENSPMAG00000007440
eptatretus_burgeri ENSEBUG00000007202
ciona_intestinalis ENSCING00000005271
