hippocampus_comes ENSHCOG00000001915
echinops_telfairi ENSETEG00000002726
choloepus_hoffmanni ENSCHOG00000002610
dasypus_novemcinctus ENSDNOG00000030865
phascolarctos_cinereus ENSPCIG00000027721
notamacropus_eugenii ENSMEUG00000013459
sarcophilus_harrisii ENSSHAG00000014518
monodelphis_domestica ENSMODG00000001311
ornithorhynchus_anatinus ENSOANG00000003318
calidris_pugnax ENSCPUG00000010959
calidris_pygmaea ENSCPGG00000005587
lepidothrix_coronata ENSLCOG00000007857
manacus_vitellinus ENSMVIG00005017049
parus_major ENSPMJG00000017577
cyanistes_caeruleus ENSCCEG00000004143
ficedula_albicollis ENSFALG00000000666
junco_hyemalis ENSJHYG00000016961
zonotrichia_albicollis ENSZALG00000010419
lonchura_striata_domestica ENSLSDG00000005580
taeniopygia_guttata ENSTGUG00000013660
serinus_canaria ENSSCAG00000015565
melopsittacus_undulatus ENSMUNG00000013068
gallus_gallus ENSGALG00000001504
meleagris_gallopavo ENSMGAG00000004624
coturnix_japonica ENSCJPG00005016666
numida_meleagris ENSNMEG00000012662
anser_brachyrhynchus ENSABRG00000008596
anas_platyrhynchos_platyrhynchos ENSAPLG00000013826
apteryx_haastii ENSAHAG00000018955
apteryx_rowi ENSARWG00000017477
apteryx_owenii ENSAOWG00000009256
dromaius_novaehollandiae ENSDNVG00000012110
nothoprocta_perdicaria ENSNPEG00000007846
crocodylus_porosus ENSCPRG00005015827
chrysemys_picta_bellii ENSCPBG00000021256
gopherus_agassizii ENSGAGG00000000130
pelodiscus_sinensis ENSPSIG00000003636
pogona_vitticeps ENSPVIG00000002424
anolis_carolinensis ENSACAG00000006235
notechis_scutatus ENSNSUG00000013890
salvator_merianae ENSSMRG00000004314
xenopus_tropicalis ENSXETG00000013568
latimeria_chalumnae ENSLACG00000018491
petromyzon_marinus ENSPMAG00000009633
eptatretus_burgeri ENSEBUG00000004479
piliocolobus_tephrosceles ENSPTEG00000013456
piliocolobus_tephrosceles ENSPTEG00000013413
ciona_savignyi ENSCSAVG00000003045
caenorhabditis_elegans_strain_n2 WBGene00020284
drosophila_melanogaster FBgn0011802
