tetraodon_nigroviridis ENSTNIG00000004941
colobus_angolensis_palliatus ENSCANG00000028312
rhinopithecus_roxellana ENSRROG00000034114
rhinopithecus_bieti ENSRBIG00000034532
saimiri_boliviensis_boliviensis ENSSBOG00000019849
cebus_capucinus_imitator ENSCCAG00000024911
callithrix_jacchus ENSCJAG00000020027
aotus_nancymaae ENSANAG00000022667
castor_canadensis ENSCCNG00000004094
dipodomys_ordii ENSDORG00000012123
cricetulus_griseus_crigri_1.0 ENSCGRG00000015618
cricetulus_griseus_crigri-picr ENSCGRG00015024912
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001008620
mesocricetus_auratus ENSMAUG00000014606
peromyscus_maniculatus_bairdii ENSPEMG00000022679
microtus_ochrogaster ENSMOCG00000015881
mus_spicilegus ENSMSIG00000000948
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024439
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000035437
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0023519
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0024972
rattus_norvegicus ENSRNOG00000009402
nannospalax_galili ENSNGAG00000017183
jaculus_jaculus ENSJJAG00000014056
oryctolagus_cuniculus ENSOCUG00000009382
ochotona_princeps ENSOPRG00000011413
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000010853
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005232
fukomys_damarensis ENSFDAG00000021252
octodon_degus ENSODEG00000004811
cavia_porcellus ENSCPOG00000009811
chinchilla_lanigera ENSCLAG00000010301
spermophilus_dauricus ENSSDAG00000013761
urocitellus_parryii ENSUPAG00010012857
ictidomys_tridecemlineatus ENSSTOG00000004750
marmota_marmota_marmota ENSMMMG00000018398
tupaia_belangeri ENSTBEG00000010645
dasypus_novemcinctus ENSDNOG00000013366
meriones_unguiculatus ENSMUGG00000007194
meriones_unguiculatus ENSMUGG00000007055
loxodonta_africana ENSLAFG00000012397
xenopus_tropicalis ENSXETG00000032226
latimeria_chalumnae ENSLACG00000018954
petromyzon_marinus ENSPMAG00000006970
eptatretus_burgeri ENSEBUG00000009561
eptatretus_burgeri ENSEBUG00000011441
