procavia_capensis ENSPCAG00000006504
seriola_dumerili ENSSDUG00000013977
seriola_lalandi_dorsalis ENSSLDG00000003222
poecilia_mexicana ENSPMEG00000017202
poecilia_formosa ENSPFOG00000016706
poecilia_latipinna ENSPLAG00000005251
poecilia_reticulata ENSPREG00000021600
xiphophorus_couchianus ENSXCOG00000011754
xiphophorus_maculatus ENSXMAG00000009272
gambusia_affinis ENSGAFG00000020886
fundulus_heteroclitus ENSFHEG00000009468
cyprinodon_variegatus ENSCVAG00000005925
kryptolebias_marmoratus ENSKMAG00000009705
oryzias_latipes_asm223467v1 ENSORLG00000017280
oryzias_latipes_asm223469v1 ENSORLG00015005195
oryzias_melastigma ENSOMEG00000023217
astatotilapia_calliptera ENSACLG00000009123
pundamilia_nyererei ENSPNYG00000010411
maylandia_zebra ENSMZEG00005016046
haplochromis_burtoni ENSHBUG00000006688
neolamprologus_brichardi ENSNBRG00000015015
oreochromis_niloticus ENSONIG00000009939
amphilophus_citrinellus ENSACIG00000011498
hippocampus_comes ENSHCOG00000004354
gadus_morhua ENSGMOG00000000933
esox_lucius ENSELUG00000010587
paramormyrops_kingsleyae ENSPKIG00000009059
pygocentrus_nattereri ENSPNAG00000025497
astyanax_mexicanus ENSAMXG00000004046
ictalurus_punctatus ENSIPUG00000004834
danio_rerio ENSDARG00000005842
mola_mola ENSMMOG00000008255
labrus_bergylta ENSLBEG00000012112
seriola_lalandi_dorsalis ENSSLDG00000017617
seriola_dumerili ENSSDUG00000012530
scophthalmus_maximus ENSSMAG00000002351
gasterosteus_aculeatus ENSGACG00000013122
hippocampus_comes ENSHCOG00000017035
cynoglossus_semilaevis ENSCSEG00000003858
takifugu_rubripes ENSTRUG00000022907
tetraodon_nigroviridis ENSTNIG00000019223
mastacembelus_armatus ENSMAMG00000010108
monopterus_albus ENSMALG00000008249
anabas_testudineus ENSATEG00000003995
amphiprion_ocellaris ENSAOCG00000008161
amphiprion_percula ENSAPEG00000015396
acanthochromis_polyacanthus ENSAPOG00000022951
stegastes_partitus ENSSPAG00000011773
astatotilapia_calliptera ENSACLG00000022342
maylandia_zebra ENSMZEG00005020211
pundamilia_nyererei ENSPNYG00000009249
haplochromis_burtoni ENSHBUG00000017214
neolamprologus_brichardi ENSNBRG00000021366
oreochromis_niloticus ENSONIG00000015089
amphilophus_citrinellus ENSACIG00000023059
poecilia_latipinna ENSPLAG00000017814
poecilia_mexicana ENSPMEG00000003017
poecilia_formosa ENSPFOG00000019107
gambusia_affinis ENSGAFG00000002914
xiphophorus_couchianus ENSXCOG00000020292
xiphophorus_maculatus ENSXMAG00000003798
poecilia_reticulata ENSPREG00000005943
fundulus_heteroclitus ENSFHEG00000004144
cyprinodon_variegatus ENSCVAG00000011284
kryptolebias_marmoratus ENSKMAG00000014873
oryzias_latipes_asm223471v1 ENSORLG00020003509
oryzias_latipes_asm223467v1 ENSORLG00000008738
oryzias_latipes_asm223469v1 ENSORLG00015017087
oryzias_melastigma ENSOMEG00000006285
periophthalmus_magnuspinnatus ENSPMGG00000023179
gadus_morhua ENSGMOG00000015042
esox_lucius ENSELUG00000022115
scleropages_formosus ENSSFOG00015023089
paramormyrops_kingsleyae ENSPKIG00000000652
pygocentrus_nattereri ENSPNAG00000029669
astyanax_mexicanus ENSAMXG00000043349
ictalurus_punctatus ENSIPUG00000013348
danio_rerio ENSDARG00000016691
lepisosteus_oculatus ENSLOCG00000017037
scleropages_formosus ENSSFOG00015013268
paramormyrops_kingsleyae ENSPKIG00000006929
fundulus_heteroclitus ENSFHEG00000006358
cyprinodon_variegatus ENSCVAG00000016550
poecilia_mexicana ENSPMEG00000018421
poecilia_formosa ENSPFOG00000001726
poecilia_latipinna ENSPLAG00000016058
poecilia_reticulata ENSPREG00000016142
xiphophorus_maculatus ENSXMAG00000006241
xiphophorus_couchianus ENSXCOG00000015898
gambusia_affinis ENSGAFG00000017431
kryptolebias_marmoratus ENSKMAG00000013493
amphiprion_percula ENSAPEG00000013863
amphiprion_ocellaris ENSAOCG00000021526
acanthochromis_polyacanthus ENSAPOG00000021482
stegastes_partitus ENSSPAG00000016248
haplochromis_burtoni ENSHBUG00000021563
pundamilia_nyererei ENSPNYG00000020482
maylandia_zebra ENSMZEG00005005044
astatotilapia_calliptera ENSACLG00000017180
neolamprologus_brichardi ENSNBRG00000001651
oreochromis_niloticus ENSONIG00000008347
amphilophus_citrinellus ENSACIG00000022930
seriola_dumerili ENSSDUG00000009494
seriola_lalandi_dorsalis ENSSLDG00000018034
scophthalmus_maximus ENSSMAG00000004351
labrus_bergylta ENSLBEG00000022730
monopterus_albus ENSMALG00000002181
mastacembelus_armatus ENSMAMG00000008990
anabas_testudineus ENSATEG00000009902
periophthalmus_magnuspinnatus ENSPMGG00000016965
oryzias_latipes_asm223467v1 ENSORLG00000014964
oryzias_latipes_asm223471v1 ENSORLG00020005622
oryzias_latipes_asm223469v1 ENSORLG00015017771
oryzias_melastigma ENSOMEG00000007962
gasterosteus_aculeatus ENSGACG00000007176
xiphophorus_maculatus ENSXMAG00000006240
gambusia_affinis ENSGAFG00000017434
poecilia_reticulata ENSPREG00000016170
fundulus_heteroclitus ENSFHEG00000006319
hippocampus_comes ENSHCOG00000005675
petromyzon_marinus ENSPMAG00000002238
eptatretus_burgeri ENSEBUG00000007742
eptatretus_burgeri ENSEBUG00000008186
