amphiprion_percula ENSAPEG00000019374
lepisosteus_oculatus ENSLOCG00000004654
apteryx_owenii ENSAOWG00000013570
apteryx_haastii ENSAHAG00000001370
dromaius_novaehollandiae ENSDNVG00000010093
nothoprocta_perdicaria ENSNPEG00000008680
lonchura_striata_domestica ENSLSDG00000009522
taeniopygia_guttata ENSTGUG00000004808
zonotrichia_albicollis ENSZALG00000002050
junco_hyemalis ENSJHYG00000003754
serinus_canaria ENSSCAG00000007831
ficedula_albicollis ENSFALG00000010888
parus_major ENSPMJG00000002385
cyanistes_caeruleus ENSCCEG00000015762
lepidothrix_coronata ENSLCOG00000013787
manacus_vitellinus ENSMVIG00005000888
calidris_pugnax ENSCPUG00000017127
anser_brachyrhynchus ENSABRG00000017973
anas_platyrhynchos_platyrhynchos ENSAPLG00000023854
gallus_gallus ENSGALG00000012130
meleagris_gallopavo ENSMGAG00000001602
coturnix_japonica ENSCJPG00005015385
numida_meleagris ENSNMEG00000008671
calidris_pygmaea ENSCPGG00000013523
melopsittacus_undulatus ENSMUNG00000004478
apteryx_rowi ENSARWG00000018419
crocodylus_porosus ENSCPRG00005007276
chelonoidis_abingdonii ENSCABG00000018561
gopherus_agassizii ENSGAGG00000010866
chrysemys_picta_bellii ENSCPBG00000011734
pelodiscus_sinensis ENSPSIG00000012487
anolis_carolinensis ENSACAG00000002152
anolis_carolinensis ENSACAG00000012697
pogona_vitticeps ENSPVIG00000010901
notechis_scutatus ENSNSUG00000011763
salvator_merianae ENSSMRG00000001608
sphenodon_punctatus ENSSPUG00000005075
phascolarctos_cinereus ENSPCIG00000012541
notamacropus_eugenii ENSMEUG00000007652
sarcophilus_harrisii ENSSHAG00000015196
monodelphis_domestica ENSMODG00000009567
choloepus_hoffmanni ENSCHOG00000003369
dasypus_novemcinctus ENSDNOG00000013512
procavia_capensis ENSPCAG00000011074
echinops_telfairi ENSETEG00000003054
erinaceus_europaeus ENSEEUG00000002130
bos_taurus ENSBTAG00000050888
vulpes_vulpes ENSVVUG00000012541
microcebus_murinus ENSMICG00000032368
microcebus_murinus ENSMICG00000007553
nomascus_leucogenys ENSNLEG00000031496
spermophilus_dauricus ENSSDAG00000014716
spermophilus_dauricus ENSSDAG00000014375
jaculus_jaculus ENSJJAG00000021587
sorex_araneus ENSSARG00000005340
ailuropoda_melanoleuca ENSAMEG00000006875
ursus_americanus ENSUAMG00000025374
equus_asinus_asinus ENSEASG00005013443
equus_caballus ENSECAG00000020499
myotis_lucifugus ENSMLUG00000006498
castor_canadensis ENSCCNG00000003946
bison_bison_bison ENSBBBG00000012813
bos_mutus ENSBMUG00000007624
ovis_aries ENSOARG00000015956
capra_hircus ENSCHIG00000013207
vicugna_pacos ENSVPAG00000001939
tursiops_truncatus ENSTTRG00000002394
sus_scrofa ENSSSCG00000026083
canis_lupus_dingo ENSCAFG00020002081
vulpes_vulpes ENSVVUG00000016533
ursus_maritimus ENSUMAG00000019635
neovison_vison ENSNVIG00000005225
mustela_putorius_furo ENSMPUG00000011280
panthera_tigris_altaica ENSPTIG00000002139
panthera_pardus ENSPPRG00000020110
felis_catus ENSFCAG00000024845
pteropus_vampyrus ENSPVAG00000015534
propithecus_coquereli ENSPCOG00000017556
microcebus_murinus ENSMICG00000035987
prolemur_simus ENSPSMG00000014204
otolemur_garnettii ENSOGAG00000007848
pan_paniscus ENSPPAG00000031696
pan_troglodytes ENSPTRG00000003471
homo_sapiens ENSG00000170946
gorilla_gorilla ENSGGOG00000022150
pongo_abelii ENSPPYG00000003390
nomascus_leucogenys ENSNLEG00000033486
colobus_angolensis_palliatus ENSCANG00000034068
piliocolobus_tephrosceles ENSPTEG00000023271
rhinopithecus_roxellana ENSRROG00000033095
rhinopithecus_bieti ENSRBIG00000030191
macaca_fascicularis ENSMFAG00000007220
macaca_mulatta ENSMMUG00000006845
macaca_nemestrina ENSMNEG00000038746
papio_anubis ENSPANG00000031876
theropithecus_gelada ENSTGEG00000006445
cercocebus_atys ENSCATG00000038226
chlorocebus_sabaeus ENSCSAG00000005245
mandrillus_leucophaeus ENSMLEG00000042215
cebus_capucinus_imitator ENSCCAG00000022237
saimiri_boliviensis_boliviensis ENSSBOG00000031346
callithrix_jacchus ENSCJAG00000044442
aotus_nancymaae ENSANAG00000030586
marmota_marmota_marmota ENSMMMG00000023255
marmota_marmota_marmota ENSMMMG00000007114
spermophilus_dauricus ENSSDAG00000002936
urocitellus_parryii ENSUPAG00010018627
ictidomys_tridecemlineatus ENSSTOG00000003172
nannospalax_galili ENSNGAG00000021710
nannospalax_galili ENSNGAG00000019388
cricetulus_griseus_crigri_1.0 ENSCGRG00000008016
cricetulus_griseus_crigri-picr ENSCGRG00015008615
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001018592
mesocricetus_auratus ENSMAUG00000002785
peromyscus_maniculatus_bairdii ENSPEMG00000009627
microtus_ochrogaster ENSMOCG00000003631
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0024953
mus_spicilegus ENSMSIG00000014856
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000027166
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0024040
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0025478
rattus_norvegicus ENSRNOG00000004842
meriones_unguiculatus ENSMUGG00000006543
meriones_unguiculatus ENSMUGG00000006562
jaculus_jaculus ENSJJAG00000023854
dipodomys_ordii ENSDORG00000000248
oryctolagus_cuniculus ENSOCUG00000008742
oryctolagus_cuniculus ENSOCUG00000027642
ochotona_princeps ENSOPRG00000001638
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000008508
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010035
fukomys_damarensis ENSFDAG00000018190
chinchilla_lanigera ENSCLAG00000001222
octodon_degus ENSODEG00000015775
cavia_aperea ENSCAPG00000007363
cavia_porcellus ENSCPOG00000005159
carlito_syrichta ENSTSYG00000009243
ornithorhynchus_anatinus ENSOANG00000009893
xenopus_tropicalis ENSXETG00000008179
latimeria_chalumnae ENSLACG00000013886
eptatretus_burgeri ENSEBUG00000009510
