ursus_maritimus ENSUMAG00000010783
cynoglossus_semilaevis ENSCSEG00000010506
periophthalmus_magnuspinnatus ENSPMGG00000012441
hippocampus_comes ENSHCOG00000009627
esox_lucius ENSELUG00000007390
astyanax_mexicanus ENSAMXG00000025171
pygocentrus_nattereri ENSPNAG00000015538
ictalurus_punctatus ENSIPUG00000007394
danio_rerio ENSDARG00000044387
lepisosteus_oculatus ENSLOCG00000017486
takifugu_rubripes ENSTRUG00000003618
petromyzon_marinus ENSPMAG00000001037
