hippocampus_comes ENSHCOG00000019727
microtus_ochrogaster ENSMOCG00000011021
cricetulus_griseus_crigri_1.0 ENSCGRG00000009172
cricetulus_griseus_crigri-picr ENSCGRG00015023581
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016558
mesocricetus_auratus ENSMAUG00000000232
nannospalax_galili ENSNGAG00000019662
jaculus_jaculus ENSJJAG00000014626
chinchilla_lanigera ENSCLAG00000011034
octodon_degus ENSODEG00000005211
cavia_porcellus ENSCPOG00000014932
cavia_aperea ENSCAPG00000005412
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000001706
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100005007
fukomys_damarensis ENSFDAG00000017720
dipodomys_ordii ENSDORG00000004396
castor_canadensis ENSCCNG00000021977
oryctolagus_cuniculus ENSOCUG00000001814
ochotona_princeps ENSOPRG00000013754
urocitellus_parryii ENSUPAG00010017741
spermophilus_dauricus ENSSDAG00000010877
ictidomys_tridecemlineatus ENSSTOG00000007473
marmota_marmota_marmota ENSMMMG00000004277
otolemur_garnettii ENSOGAG00000004323
pteropus_vampyrus ENSPVAG00000006803
myotis_lucifugus ENSMLUG00000011463
erinaceus_europaeus ENSEEUG00000013538
sorex_araneus ENSSARG00000009009
ursus_maritimus ENSUMAG00000016487
ursus_americanus ENSUAMG00000021756
ailuropoda_melanoleuca ENSAMEG00000015408
mustela_putorius_furo ENSMPUG00000005708
neovison_vison ENSNVIG00000014032
canis_lupus_dingo ENSCAFG00020002515
canis_lupus_familiaris ENSCAFG00000008566
vulpes_vulpes ENSVVUG00000024926
panthera_pardus ENSPPRG00000022267
panthera_tigris_altaica ENSPTIG00000007513
felis_catus ENSFCAG00000010512
equus_caballus ENSECAG00000021009
equus_asinus_asinus ENSEASG00005015809
sus_scrofa ENSSSCG00000008870
pan_troglodytes ENSPTRG00000016542
pan_paniscus ENSPPAG00000006289
gorilla_gorilla ENSGGOG00000007160
homo_sapiens ENSG00000061918
pongo_abelii ENSPPYG00000015147
nomascus_leucogenys ENSNLEG00000006234
rhinopithecus_roxellana ENSRROG00000038208
rhinopithecus_bieti ENSRBIG00000032454
colobus_angolensis_palliatus ENSCANG00000006919
piliocolobus_tephrosceles ENSPTEG00000007693
mandrillus_leucophaeus ENSMLEG00000041018
papio_anubis ENSPANG00000005808
cercocebus_atys ENSCATG00000044838
theropithecus_gelada ENSTGEG00000016489
chlorocebus_sabaeus ENSCSAG00000003257
macaca_nemestrina ENSMNEG00000031535
macaca_fascicularis ENSMFAG00000043875
macaca_mulatta ENSMMUG00000005447
saimiri_boliviensis_boliviensis ENSSBOG00000019689
callithrix_jacchus ENSCJAG00000001694
cebus_capucinus_imitator ENSCCAG00000034567
aotus_nancymaae ENSANAG00000030916
carlito_syrichta ENSTSYG00000014670
propithecus_coquereli ENSPCOG00000027499
propithecus_coquereli ENSPCOG00000016046
microcebus_murinus ENSMICG00000015314
prolemur_simus ENSPSMG00000020887
loxodonta_africana ENSLAFG00000015052
echinops_telfairi ENSETEG00000004588
procavia_capensis ENSPCAG00000009166
dasypus_novemcinctus ENSDNOG00000013218
choloepus_hoffmanni ENSCHOG00000012979
phascolarctos_cinereus ENSPCIG00000029617
notamacropus_eugenii ENSMEUG00000007050
sarcophilus_harrisii ENSSHAG00000001744
monodelphis_domestica ENSMODG00000001630
ornithorhynchus_anatinus ENSOANG00000015664
gopherus_agassizii ENSGAGG00000008754
chelonoidis_abingdonii ENSCABG00000001075
chrysemys_picta_bellii ENSCPBG00000009297
pelodiscus_sinensis ENSPSIG00000015405
lepidothrix_coronata ENSLCOG00000004691
manacus_vitellinus ENSMVIG00005014338
taeniopygia_guttata ENSTGUG00000005365
taeniopygia_guttata ENSTGUG00000015372
lonchura_striata_domestica ENSLSDG00000007134
serinus_canaria ENSSCAG00000011739
parus_major ENSPMJG00000010784
cyanistes_caeruleus ENSCCEG00000013148
junco_hyemalis ENSJHYG00000012829
zonotrichia_albicollis ENSZALG00000007910
calidris_pygmaea ENSCPGG00000002362
calidris_pugnax ENSCPUG00000009116
melopsittacus_undulatus ENSMUNG00000010647
anser_brachyrhynchus ENSABRG00000014809
anas_platyrhynchos_platyrhynchos ENSAPLG00000011190
gallus_gallus ENSGALG00000009361
meleagris_gallopavo ENSMGAG00000001498
coturnix_japonica ENSCJPG00005000495
numida_meleagris ENSNMEG00000020620
apteryx_haastii ENSAHAG00000000480
apteryx_owenii ENSAOWG00000005266
apteryx_rowi ENSARWG00000007567
dromaius_novaehollandiae ENSDNVG00000015615
nothoprocta_perdicaria ENSNPEG00000001562
crocodylus_porosus ENSCPRG00005009294
anolis_carolinensis ENSACAG00000016929
pogona_vitticeps ENSPVIG00000019640
notechis_scutatus ENSNSUG00000010123
salvator_merianae ENSSMRG00000001679
sphenodon_punctatus ENSSPUG00000012431
xenopus_tropicalis ENSXETG00000022399
tupaia_belangeri ENSTBEG00000013399
petromyzon_marinus ENSPMAG00000002113
eptatretus_burgeri ENSEBUG00000003149
ciona_savignyi ENSCSAVG00000008982
ciona_intestinalis ENSCING00000008538
drosophila_melanogaster FBgn0013973
