heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016230
mus_spicilegus ENSMSIG00000003206
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000037300
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032827
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031709
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0023307
rattus_norvegicus ENSRNOG00000018884
meriones_unguiculatus ENSMUGG00000009397
nannospalax_galili ENSNGAG00000013995
jaculus_jaculus ENSJJAG00000023452
spermophilus_dauricus ENSSDAG00000011258
ictidomys_tridecemlineatus ENSSTOG00000004175
urocitellus_parryii ENSUPAG00010021659
marmota_marmota_marmota ENSMMMG00000012240
myotis_lucifugus ENSMLUG00000010689
myotis_lucifugus ENSMLUG00000028571
pteropus_vampyrus ENSPVAG00000000980
ornithorhynchus_anatinus ENSOANG00000013739
pogona_vitticeps ENSPVIG00000001774
anolis_carolinensis ENSACAG00000002115
notechis_scutatus ENSNSUG00000002908
salvator_merianae ENSSMRG00000022051
sphenodon_punctatus ENSSPUG00000001607
apteryx_haastii ENSAHAG00000015815
apteryx_owenii ENSAOWG00000013562
apteryx_rowi ENSARWG00000009681
dromaius_novaehollandiae ENSDNVG00000014464
nothoprocta_perdicaria ENSNPEG00000007907
junco_hyemalis ENSJHYG00000007159
zonotrichia_albicollis ENSZALG00000002734
ficedula_albicollis ENSFALG00000003508
serinus_canaria ENSSCAG00000003423
taeniopygia_guttata ENSTGUG00000009894
lonchura_striata_domestica ENSLSDG00000016413
parus_major ENSPMJG00000002574
cyanistes_caeruleus ENSCCEG00000000306
manacus_vitellinus ENSMVIG00005014543
manacus_vitellinus ENSMVIG00005007712
lepidothrix_coronata ENSLCOG00000006691
melopsittacus_undulatus ENSMUNG00000001416
calidris_pugnax ENSCPUG00000011963
calidris_pygmaea ENSCPGG00000016366
anser_brachyrhynchus ENSABRG00000020626
anas_platyrhynchos_platyrhynchos ENSAPLG00000013644
coturnix_japonica ENSCJPG00005003902
gallus_gallus ENSGALG00000032780
meleagris_gallopavo ENSMGAG00000012145
numida_meleagris ENSNMEG00000017667
crocodylus_porosus ENSCPRG00005017296
chelonoidis_abingdonii ENSCABG00000020327
gopherus_agassizii ENSGAGG00000007371
chrysemys_picta_bellii ENSCPBG00000006246
pelodiscus_sinensis ENSPSIG00000014859
xenopus_tropicalis ENSXETG00000022287
latimeria_chalumnae ENSLACG00000015671
oryzias_latipes_asm223469v1 ENSORLG00015017132
oryzias_latipes_asm223467v1 ENSORLG00000017601
oryzias_latipes_asm223471v1 ENSORLG00020018607
oryzias_melastigma ENSOMEG00000023180
cynoglossus_semilaevis ENSCSEG00000003141
tetraodon_nigroviridis ENSTNIG00000019156
takifugu_rubripes ENSTRUG00000004069
mola_mola ENSMMOG00000015275
labrus_bergylta ENSLBEG00000024789
gasterosteus_aculeatus ENSGACG00000006840
amphiprion_ocellaris ENSAOCG00000018100
amphiprion_percula ENSAPEG00000011043
acanthochromis_polyacanthus ENSAPOG00000014272
stegastes_partitus ENSSPAG00000021591
astatotilapia_calliptera ENSACLG00000000054
maylandia_zebra ENSMZEG00005005905
pundamilia_nyererei ENSPNYG00000021796
haplochromis_burtoni ENSHBUG00000014089
neolamprologus_brichardi ENSNBRG00000009916
oreochromis_niloticus ENSONIG00000018313
amphilophus_citrinellus ENSACIG00000008522
poecilia_formosa ENSPFOG00000002373
poecilia_mexicana ENSPMEG00000019605
poecilia_latipinna ENSPLAG00000001550
poecilia_reticulata ENSPREG00000017214
xiphophorus_maculatus ENSXMAG00000006400
xiphophorus_couchianus ENSXCOG00000019028
gambusia_affinis ENSGAFG00000005444
fundulus_heteroclitus ENSFHEG00000014736
cyprinodon_variegatus ENSCVAG00000000573
kryptolebias_marmoratus ENSKMAG00000016487
mastacembelus_armatus ENSMAMG00000021252
monopterus_albus ENSMALG00000003843
anabas_testudineus ENSATEG00000019541
seriola_lalandi_dorsalis ENSSLDG00000005793
seriola_dumerili ENSSDUG00000005119
scophthalmus_maximus ENSSMAG00000003924
periophthalmus_magnuspinnatus ENSPMGG00000003816
hippocampus_comes ENSHCOG00000002318
gadus_morhua ENSGMOG00000015542
esox_lucius ENSELUG00000022710
astyanax_mexicanus ENSAMXG00000012290
pygocentrus_nattereri ENSPNAG00000023890
ictalurus_punctatus ENSIPUG00000011124
danio_rerio ENSDARG00000063242
scleropages_formosus ENSSFOG00015015221
paramormyrops_kingsleyae ENSPKIG00000015671
lepisosteus_oculatus ENSLOCG00000015756
petromyzon_marinus ENSPMAG00000001869
drosophila_melanogaster FBgn0038324
