gasterosteus_aculeatus ENSGACG00000014366
dipodomys_ordii ENSDORG00000010569
oryctolagus_cuniculus ENSOCUG00000004177
ochotona_princeps ENSOPRG00000004205
tupaia_belangeri ENSTBEG00000016050
pan_troglodytes ENSPTRG00000000669
pan_paniscus ENSPPAG00000033791
homo_sapiens ENSG00000162415
gorilla_gorilla ENSGGOG00000001535
gorilla_gorilla ENSGGOG00000039027
pongo_abelii ENSPPYG00000001418
nomascus_leucogenys ENSNLEG00000014350
papio_anubis ENSPANG00000009059
theropithecus_gelada ENSTGEG00000028472
macaca_mulatta ENSMMUG00000013001
macaca_fascicularis ENSMFAG00000002575
macaca_nemestrina ENSMNEG00000041612
cercocebus_atys ENSCATG00000039814
mandrillus_leucophaeus ENSMLEG00000039024
chlorocebus_sabaeus ENSCSAG00000001211
piliocolobus_tephrosceles ENSPTEG00000036297
colobus_angolensis_palliatus ENSCANG00000008993
rhinopithecus_roxellana ENSRROG00000035583
rhinopithecus_bieti ENSRBIG00000032015
cebus_capucinus_imitator ENSCCAG00000029723
saimiri_boliviensis_boliviensis ENSSBOG00000035800
callithrix_jacchus ENSCJAG00000004596
aotus_nancymaae ENSANAG00000012368
carlito_syrichta ENSTSYG00000011054
propithecus_coquereli ENSPCOG00000002044
prolemur_simus ENSPSMG00000003342
microcebus_murinus ENSMICG00000041875
otolemur_garnettii ENSOGAG00000009684
erinaceus_europaeus ENSEEUG00000006692
sorex_araneus ENSSARG00000013011
ursus_americanus ENSUAMG00000016739
ursus_maritimus ENSUMAG00000024262
ailuropoda_melanoleuca ENSAMEG00000013491
neovison_vison ENSNVIG00000018694
mustela_putorius_furo ENSMPUG00000013205
canis_lupus_familiaris ENSCAFG00000023971
canis_lupus_dingo ENSCAFG00020016732
vulpes_vulpes ENSVVUG00000007508
panthera_pardus ENSPPRG00000003931
panthera_tigris_altaica ENSPTIG00000010847
felis_catus ENSFCAG00000044239
pteropus_vampyrus ENSPVAG00000009880
myotis_lucifugus ENSMLUG00000002015
equus_caballus ENSECAG00000020787
equus_asinus_asinus ENSEASG00005004019
tursiops_truncatus ENSTTRG00000003408
vicugna_pacos ENSVPAG00000011726
bos_taurus ENSBTAG00000048658
bos_taurus ENSBTAG00000012648
bos_mutus ENSBMUG00000017121
bison_bison_bison ENSBBBG00000004081
ovis_aries ENSOARG00000001496
capra_hircus ENSCHIG00000026563
sus_scrofa ENSSSCG00000003921
loxodonta_africana ENSLAFG00000000924
procavia_capensis ENSPCAG00000013729
echinops_telfairi ENSETEG00000011340
choloepus_hoffmanni ENSCHOG00000005411
dasypus_novemcinctus ENSDNOG00000033861
xenopus_tropicalis ENSXETG00000003517
anolis_carolinensis ENSACAG00000015230
pogona_vitticeps ENSPVIG00000022702
notechis_scutatus ENSNSUG00000015756
salvator_merianae ENSSMRG00000018373
ornithorhynchus_anatinus ENSOANG00000009711
eptatretus_burgeri ENSEBUG00000013491
eptatretus_burgeri ENSEBUG00000009202
petromyzon_marinus ENSPMAG00000007417
sphenodon_punctatus ENSSPUG00000001312
