cynoglossus_semilaevis ENSCSEG00000001682
macaca_fascicularis ENSMFAG00000007392
macaca_mulatta ENSMMUG00000021990
macaca_nemestrina ENSMNEG00000041924
cebus_capucinus_imitator ENSCCAG00000036557
saimiri_boliviensis_boliviensis ENSSBOG00000025340
callithrix_jacchus ENSCJAG00000009029
aotus_nancymaae ENSANAG00000030682
carlito_syrichta ENSTSYG00000014346
prolemur_simus ENSPSMG00000014173
microcebus_murinus ENSMICG00000016768
propithecus_coquereli ENSPCOG00000016045
otolemur_garnettii ENSOGAG00000013736
tupaia_belangeri ENSTBEG00000007693
pteropus_vampyrus ENSPVAG00000002985
myotis_lucifugus ENSMLUG00000007627
ailuropoda_melanoleuca ENSAMEG00000018245
ursus_maritimus ENSUMAG00000019109
neovison_vison ENSNVIG00000012252
mustela_putorius_furo ENSMPUG00000005235
canis_lupus_familiaris ENSCAFG00000002989
canis_lupus_dingo ENSCAFG00020026879
vulpes_vulpes ENSVVUG00000010434
panthera_tigris_altaica ENSPTIG00000011564
panthera_pardus ENSPPRG00000023999
felis_catus ENSFCAG00000014456
equus_caballus ENSECAG00000019995
equus_asinus_asinus ENSEASG00005002083
bos_mutus ENSBMUG00000004535
bos_taurus ENSBTAG00000054531
bison_bison_bison ENSBBBG00000021794
ovis_aries ENSOARG00000001199
capra_hircus ENSCHIG00000026182
tursiops_truncatus ENSTTRG00000013360
sus_scrofa ENSSSCG00000008386
vicugna_pacos ENSVPAG00000000496
erinaceus_europaeus ENSEEUG00000001635
sorex_araneus ENSSARG00000009699
choloepus_hoffmanni ENSCHOG00000007332
dasypus_novemcinctus ENSDNOG00000014791
echinops_telfairi ENSETEG00000002578
procavia_capensis ENSPCAG00000008193
loxodonta_africana ENSLAFG00000016305
phascolarctos_cinereus ENSPCIG00000028080
notamacropus_eugenii ENSMEUG00000016347
sarcophilus_harrisii ENSSHAG00000013637
monodelphis_domestica ENSMODG00000002252
ornithorhynchus_anatinus ENSOANG00000012411
xenopus_tropicalis ENSXETG00000002217
latimeria_chalumnae ENSLACG00000005293
petromyzon_marinus ENSPMAG00000004126
eptatretus_burgeri ENSEBUG00000003036
ciona_savignyi ENSCSAVG00000008553
ciona_intestinalis ENSCING00000005379
eptatretus_burgeri ENSEBUG00000003025
drosophila_melanogaster FBgn0036031
