equus_caballus ENSECAG00000018012
dasypus_novemcinctus ENSDNOG00000023937
peromyscus_maniculatus_bairdii ENSPEMG00000009364
nannospalax_galili ENSNGAG00000019466
rattus_norvegicus ENSRNOG00000053812
rattus_norvegicus ENSRNOG00000047158
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026264
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0026263
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068874
mus_spicilegus ENSMSIG00000003823
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000068877
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001019163
cricetulus_griseus_crigri_1.0 ENSCGRG00000016861
cricetulus_griseus_crigri-picr ENSCGRG00015017375
microtus_ochrogaster ENSMOCG00000008106
meriones_unguiculatus ENSMUGG00000013413
jaculus_jaculus ENSJJAG00000006656
chinchilla_lanigera ENSCLAG00000000456
octodon_degus ENSODEG00000009822
cavia_porcellus ENSCPOG00000025262
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017449
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100010967
fukomys_damarensis ENSFDAG00000009115
urocitellus_parryii ENSUPAG00010004389
ictidomys_tridecemlineatus ENSSTOG00000027196
marmota_marmota_marmota ENSMMMG00000018768
spermophilus_dauricus ENSSDAG00000020295
castor_canadensis ENSCCNG00000016979
dipodomys_ordii ENSDORG00000015968
oryctolagus_cuniculus ENSOCUG00000003371
ochotona_princeps ENSOPRG00000007267
ornithorhynchus_anatinus ENSOANG00000008157
ursus_americanus ENSUAMG00000019432
equus_asinus_asinus ENSEASG00005012677
cavia_aperea ENSCAPG00000010733
spermophilus_dauricus ENSSDAG00000015692
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026763
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0026764
sphenodon_punctatus ENSSPUG00000002704
sphenodon_punctatus ENSSPUG00000002712
chelonoidis_abingdonii ENSCABG00000009147
fundulus_heteroclitus ENSFHEG00000018005
apteryx_owenii ENSAOWG00000010780
phascolarctos_cinereus ENSPCIG00000021151
notamacropus_eugenii ENSMEUG00000011118
monodelphis_domestica ENSMODG00000018869
sarcophilus_harrisii ENSSHAG00000014447
gambusia_affinis ENSGAFG00000001725
poecilia_latipinna ENSPLAG00000008428
haplochromis_burtoni ENSHBUG00000009379
pundamilia_nyererei ENSPNYG00000014535
neolamprologus_brichardi ENSNBRG00000008602
calidris_pygmaea ENSCPGG00000014055
melopsittacus_undulatus ENSMUNG00000003687
anas_platyrhynchos_platyrhynchos ENSAPLG00000002903
anser_brachyrhynchus ENSABRG00000008849
coturnix_japonica ENSCJPG00005015283
gallus_gallus ENSGALG00000018415
meleagris_gallopavo ENSMGAG00000001137
numida_meleagris ENSNMEG00000007240
manacus_vitellinus ENSMVIG00005011302
lepidothrix_coronata ENSLCOG00000003220
apteryx_haastii ENSAHAG00000007148
apteryx_rowi ENSARWG00000004740
dromaius_novaehollandiae ENSDNVG00000001858
nothoprocta_perdicaria ENSNPEG00000002777
zonotrichia_albicollis ENSZALG00000005092
cyanistes_caeruleus ENSCCEG00000012391
lonchura_striata_domestica ENSLSDG00000006304
ficedula_albicollis ENSFALG00000010882
serinus_canaria ENSSCAG00000015869
taeniopygia_guttata ENSTGUG00000017392
junco_hyemalis ENSJHYG00000002628
manacus_vitellinus ENSMVIG00005011284
cyanistes_caeruleus ENSCCEG00000002606
cyanistes_caeruleus ENSCCEG00000001119
apteryx_owenii ENSAOWG00000010772
apteryx_haastii ENSAHAG00000007157
apteryx_rowi ENSARWG00000004741
dromaius_novaehollandiae ENSDNVG00000001849
nothoprocta_perdicaria ENSNPEG00000005726
nothoprocta_perdicaria ENSNPEG00000002786
gallus_gallus ENSGALG00000051623
gallus_gallus ENSGALG00000050187
coturnix_japonica ENSCJPG00005015289
numida_meleagris ENSNMEG00000007242
anser_brachyrhynchus ENSABRG00000008858
anas_platyrhynchos_platyrhynchos ENSAPLG00000020972
calidris_pugnax ENSCPUG00000011445
calidris_pugnax ENSCPUG00000011446
calidris_pugnax ENSCPUG00000011447
calidris_pygmaea ENSCPGG00000008754
serinus_canaria ENSSCAG00000015886
taeniopygia_guttata ENSTGUG00000017390
lonchura_striata_domestica ENSLSDG00000003559
junco_hyemalis ENSJHYG00000002701
manacus_vitellinus ENSMVIG00005011293
melopsittacus_undulatus ENSMUNG00000003688
melopsittacus_undulatus ENSMUNG00000012539
anolis_carolinensis ENSACAG00000014489
anolis_carolinensis ENSACAG00000008817
anolis_carolinensis ENSACAG00000008067
anolis_carolinensis ENSACAG00000014102
anolis_carolinensis ENSACAG00000027379
anolis_carolinensis ENSACAG00000008793
pogona_vitticeps ENSPVIG00000020640
notechis_scutatus ENSNSUG00000013977
notechis_scutatus ENSNSUG00000011554
notechis_scutatus ENSNSUG00000013978
salvator_merianae ENSSMRG00000021250
salvator_merianae ENSSMRG00000021249
pogona_vitticeps ENSPVIG00000020641
notechis_scutatus ENSNSUG00000013979
salvator_merianae ENSSMRG00000021263
sphenodon_punctatus ENSSPUG00000002696
anser_brachyrhynchus ENSABRG00000008877
anas_platyrhynchos_platyrhynchos ENSAPLG00000010148
gallus_gallus ENSGALG00000000866
meleagris_gallopavo ENSMGAG00000001155
coturnix_japonica ENSCJPG00005015291
numida_meleagris ENSNMEG00000007243
lepidothrix_coronata ENSLCOG00000013114
calidris_pygmaea ENSCPGG00000008683
calidris_pugnax ENSCPUG00000011444
melopsittacus_undulatus ENSMUNG00000012540
apteryx_owenii ENSAOWG00000010763
apteryx_rowi ENSARWG00000004743
apteryx_haastii ENSAHAG00000007170
nothoprocta_perdicaria ENSNPEG00000005725
crocodylus_porosus ENSCPRG00005008640
chrysemys_picta_bellii ENSCPBG00000008928
pelodiscus_sinensis ENSPSIG00000018079
gopherus_agassizii ENSGAGG00000001587
gopherus_agassizii ENSGAGG00000004418
crocodylus_porosus ENSCPRG00005008653
caenorhabditis_elegans_strain_n2 WBGene00011249
scleropages_formosus ENSSFOG00015011561
paramormyrops_kingsleyae ENSPKIG00000011542
astyanax_mexicanus ENSAMXG00000032326
astyanax_mexicanus ENSAMXG00000031986
pygocentrus_nattereri ENSPNAG00000005887
ictalurus_punctatus ENSIPUG00000024297
danio_rerio ENSDARG00000024717
cynoglossus_semilaevis ENSCSEG00000020362
periophthalmus_magnuspinnatus ENSPMGG00000010128
hippocampus_comes ENSHCOG00000011029
takifugu_rubripes ENSTRUG00000007658
tetraodon_nigroviridis ENSTNIG00000002940
mola_mola ENSMMOG00000011687
gasterosteus_aculeatus ENSGACG00000003205
labrus_bergylta ENSLBEG00000014605
monopterus_albus ENSMALG00000015626
mastacembelus_armatus ENSMAMG00000017151
anabas_testudineus ENSATEG00000017904
seriola_lalandi_dorsalis ENSSLDG00000001085
seriola_dumerili ENSSDUG00000014581
poecilia_formosa ENSPFOG00000019873
poecilia_reticulata ENSPREG00000014969
poecilia_mexicana ENSPMEG00000019134
xiphophorus_maculatus ENSXMAG00000017074
xiphophorus_couchianus ENSXCOG00000003864
poecilia_latipinna ENSPLAG00000018600
fundulus_heteroclitus ENSFHEG00000002994
cyprinodon_variegatus ENSCVAG00000012798
kryptolebias_marmoratus ENSKMAG00000012071
oryzias_latipes_asm223467v1 ENSORLG00000020846
oryzias_latipes_asm223469v1 ENSORLG00015000414
oryzias_melastigma ENSOMEG00000004089
amphiprion_ocellaris ENSAOCG00000023523
amphiprion_percula ENSAPEG00000012935
acanthochromis_polyacanthus ENSAPOG00000006391
stegastes_partitus ENSSPAG00000010840
maylandia_zebra ENSMZEG00005023720
maylandia_zebra ENSMZEG00005017617
pundamilia_nyererei ENSPNYG00000002779
haplochromis_burtoni ENSHBUG00000017852
oreochromis_niloticus ENSONIG00000001513
amphilophus_citrinellus ENSACIG00000009544
gadus_morhua ENSGMOG00000005130
esox_lucius ENSELUG00000004087
lepisosteus_oculatus ENSLOCG00000008479
xenopus_tropicalis ENSXETG00000020722
petromyzon_marinus ENSPMAG00000008385
latimeria_chalumnae ENSLACG00000000604
eptatretus_burgeri ENSEBUG00000005318
drosophila_melanogaster FBgn0038115
caenorhabditis_elegans_strain_n2 WBGene00012538
ciona_savignyi ENSCSAVG00000000882
ciona_intestinalis ENSCING00000004957
