sorex_araneus ENSSARG00000011052
amphiprion_percula ENSAPEG00000000249
amphiprion_ocellaris ENSAOCG00000006578
acanthochromis_polyacanthus ENSAPOG00000008338
stegastes_partitus ENSSPAG00000012508
pundamilia_nyererei ENSPNYG00000012915
maylandia_zebra ENSMZEG00005023752
astatotilapia_calliptera ENSACLG00000010563
neolamprologus_brichardi ENSNBRG00000000317
oreochromis_niloticus ENSONIG00000005415
amphilophus_citrinellus ENSACIG00000023876
labrus_bergylta ENSLBEG00000018198
gasterosteus_aculeatus ENSGACG00000014211
mastacembelus_armatus ENSMAMG00000009963
anabas_testudineus ENSATEG00000010792
seriola_lalandi_dorsalis ENSSLDG00000012998
seriola_dumerili ENSSDUG00000011479
scophthalmus_maximus ENSSMAG00000013740
monopterus_albus ENSMALG00000015455
haplochromis_burtoni ENSHBUG00000012385
fundulus_heteroclitus ENSFHEG00000006259
mola_mola ENSMMOG00000015493
periophthalmus_magnuspinnatus ENSPMGG00000013206
hippocampus_comes ENSHCOG00000007753
takifugu_rubripes ENSTRUG00000001081
oryzias_melastigma ENSOMEG00000002419
gadus_morhua ENSGMOG00000002703
esox_lucius ENSELUG00000019606
pygocentrus_nattereri ENSPNAG00000014297
astyanax_mexicanus ENSAMXG00000035235
ictalurus_punctatus ENSIPUG00000014713
danio_rerio ENSDARG00000002506
scleropages_formosus ENSSFOG00015018837
paramormyrops_kingsleyae ENSPKIG00000010899
lepisosteus_oculatus ENSLOCG00000005445
petromyzon_marinus ENSPMAG00000004121
eptatretus_burgeri ENSEBUG00000003094
