cyprinodon_variegatus ENSCVAG00000005998
ictidomys_tridecemlineatus ENSSTOG00000028061
marmota_marmota_marmota ENSMMMG00000012583
urocitellus_parryii ENSUPAG00010011729
oryctolagus_cuniculus ENSOCUG00000010454
ochotona_princeps ENSOPRG00000014723
microcebus_murinus ENSMICG00000026866
propithecus_coquereli ENSPCOG00000023690
prolemur_simus ENSPSMG00000012681
otolemur_garnettii ENSOGAG00000002002
macaca_nemestrina ENSMNEG00000045465
macaca_mulatta ENSMMUG00000015050
macaca_fascicularis ENSMFAG00000025613
theropithecus_gelada ENSTGEG00000008397
papio_anubis ENSPANG00000021561
mandrillus_leucophaeus ENSMLEG00000031794
cercocebus_atys ENSCATG00000038447
chlorocebus_sabaeus ENSCSAG00000006579
rhinopithecus_roxellana ENSRROG00000031558
rhinopithecus_bieti ENSRBIG00000041079
piliocolobus_tephrosceles ENSPTEG00000036176
colobus_angolensis_palliatus ENSCANG00000040306
pan_troglodytes ENSPTRG00000002753
pan_paniscus ENSPPAG00000031528
homo_sapiens ENSG00000107864
gorilla_gorilla ENSGGOG00000016441
pongo_abelii ENSPPYG00000002481
nomascus_leucogenys ENSNLEG00000012600
cebus_capucinus_imitator ENSCCAG00000033267
saimiri_boliviensis_boliviensis ENSSBOG00000035843
callithrix_jacchus ENSCJAG00000008495
aotus_nancymaae ENSANAG00000037406
choloepus_hoffmanni ENSCHOG00000000272
carlito_syrichta ENSTSYG00000003928
tupaia_belangeri ENSTBEG00000013125
castor_canadensis ENSCCNG00000028028
capra_hircus ENSCHIG00000017337
ovis_aries ENSOARG00000016671
bos_taurus ENSBTAG00000015450
bos_mutus ENSBMUG00000024016
bison_bison_bison ENSBBBG00000004049
tursiops_truncatus ENSTTRG00000012334
sus_scrofa ENSSSCG00000010468
vicugna_pacos ENSVPAG00000002144
myotis_lucifugus ENSMLUG00000009474
ailuropoda_melanoleuca ENSAMEG00000014204
ursus_americanus ENSUAMG00000010827
canis_lupus_dingo ENSCAFG00020001981
canis_lupus_familiaris ENSCAFG00000007423
vulpes_vulpes ENSVVUG00000021375
neovison_vison ENSNVIG00000020717
mustela_putorius_furo ENSMPUG00000017227
panthera_pardus ENSPPRG00000015654
panthera_tigris_altaica ENSPTIG00000012018
felis_catus ENSFCAG00000032380
sorex_araneus ENSSARG00000001994
ursus_maritimus ENSUMAG00000001870
pteropus_vampyrus ENSPVAG00000007664
equus_caballus ENSECAG00000000077
equus_asinus_asinus ENSEASG00005011095
loxodonta_africana ENSLAFG00000018716
procavia_capensis ENSPCAG00000012417
echinops_telfairi ENSETEG00000000111
dasypus_novemcinctus ENSDNOG00000048639
ornithorhynchus_anatinus ENSOANG00000015723
pogona_vitticeps ENSPVIG00000021194
anolis_carolinensis ENSACAG00000006335
notechis_scutatus ENSNSUG00000012320
salvator_merianae ENSSMRG00000013482
sphenodon_punctatus ENSSPUG00000003601
lepidothrix_coronata ENSLCOG00000000274
manacus_vitellinus ENSMVIG00005018265
lonchura_striata_domestica ENSLSDG00000009753
taeniopygia_guttata ENSTGUG00000008988
serinus_canaria ENSSCAG00000016832
cyanistes_caeruleus ENSCCEG00000022198
parus_major ENSPMJG00000003224
ficedula_albicollis ENSFALG00000007952
zonotrichia_albicollis ENSZALG00000007089
junco_hyemalis ENSJHYG00000018459
calidris_pygmaea ENSCPGG00000012354
calidris_pugnax ENSCPUG00000017415
melopsittacus_undulatus ENSMUNG00000007660
anser_brachyrhynchus ENSABRG00000018536
anas_platyrhynchos_platyrhynchos ENSAPLG00000014437
gallus_gallus ENSGALG00000006912
meleagris_gallopavo ENSMGAG00000009148
numida_meleagris ENSNMEG00000014625
apteryx_owenii ENSAOWG00000000480
apteryx_haastii ENSAHAG00000011519
apteryx_rowi ENSARWG00000001101
nothoprocta_perdicaria ENSNPEG00000015439
dromaius_novaehollandiae ENSDNVG00000003413
crocodylus_porosus ENSCPRG00005014698
gopherus_agassizii ENSGAGG00000008528
chelonoidis_abingdonii ENSCABG00000018171
chrysemys_picta_bellii ENSCPBG00000023779
pelodiscus_sinensis ENSPSIG00000013169
xenopus_tropicalis ENSXETG00000012190
latimeria_chalumnae ENSLACG00000011307
scleropages_formosus ENSSFOG00015018275
eptatretus_burgeri ENSEBUG00000010745
