ursus_maritimus ENSUMAG00000017868
poecilia_mexicana ENSPMEG00000012703
poecilia_latipinna ENSPLAG00000019847
poecilia_reticulata ENSPREG00000008150
xiphophorus_couchianus ENSXCOG00000011386
xiphophorus_maculatus ENSXMAG00000017739
gambusia_affinis ENSGAFG00000015301
kryptolebias_marmoratus ENSKMAG00000013547
oryzias_latipes_asm223471v1 ENSORLG00020018786
oryzias_latipes_asm223467v1 ENSORLG00000011494
oryzias_latipes_asm223469v1 ENSORLG00015013918
oryzias_melastigma ENSOMEG00000007778
gasterosteus_aculeatus ENSGACG00000015170
scophthalmus_maximus ENSSMAG00000020938
cynoglossus_semilaevis ENSCSEG00000021431
monopterus_albus ENSMALG00000021967
mastacembelus_armatus ENSMAMG00000024109
anabas_testudineus ENSATEG00000015602
mola_mola ENSMMOG00000017234
takifugu_rubripes ENSTRUG00000023743
labrus_bergylta ENSLBEG00000007400
seriola_lalandi_dorsalis ENSSLDG00000011880
seriola_dumerili ENSSDUG00000000240
amphiprion_percula ENSAPEG00000014321
amphiprion_ocellaris ENSAOCG00000006994
acanthochromis_polyacanthus ENSAPOG00000010447
stegastes_partitus ENSSPAG00000019858
haplochromis_burtoni ENSHBUG00000021482
pundamilia_nyererei ENSPNYG00000004913
maylandia_zebra ENSMZEG00005025925
neolamprologus_brichardi ENSNBRG00000022196
oreochromis_niloticus ENSONIG00000017166
amphilophus_citrinellus ENSACIG00000003459
hippocampus_comes ENSHCOG00000003393
periophthalmus_magnuspinnatus ENSPMGG00000016865
esox_lucius ENSELUG00000016892
pygocentrus_nattereri ENSPNAG00000022221
astyanax_mexicanus ENSAMXG00000038300
ictalurus_punctatus ENSIPUG00000017868
danio_rerio ENSDARG00000094332
takifugu_rubripes ENSTRUG00000002884
tetraodon_nigroviridis ENSTNIG00000014811
scophthalmus_maximus ENSSMAG00000014225
mastacembelus_armatus ENSMAMG00000014618
monopterus_albus ENSMALG00000008541
anabas_testudineus ENSATEG00000024983
xiphophorus_maculatus ENSXMAG00000017420
xiphophorus_couchianus ENSXCOG00000013532
gambusia_affinis ENSGAFG00000012660
poecilia_formosa ENSPFOG00000012835
poecilia_mexicana ENSPMEG00000003981
poecilia_latipinna ENSPLAG00000016682
poecilia_reticulata ENSPREG00000012572
cyprinodon_variegatus ENSCVAG00000012518
fundulus_heteroclitus ENSFHEG00000014793
kryptolebias_marmoratus ENSKMAG00000010378
oryzias_latipes_asm223471v1 ENSORLG00020019164
oryzias_latipes_asm223469v1 ENSORLG00015015019
oryzias_latipes_asm223467v1 ENSORLG00000004490
oryzias_melastigma ENSOMEG00000020758
amphiprion_ocellaris ENSAOCG00000011876
amphiprion_percula ENSAPEG00000005138
acanthochromis_polyacanthus ENSAPOG00000011633
stegastes_partitus ENSSPAG00000008134
maylandia_zebra ENSMZEG00005013788
astatotilapia_calliptera ENSACLG00000016877
pundamilia_nyererei ENSPNYG00000019121
haplochromis_burtoni ENSHBUG00000009908
neolamprologus_brichardi ENSNBRG00000021834
oreochromis_niloticus ENSONIG00000014340
amphilophus_citrinellus ENSACIG00000018575
seriola_dumerili ENSSDUG00000015594
seriola_lalandi_dorsalis ENSSLDG00000004629
labrus_bergylta ENSLBEG00000025402
mola_mola ENSMMOG00000010456
gasterosteus_aculeatus ENSGACG00000007347
cynoglossus_semilaevis ENSCSEG00000021615
hippocampus_comes ENSHCOG00000000510
periophthalmus_magnuspinnatus ENSPMGG00000004696
gadus_morhua ENSGMOG00000010444
esox_lucius ENSELUG00000015864
pygocentrus_nattereri ENSPNAG00000008642
astyanax_mexicanus ENSAMXG00000014114
ictalurus_punctatus ENSIPUG00000011872
danio_rerio ENSDARG00000103730
paramormyrops_kingsleyae ENSPKIG00000024872
scleropages_formosus ENSSFOG00015001495
lepisosteus_oculatus ENSLOCG00000013927
xenopus_tropicalis ENSXETG00000007712
chelonoidis_abingdonii ENSCABG00000008431
gopherus_agassizii ENSGAGG00000022667
pelodiscus_sinensis ENSPSIG00000012119
coturnix_japonica ENSCJPG00005012862
gallus_gallus ENSGALG00000004937
meleagris_gallopavo ENSMGAG00000004921
numida_meleagris ENSNMEG00000013433
anser_brachyrhynchus ENSABRG00000009786
lepidothrix_coronata ENSLCOG00000012186
manacus_vitellinus ENSMVIG00005001571
taeniopygia_guttata ENSTGUG00000004136
lonchura_striata_domestica ENSLSDG00000009233
serinus_canaria ENSSCAG00000011116
parus_major ENSPMJG00000005038
cyanistes_caeruleus ENSCCEG00000003598
junco_hyemalis ENSJHYG00000003982
ficedula_albicollis ENSFALG00000000007
calidris_pugnax ENSCPUG00000005448
nothoprocta_perdicaria ENSNPEG00000005466
crocodylus_porosus ENSCPRG00005019180
anas_platyrhynchos_platyrhynchos ENSAPLG00000010053
calidris_pygmaea ENSCPGG00000011779
apteryx_rowi ENSARWG00000003782
apteryx_haastii ENSAHAG00000005774
apteryx_owenii ENSAOWG00000017434
dromaius_novaehollandiae ENSDNVG00000006299
melopsittacus_undulatus ENSMUNG00000011718
chrysemys_picta_bellii ENSCPBG00000016825
anolis_carolinensis ENSACAG00000010299
notechis_scutatus ENSNSUG00000019023
sphenodon_punctatus ENSSPUG00000002043
latimeria_chalumnae ENSLACG00000007820
petromyzon_marinus ENSPMAG00000005487
eptatretus_burgeri ENSEBUG00000013224
eptatretus_burgeri ENSEBUG00000002236
scleropages_formosus ENSSFOG00015023244
paramormyrops_kingsleyae ENSPKIG00000004235
anabas_testudineus ENSATEG00000021048
mastacembelus_armatus ENSMAMG00000006183
periophthalmus_magnuspinnatus ENSPMGG00000023122
labrus_bergylta ENSLBEG00000023231
gasterosteus_aculeatus ENSGACG00000011954
hippocampus_comes ENSHCOG00000015125
seriola_lalandi_dorsalis ENSSLDG00000012840
seriola_dumerili ENSSDUG00000022254
amphiprion_percula ENSAPEG00000010446
amphiprion_ocellaris ENSAOCG00000019814
acanthochromis_polyacanthus ENSAPOG00000020693
scophthalmus_maximus ENSSMAG00000004149
cynoglossus_semilaevis ENSCSEG00000018180
monopterus_albus ENSMALG00000020186
oryzias_latipes_asm223471v1 ENSORLG00020003060
oryzias_latipes_asm223469v1 ENSORLG00015017159
oryzias_latipes_asm223467v1 ENSORLG00000027678
oryzias_melastigma ENSOMEG00000013856
stegastes_partitus ENSSPAG00000012084
fundulus_heteroclitus ENSFHEG00000001685
cyprinodon_variegatus ENSCVAG00000014143
xiphophorus_maculatus ENSXMAG00000015087
xiphophorus_couchianus ENSXCOG00000015531
poecilia_formosa ENSPFOG00000017199
poecilia_mexicana ENSPMEG00000001441
poecilia_latipinna ENSPLAG00000012371
gambusia_affinis ENSGAFG00000008886
poecilia_reticulata ENSPREG00000010804
kryptolebias_marmoratus ENSKMAG00000002215
maylandia_zebra ENSMZEG00005009479
pundamilia_nyererei ENSPNYG00000018893
haplochromis_burtoni ENSHBUG00000015591
neolamprologus_brichardi ENSNBRG00000007386
astatotilapia_calliptera ENSACLG00000013172
oreochromis_niloticus ENSONIG00000010878
amphilophus_citrinellus ENSACIG00000020835
mola_mola ENSMMOG00000015618
takifugu_rubripes ENSTRUG00000007917
gadus_morhua ENSGMOG00000006350
esox_lucius ENSELUG00000019014
pygocentrus_nattereri ENSPNAG00000011071
astyanax_mexicanus ENSAMXG00000038029
ictalurus_punctatus ENSIPUG00000020201
danio_rerio ENSDARG00000068409
lepisosteus_oculatus ENSLOCG00000014414
eptatretus_burgeri ENSEBUG00000009420
