pelodiscus_sinensis ENSPSIG00000002691
spermophilus_dauricus ENSSDAG00000008206
marmota_marmota_marmota ENSMMMG00000006521
pan_paniscus ENSPPAG00000040955
pan_troglodytes ENSPTRG00000009178
homo_sapiens ENSG00000173801
gorilla_gorilla ENSGGOG00000010104
pongo_abelii ENSPPYG00000008410
nomascus_leucogenys ENSNLEG00000011062
rhinopithecus_roxellana ENSRROG00000035659
rhinopithecus_bieti ENSRBIG00000033194
colobus_angolensis_palliatus ENSCANG00000043508
piliocolobus_tephrosceles ENSPTEG00000013184
cercocebus_atys ENSCATG00000030228
mandrillus_leucophaeus ENSMLEG00000031175
macaca_mulatta ENSMMUG00000013048
macaca_fascicularis ENSMFAG00000034238
macaca_nemestrina ENSMNEG00000036253
papio_anubis ENSPANG00000021517
theropithecus_gelada ENSTGEG00000008583
chlorocebus_sabaeus ENSCSAG00000003017
aotus_nancymaae ENSANAG00000022756
aotus_nancymaae ENSANAG00000020419
cebus_capucinus_imitator ENSCCAG00000036633
saimiri_boliviensis_boliviensis ENSSBOG00000005714
callithrix_jacchus ENSCJAG00000012139
carlito_syrichta ENSTSYG00000033406
prolemur_simus ENSPSMG00000013930
propithecus_coquereli ENSPCOG00000017771
microcebus_murinus ENSMICG00000011829
otolemur_garnettii ENSOGAG00000009523
pteropus_vampyrus ENSPVAG00000010631
myotis_lucifugus ENSMLUG00000004652
equus_caballus ENSECAG00000020592
equus_asinus_asinus ENSEASG00005006685
ursus_americanus ENSUAMG00000024621
ursus_maritimus ENSUMAG00000022433
ailuropoda_melanoleuca ENSAMEG00000005649
mustela_putorius_furo ENSMPUG00000010872
neovison_vison ENSNVIG00000011585
canis_lupus_familiaris ENSCAFG00000015912
canis_lupus_dingo ENSCAFG00020018267
vulpes_vulpes ENSVVUG00000019027
panthera_pardus ENSPPRG00000013021
panthera_tigris_altaica ENSPTIG00000005326
felis_catus ENSFCAG00000002133
capra_hircus ENSCHIG00000026333
ovis_aries ENSOARG00000017474
bos_mutus ENSBMUG00000017607
bos_taurus ENSBTAG00000017685
bison_bison_bison ENSBBBG00000000043
sus_scrofa ENSSSCG00000017428
tursiops_truncatus ENSTTRG00000006595
vicugna_pacos ENSVPAG00000010763
chinchilla_lanigera ENSCLAG00000015947
octodon_degus ENSODEG00000017964
cavia_porcellus ENSCPOG00000003295
cavia_aperea ENSCAPG00000000338
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000019242
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018288
fukomys_damarensis ENSFDAG00000014202
sorex_araneus ENSSARG00000006316
echinops_telfairi ENSETEG00000019463
oryctolagus_cuniculus ENSOCUG00000012063
ochotona_princeps ENSOPRG00000007992
dasypus_novemcinctus ENSDNOG00000004800
loxodonta_africana ENSLAFG00000002854
procavia_capensis ENSPCAG00000011945
erinaceus_europaeus ENSEEUG00000010828
tupaia_belangeri ENSTBEG00000007076
ornithorhynchus_anatinus ENSOANG00000013831
phascolarctos_cinereus ENSPCIG00000015390
notamacropus_eugenii ENSMEUG00000011364
monodelphis_domestica ENSMODG00000014681
sarcophilus_harrisii ENSSHAG00000004334
