chinchilla_lanigera ENSCLAG00000003524
oreochromis_niloticus ENSONIG00000002190
amphilophus_citrinellus ENSACIG00000013472
oryzias_latipes_asm223467v1 ENSORLG00000022227
oryzias_latipes_asm223471v1 ENSORLG00020015961
oryzias_latipes_asm223469v1 ENSORLG00015011708
oryzias_melastigma ENSOMEG00000000189
amphiprion_percula ENSAPEG00000024000
amphiprion_ocellaris ENSAOCG00000007533
acanthochromis_polyacanthus ENSAPOG00000001038
stegastes_partitus ENSSPAG00000010807
seriola_lalandi_dorsalis ENSSLDG00000003487
seriola_dumerili ENSSDUG00000008720
scophthalmus_maximus ENSSMAG00000008515
mastacembelus_armatus ENSMAMG00000002405
monopterus_albus ENSMALG00000019369
anabas_testudineus ENSATEG00000004292
takifugu_rubripes ENSTRUG00000024802
tetraodon_nigroviridis ENSTNIG00000005111
pundamilia_nyererei ENSPNYG00000022502
mola_mola ENSMMOG00000020454
mola_mola ENSMMOG00000020452
hippocampus_comes ENSHCOG00000019429
periophthalmus_magnuspinnatus ENSPMGG00000015938
gadus_morhua ENSGMOG00000015135
astyanax_mexicanus ENSAMXG00000016590
pygocentrus_nattereri ENSPNAG00000019201
ictalurus_punctatus ENSIPUG00000014978
danio_rerio ENSDARG00000079315
esox_lucius ENSELUG00000015150
scleropages_formosus ENSSFOG00015001913
paramormyrops_kingsleyae ENSPKIG00000014928
lepisosteus_oculatus ENSLOCG00000010161
