gasterosteus_aculeatus ENSGACG00000001572
vicugna_pacos ENSVPAG00000003862
sus_scrofa ENSSSCG00000037507
ursus_maritimus ENSUMAG00000009449
ursus_americanus ENSUAMG00000001770
ailuropoda_melanoleuca ENSAMEG00000003138
neovison_vison ENSNVIG00000014103
mustela_putorius_furo ENSMPUG00000013887
canis_lupus_dingo ENSCAFG00020007763
canis_lupus_familiaris ENSCAFG00000001492
vulpes_vulpes ENSVVUG00000026475
panthera_tigris_altaica ENSPTIG00000013175
panthera_pardus ENSPPRG00000012432
felis_catus ENSFCAG00000010971
equus_caballus ENSECAG00000018393
equus_asinus_asinus ENSEASG00005000490
sorex_araneus ENSSARG00000012508
pteropus_vampyrus ENSPVAG00000013817
myotis_lucifugus ENSMLUG00000002823
erinaceus_europaeus ENSEEUG00000001174
monodelphis_domestica ENSMODG00000013317
sarcophilus_harrisii ENSSHAG00000005853
phascolarctos_cinereus ENSPCIG00000029315
ornithorhynchus_anatinus ENSOANG00000013167
anolis_carolinensis ENSACAG00000014225
pogona_vitticeps ENSPVIG00000001832
notechis_scutatus ENSNSUG00000009367
salvator_merianae ENSSMRG00000005491
sphenodon_punctatus ENSSPUG00000000772
manacus_vitellinus ENSMVIG00005006642
lepidothrix_coronata ENSLCOG00000001797
taeniopygia_guttata ENSTGUG00000007817
lonchura_striata_domestica ENSLSDG00000010386
serinus_canaria ENSSCAG00000013735
junco_hyemalis ENSJHYG00000012171
zonotrichia_albicollis ENSZALG00000003096
ficedula_albicollis ENSFALG00000011184
parus_major ENSPMJG00000014632
cyanistes_caeruleus ENSCCEG00000002861
melopsittacus_undulatus ENSMUNG00000007934
calidris_pygmaea ENSCPGG00000003666
calidris_pugnax ENSCPUG00000002028
anser_brachyrhynchus ENSABRG00000019690
anas_platyrhynchos_platyrhynchos ENSAPLG00000002877
meleagris_gallopavo ENSMGAG00000010700
coturnix_japonica ENSCJPG00005010289
gallus_gallus ENSGALG00000010131
numida_meleagris ENSNMEG00000016462
apteryx_haastii ENSAHAG00000005102
apteryx_owenii ENSAOWG00000011606
apteryx_rowi ENSARWG00000000590
dromaius_novaehollandiae ENSDNVG00000007340
nothoprocta_perdicaria ENSNPEG00000000402
crocodylus_porosus ENSCPRG00005010169
gopherus_agassizii ENSGAGG00000009031
chrysemys_picta_bellii ENSCPBG00000025356
pelodiscus_sinensis ENSPSIG00000004106
xenopus_tropicalis ENSXETG00000010760
latimeria_chalumnae ENSLACG00000004175
petromyzon_marinus ENSPMAG00000005556
eptatretus_burgeri ENSEBUG00000006370
