oryzias_latipes_asm223467v1 ENSORLG00000020827
vicugna_pacos ENSVPAG00000002078
tursiops_truncatus ENSTTRG00000007148
canis_lupus_familiaris ENSCAFG00000010184
marmota_marmota_marmota ENSMMMG00000016268
spermophilus_dauricus ENSSDAG00000023533
spermophilus_dauricus ENSSDAG00000000820
ictidomys_tridecemlineatus ENSSTOG00000021110
urocitellus_parryii ENSUPAG00010019996
prolemur_simus ENSPSMG00000016252
sorex_araneus ENSSARG00000009159
sus_scrofa ENSSSCG00000031596
cricetulus_griseus_crigri-picr ENSCGRG00015002538
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001004976
cricetulus_griseus_crigri_1.0 ENSCGRG00000009529
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013481
cricetulus_griseus_crigri_1.0 ENSCGRG00000012591
mesocricetus_auratus ENSMAUG00000007882
microtus_ochrogaster ENSMOCG00000019490
peromyscus_maniculatus_bairdii ENSPEMG00000017787
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000021377
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0019368
mus_spicilegus ENSMSIG00000000269
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0018488
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0019556
rattus_norvegicus ENSRNOG00000016152
meriones_unguiculatus ENSMUGG00000015636
nannospalax_galili ENSNGAG00000016108
jaculus_jaculus ENSJJAG00000007332
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012992
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000007053
fukomys_damarensis ENSFDAG00000010279
cavia_porcellus ENSCPOG00000005308
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015979
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005094
octodon_degus ENSODEG00000005486
chinchilla_lanigera ENSCLAG00000001955
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002581
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003560
castor_canadensis ENSCCNG00000027302
dipodomys_ordii ENSDORG00000004608
oryctolagus_cuniculus ENSOCUG00000003869
dasypus_novemcinctus ENSDNOG00000010469
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011092
fukomys_damarensis ENSFDAG00000007135
chinchilla_lanigera ENSCLAG00000014990
cavia_aperea ENSCAPG00000014279
ornithorhynchus_anatinus ENSOANG00000011845
pogona_vitticeps ENSPVIG00000001189
anolis_carolinensis ENSACAG00000003233
notechis_scutatus ENSNSUG00000016749
salvator_merianae ENSSMRG00000005662
sphenodon_punctatus ENSSPUG00000009807
apteryx_rowi ENSARWG00000013805
apteryx_owenii ENSAOWG00000001876
apteryx_haastii ENSAHAG00000001595
dromaius_novaehollandiae ENSDNVG00000015579
nothoprocta_perdicaria ENSNPEG00000015561
anas_platyrhynchos_platyrhynchos ENSAPLG00000006721
anser_brachyrhynchus ENSABRG00000013191
gallus_gallus ENSGALG00000012684
meleagris_gallopavo ENSMGAG00000002638
coturnix_japonica ENSCJPG00005017921
numida_meleagris ENSNMEG00000001877
manacus_vitellinus ENSMVIG00005013449
lepidothrix_coronata ENSLCOG00000005445
lonchura_striata_domestica ENSLSDG00000011000
taeniopygia_guttata ENSTGUG00000006271
zonotrichia_albicollis ENSZALG00000003412
junco_hyemalis ENSJHYG00000015056
serinus_canaria ENSSCAG00000000822
ficedula_albicollis ENSFALG00000013497
cyanistes_caeruleus ENSCCEG00000001026
parus_major ENSPMJG00000018197
calidris_pygmaea ENSCPGG00000015602
calidris_pugnax ENSCPUG00000005188
melopsittacus_undulatus ENSMUNG00000008972
crocodylus_porosus ENSCPRG00005003251
chelonoidis_abingdonii ENSCABG00000002525
gopherus_agassizii ENSGAGG00000003375
chrysemys_picta_bellii ENSCPBG00000016760
pelodiscus_sinensis ENSPSIG00000013566
xenopus_tropicalis ENSXETG00000014181
petromyzon_marinus ENSPMAG00000002149
eptatretus_burgeri ENSEBUG00000008641
drosophila_melanogaster FBgn0026533
