mastacembelus_armatus ENSMAMG00000010341
cricetulus_griseus_crigri_1.0 ENSCGRG00000005541
cricetulus_griseus_crigri-picr ENSCGRG00015009166
mesocricetus_auratus ENSMAUG00000004368
peromyscus_maniculatus_bairdii ENSPEMG00000022057
meriones_unguiculatus ENSMUGG00000009922
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044968
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0027985
mus_spicilegus ENSMSIG00000018003
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0026990
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021761
rattus_norvegicus ENSRNOG00000011363
microtus_ochrogaster ENSMOCG00000012625
nannospalax_galili ENSNGAG00000010505
jaculus_jaculus ENSJJAG00000010036
cavia_aperea ENSCAPG00000010077
cavia_porcellus ENSCPOG00000001384
octodon_degus ENSODEG00000007965
chinchilla_lanigera ENSCLAG00000006757
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000014769
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100015147
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000005999
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100016735
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000017630
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100011437
fukomys_damarensis ENSFDAG00000009917
urocitellus_parryii ENSUPAG00010003433
spermophilus_dauricus ENSSDAG00000010088
ictidomys_tridecemlineatus ENSSTOG00000014525
marmota_marmota_marmota ENSMMMG00000017176
oryctolagus_cuniculus ENSOCUG00000023463
ochotona_princeps ENSOPRG00000005814
prolemur_simus ENSPSMG00000016900
propithecus_coquereli ENSPCOG00000015964
microcebus_murinus ENSMICG00000002814
otolemur_garnettii ENSOGAG00000016002
tupaia_belangeri ENSTBEG00000012744
panthera_tigris_altaica ENSPTIG00000014900
panthera_pardus ENSPPRG00000010173
felis_catus ENSFCAG00000031529
ursus_maritimus ENSUMAG00000013846
ailuropoda_melanoleuca ENSAMEG00000015355
neovison_vison ENSNVIG00000022381
mustela_putorius_furo ENSMPUG00000018271
ursus_americanus ENSUAMG00000019572
equus_caballus ENSECAG00000011986
equus_asinus_asinus ENSEASG00005017163
canis_lupus_dingo ENSCAFG00020022664
canis_lupus_familiaris ENSCAFG00000004244
vulpes_vulpes ENSVVUG00000019074
pteropus_vampyrus ENSPVAG00000010451
bos_mutus ENSBMUG00000010669
bos_taurus ENSBTAG00000014171
bison_bison_bison ENSBBBG00000002534
ovis_aries ENSOARG00000018928
capra_hircus ENSCHIG00000024375
tursiops_truncatus ENSTTRG00000011464
sus_scrofa ENSSSCG00000022903
vicugna_pacos ENSVPAG00000008915
dasypus_novemcinctus ENSDNOG00000019995
choloepus_hoffmanni ENSCHOG00000002097
loxodonta_africana ENSLAFG00000013777
echinops_telfairi ENSETEG00000013229
pan_paniscus ENSPPAG00000035560
pan_troglodytes ENSPTRG00000019547
homo_sapiens ENSG00000161048
gorilla_gorilla ENSGGOG00000008886
pongo_abelii ENSPPYG00000017879
nomascus_leucogenys ENSNLEG00000009381
macaca_mulatta ENSMMUG00000004236
macaca_nemestrina ENSMNEG00000040934
macaca_fascicularis ENSMFAG00000044187
papio_anubis ENSPANG00000006176
theropithecus_gelada ENSTGEG00000009647
cercocebus_atys ENSCATG00000036517
mandrillus_leucophaeus ENSMLEG00000040979
chlorocebus_sabaeus ENSCSAG00000011750
colobus_angolensis_palliatus ENSCANG00000038927
piliocolobus_tephrosceles ENSPTEG00000004744
rhinopithecus_roxellana ENSRROG00000045531
rhinopithecus_bieti ENSRBIG00000018714
cebus_capucinus_imitator ENSCCAG00000018660
saimiri_boliviensis_boliviensis ENSSBOG00000035673
callithrix_jacchus ENSCJAG00000021207
aotus_nancymaae ENSANAG00000025695
carlito_syrichta ENSTSYG00000005039
erinaceus_europaeus ENSEEUG00000001146
myotis_lucifugus ENSMLUG00000000236
sorex_araneus ENSSARG00000000570
phascolarctos_cinereus ENSPCIG00000016501
sarcophilus_harrisii ENSSHAG00000003848
notamacropus_eugenii ENSMEUG00000012230
monodelphis_domestica ENSMODG00000017219
ornithorhynchus_anatinus ENSOANG00000015054
lonchura_striata_domestica ENSLSDG00000012505
taeniopygia_guttata ENSTGUG00000002769
serinus_canaria ENSSCAG00000007823
cyanistes_caeruleus ENSCCEG00000010961
parus_major ENSPMJG00000003660
ficedula_albicollis ENSFALG00000010413
zonotrichia_albicollis ENSZALG00000012848
junco_hyemalis ENSJHYG00000009838
lepidothrix_coronata ENSLCOG00000009092
manacus_vitellinus ENSMVIG00005007482
melopsittacus_undulatus ENSMUNG00000016034
calidris_pygmaea ENSCPGG00000003963
calidris_pugnax ENSCPUG00000014084
anser_brachyrhynchus ENSABRG00000002140
anas_platyrhynchos_platyrhynchos ENSAPLG00000012076
coturnix_japonica ENSCJPG00005005352
meleagris_gallopavo ENSMGAG00000006208
gallus_gallus ENSGALG00000008285
numida_meleagris ENSNMEG00000003812
apteryx_haastii ENSAHAG00000016786
apteryx_owenii ENSAOWG00000008066
apteryx_rowi ENSARWG00000008337
dromaius_novaehollandiae ENSDNVG00000002244
nothoprocta_perdicaria ENSNPEG00000016146
crocodylus_porosus ENSCPRG00005014644
gopherus_agassizii ENSGAGG00000013044
chelonoidis_abingdonii ENSCABG00000013006
chrysemys_picta_bellii ENSCPBG00000014935
pelodiscus_sinensis ENSPSIG00000011220
anolis_carolinensis ENSACAG00000006489
pogona_vitticeps ENSPVIG00000024230
notechis_scutatus ENSNSUG00000002697
salvator_merianae ENSSMRG00000015726
sphenodon_punctatus ENSSPUG00000011699
xenopus_tropicalis ENSXETG00000019745
latimeria_chalumnae ENSLACG00000003221
petromyzon_marinus ENSPMAG00000004624
eptatretus_burgeri ENSEBUG00000016721
