ornithorhynchus_anatinus ENSOANG00000009693
theropithecus_gelada ENSTGEG00000018054
colobus_angolensis_palliatus ENSCANG00000039943
aotus_nancymaae ENSANAG00000005707
saimiri_boliviensis_boliviensis ENSSBOG00000035921
homo_sapiens ENSG00000163191
macaca_fascicularis ENSMFAG00000015955
macaca_nemestrina ENSMNEG00000018515
macaca_mulatta ENSMMUG00000030696
theropithecus_gelada ENSTGEG00000006531
papio_anubis ENSPANG00000033346
cercocebus_atys ENSCATG00000014556
chlorocebus_sabaeus ENSCSAG00000019428
macaca_nemestrina ENSMNEG00000032935
macaca_mulatta ENSMMUG00000004441
macaca_fascicularis ENSMFAG00000037514
mandrillus_leucophaeus ENSMLEG00000030945
cercocebus_atys ENSCATG00000033220
macaca_mulatta ENSMMUG00000047823
macaca_fascicularis ENSMFAG00000027126
macaca_nemestrina ENSMNEG00000024949
theropithecus_gelada ENSTGEG00000017656
papio_anubis ENSPANG00000011457
cercocebus_atys ENSCATG00000005498
chlorocebus_sabaeus ENSCSAG00000000541
theropithecus_gelada ENSTGEG00000016853
macaca_mulatta ENSMMUG00000029550
macaca_fascicularis ENSMFAG00000029021
macaca_nemestrina ENSMNEG00000038234
papio_anubis ENSPANG00000003825
cercocebus_atys ENSCATG00000014117
theropithecus_gelada ENSTGEG00000016213
mandrillus_leucophaeus ENSMLEG00000028069
rhinopithecus_bieti ENSRBIG00000041931
rhinopithecus_bieti ENSRBIG00000038731
rhinopithecus_roxellana ENSRROG00000012900
rhinopithecus_roxellana ENSRROG00000036104
piliocolobus_tephrosceles ENSPTEG00000018143
piliocolobus_tephrosceles ENSPTEG00000008812
piliocolobus_tephrosceles ENSPTEG00000004714
piliocolobus_tephrosceles ENSPTEG00000027526
colobus_angolensis_palliatus ENSCANG00000039208
callithrix_jacchus ENSCJAG00000045830
callithrix_jacchus ENSCJAG00000042211
callithrix_jacchus ENSCJAG00000044333
callithrix_jacchus ENSCJAG00000042812
callithrix_jacchus ENSCJAG00000042678
callithrix_jacchus ENSCJAG00000039848
callithrix_jacchus ENSCJAG00000039802
callithrix_jacchus ENSCJAG00000038853
rhinopithecus_roxellana ENSRROG00000043279
pan_troglodytes ENSPTRG00000001303
pan_paniscus ENSPPAG00000030540
gorilla_gorilla ENSGGOG00000008680
pongo_abelii ENSPPYG00000000848
nomascus_leucogenys ENSNLEG00000010324
nomascus_leucogenys ENSNLEG00000018748
cebus_capucinus_imitator ENSCCAG00000018909
cebus_capucinus_imitator ENSCCAG00000005854
cebus_capucinus_imitator ENSCCAG00000019701
callithrix_jacchus ENSCJAG00000042195
cebus_capucinus_imitator ENSCCAG00000031187
callithrix_jacchus ENSCJAG00000042215
cebus_capucinus_imitator ENSCCAG00000021367
saimiri_boliviensis_boliviensis ENSSBOG00000019520
saimiri_boliviensis_boliviensis ENSSBOG00000032187
saimiri_boliviensis_boliviensis ENSSBOG00000014766
aotus_nancymaae ENSANAG00000015152
aotus_nancymaae ENSANAG00000017378
aotus_nancymaae ENSANAG00000030118
aotus_nancymaae ENSANAG00000018212
cebus_capucinus_imitator ENSCCAG00000019181
saimiri_boliviensis_boliviensis ENSSBOG00000030591
aotus_nancymaae ENSANAG00000011026
papio_anubis ENSPANG00000030126
chlorocebus_sabaeus ENSCSAG00000019494
macaca_mulatta ENSMMUG00000023709
colobus_angolensis_palliatus ENSCANG00000034355
rhinopithecus_roxellana ENSRROG00000041256
pan_troglodytes ENSPTRG00000045496
pan_troglodytes ENSPTRG00000052762
pan_paniscus ENSPPAG00000033354
gorilla_gorilla ENSGGOG00000025778
nomascus_leucogenys ENSNLEG00000027252
carlito_syrichta ENSTSYG00000037098
carlito_syrichta ENSTSYG00000032861
carlito_syrichta ENSTSYG00000025570
propithecus_coquereli ENSPCOG00000014836
propithecus_coquereli ENSPCOG00000000107
prolemur_simus ENSPSMG00000003060
microcebus_murinus ENSMICG00000034130
otolemur_garnettii ENSOGAG00000014929
otolemur_garnettii ENSOGAG00000033402
otolemur_garnettii ENSOGAG00000033711
otolemur_garnettii ENSOGAG00000029408
otolemur_garnettii ENSOGAG00000033681
panthera_pardus ENSPPRG00000011955
felis_catus ENSFCAG00000027522
felis_catus ENSFCAG00000034166
canis_lupus_familiaris ENSCAFG00000012916
canis_lupus_dingo ENSCAFG00020009473
vulpes_vulpes ENSVVUG00000026015
vulpes_vulpes ENSVVUG00000013702
ursus_maritimus ENSUMAG00000001371
ursus_americanus ENSUAMG00000018498
ailuropoda_melanoleuca ENSAMEG00000004215
mustela_putorius_furo ENSMPUG00000018794
mustela_putorius_furo ENSMPUG00000003509
neovison_vison ENSNVIG00000014167
panthera_pardus ENSPPRG00000023830
panthera_tigris_altaica ENSPTIG00000012739
felis_catus ENSFCAG00000041899
myotis_lucifugus ENSMLUG00000014653
pteropus_vampyrus ENSPVAG00000007469
bos_mutus ENSBMUG00000024843
bos_taurus ENSBTAG00000015145
bison_bison_bison ENSBBBG00000013884
bos_mutus ENSBMUG00000006030
bos_taurus ENSBTAG00000048755
bison_bison_bison ENSBBBG00000025331
capra_hircus ENSCHIG00000009234
ovis_aries ENSOARG00000021079
tursiops_truncatus ENSTTRG00000001087
sus_scrofa ENSSSCG00000006610
vicugna_pacos ENSVPAG00000007662
equus_caballus ENSECAG00000019069
equus_asinus_asinus ENSEASG00005005188
erinaceus_europaeus ENSEEUG00000005210
octodon_degus ENSODEG00000019279
octodon_degus ENSODEG00000009608
octodon_degus ENSODEG00000016237
octodon_degus ENSODEG00000019439
octodon_degus ENSODEG00000001104
chinchilla_lanigera ENSCLAG00000000334
cavia_porcellus ENSCPOG00000009745
cavia_aperea ENSCAPG00000015631
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013312
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100008620
fukomys_damarensis ENSFDAG00000019114
dipodomys_ordii ENSDORG00000027002
castor_canadensis ENSCCNG00000016190
octodon_degus ENSODEG00000018697
felis_catus ENSFCAG00000043403
prolemur_simus ENSPSMG00000010122
loxodonta_africana ENSLAFG00000026763
procavia_capensis ENSPCAG00000016889
echinops_telfairi ENSETEG00000006272
dasypus_novemcinctus ENSDNOG00000045817
tupaia_belangeri ENSTBEG00000016141
rattus_norvegicus ENSRNOG00000037978
sorex_araneus ENSSARG00000006403
choloepus_hoffmanni ENSCHOG00000000175
lonchura_striata_domestica ENSLSDG00000012525
junco_hyemalis ENSJHYG00000006617
parus_major ENSPMJG00000001172
amphiprion_ocellaris ENSAOCG00000005627
amphiprion_percula ENSAPEG00000003521
stegastes_partitus ENSSPAG00000018075
oryzias_melastigma ENSOMEG00000006979
oryzias_latipes_asm223467v1 ENSORLG00000030520
seriola_lalandi_dorsalis ENSSLDG00000014692
labrus_bergylta ENSLBEG00000005309
poecilia_mexicana ENSPMEG00000012033
poecilia_latipinna ENSPLAG00000009307
poecilia_reticulata ENSPREG00000017025
gambusia_affinis ENSGAFG00000014920
fundulus_heteroclitus ENSFHEG00000020526
cynoglossus_semilaevis ENSCSEG00000002078
danio_rerio ENSDARG00000093628
astyanax_mexicanus ENSAMXG00000035272
pygocentrus_nattereri ENSPNAG00000011305
paramormyrops_kingsleyae ENSPKIG00000013840
astyanax_mexicanus ENSAMXG00000029851
pygocentrus_nattereri ENSPNAG00000009419
ictalurus_punctatus ENSIPUG00000006945
esox_lucius ENSELUG00000008472
scleropages_formosus ENSSFOG00015021416
anabas_testudineus ENSATEG00000009537
monopterus_albus ENSMALG00000018819
poecilia_latipinna ENSPLAG00000015644
poecilia_formosa ENSPFOG00000009763
poecilia_mexicana ENSPMEG00000011937
poecilia_reticulata ENSPREG00000019668
xiphophorus_maculatus ENSXMAG00000014816
xiphophorus_couchianus ENSXCOG00000019818
gambusia_affinis ENSGAFG00000005777
cyprinodon_variegatus ENSCVAG00000017519
kryptolebias_marmoratus ENSKMAG00000011320
oryzias_latipes_asm223467v1 ENSORLG00000025134
oryzias_latipes_asm223469v1 ENSORLG00015000272
oryzias_latipes_asm223471v1 ENSORLG00020014854
oryzias_melastigma ENSOMEG00000006318
mola_mola ENSMMOG00000016492
tetraodon_nigroviridis ENSTNIG00000017560
labrus_bergylta ENSLBEG00000026460
seriola_lalandi_dorsalis ENSSLDG00000014676
seriola_dumerili ENSSDUG00000018030
scophthalmus_maximus ENSSMAG00000003264
mastacembelus_armatus ENSMAMG00000016699
maylandia_zebra ENSMZEG00005026555
astatotilapia_calliptera ENSACLG00000010564
haplochromis_burtoni ENSHBUG00000020785
pundamilia_nyererei ENSPNYG00000010695
neolamprologus_brichardi ENSNBRG00000016388
amphilophus_citrinellus ENSACIG00000004006
amphiprion_ocellaris ENSAOCG00000009269
amphiprion_percula ENSAPEG00000008275
stegastes_partitus ENSSPAG00000022089
gadus_morhua ENSGMOG00000010916
lepisosteus_oculatus ENSLOCG00000007082
