mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0025077
maylandia_zebra ENSMZEG00005024022
astatotilapia_calliptera ENSACLG00000017182
neolamprologus_brichardi ENSNBRG00000022623
oreochromis_niloticus ENSONIG00000001849
amphilophus_citrinellus ENSACIG00000022380
hippocampus_comes ENSHCOG00000021219
gadus_morhua ENSGMOG00000014910
lepisosteus_oculatus ENSLOCG00000009774
ciona_savignyi ENSCSAVG00000000028
ciona_intestinalis ENSCING00000023326
