homo_sapiens ENSG00000197106
xenopus_tropicalis ENSXETG00000002025
astatotilapia_calliptera ENSACLG00000001594
maylandia_zebra ENSMZEG00005006618
pundamilia_nyererei ENSPNYG00000005188
haplochromis_burtoni ENSHBUG00000022205
oreochromis_niloticus ENSONIG00000002523
neolamprologus_brichardi ENSNBRG00000008836
amphilophus_citrinellus ENSACIG00000004362
acanthochromis_polyacanthus ENSAPOG00000018785
fundulus_heteroclitus ENSFHEG00000005060
cyprinodon_variegatus ENSCVAG00000013219
xiphophorus_maculatus ENSXMAG00000010082
xiphophorus_couchianus ENSXCOG00000006323
gambusia_affinis ENSGAFG00000001479
poecilia_formosa ENSPFOG00000012766
poecilia_latipinna ENSPLAG00000003550
poecilia_mexicana ENSPMEG00000002037
poecilia_reticulata ENSPREG00000014607
tetraodon_nigroviridis ENSTNIG00000015131
takifugu_rubripes ENSTRUG00000003091
mola_mola ENSMMOG00000002349
kryptolebias_marmoratus ENSKMAG00000017633
cynoglossus_semilaevis ENSCSEG00000004075
gasterosteus_aculeatus ENSGACG00000007913
labrus_bergylta ENSLBEG00000008319
scophthalmus_maximus ENSSMAG00000019078
hippocampus_comes ENSHCOG00000004101
hippocampus_comes ENSHCOG00000004070
acanthochromis_polyacanthus ENSAPOG00000002495
mastacembelus_armatus ENSMAMG00000010680
anabas_testudineus ENSATEG00000019245
seriola_lalandi_dorsalis ENSSLDG00000002605
seriola_dumerili ENSSDUG00000008711
amphiprion_percula ENSAPEG00000020178
amphiprion_ocellaris ENSAOCG00000024557
stegastes_partitus ENSSPAG00000004910
monopterus_albus ENSMALG00000019665
periophthalmus_magnuspinnatus ENSPMGG00000016043
oryzias_latipes_asm223467v1 ENSORLG00000006181
oryzias_latipes_asm223471v1 ENSORLG00020011282
oryzias_latipes_asm223469v1 ENSORLG00015003139
oryzias_melastigma ENSOMEG00000020740
gadus_morhua ENSGMOG00000001289
esox_lucius ENSELUG00000016171
pygocentrus_nattereri ENSPNAG00000007505
astyanax_mexicanus ENSAMXG00000002507
ictalurus_punctatus ENSIPUG00000004360
danio_rerio ENSDARG00000068787
amphiprion_percula ENSAPEG00000015088
amphiprion_ocellaris ENSAOCG00000022020
acanthochromis_polyacanthus ENSAPOG00000017654
stegastes_partitus ENSSPAG00000007702
pundamilia_nyererei ENSPNYG00000007441
haplochromis_burtoni ENSHBUG00000003206
maylandia_zebra ENSMZEG00005010891
neolamprologus_brichardi ENSNBRG00000006946
astatotilapia_calliptera ENSACLG00000022729
neolamprologus_brichardi ENSNBRG00000005472
oreochromis_niloticus ENSONIG00000018949
amphilophus_citrinellus ENSACIG00000019776
xiphophorus_couchianus ENSXCOG00000003790
xiphophorus_maculatus ENSXMAG00000001237
gambusia_affinis ENSGAFG00000021610
poecilia_formosa ENSPFOG00000000895
poecilia_mexicana ENSPMEG00000001936
poecilia_latipinna ENSPLAG00000003618
poecilia_reticulata ENSPREG00000004182
fundulus_heteroclitus ENSFHEG00000005547
cyprinodon_variegatus ENSCVAG00000003997
kryptolebias_marmoratus ENSKMAG00000021307
oryzias_latipes_asm223471v1 ENSORLG00020008075
oryzias_latipes_asm223469v1 ENSORLG00015004090
oryzias_latipes_asm223467v1 ENSORLG00000000421
oryzias_melastigma ENSOMEG00000014690
mastacembelus_armatus ENSMAMG00000023919
monopterus_albus ENSMALG00000017890
anabas_testudineus ENSATEG00000005939
seriola_lalandi_dorsalis ENSSLDG00000006636
seriola_lalandi_dorsalis ENSSLDG00000022459
seriola_dumerili ENSSDUG00000009404
scophthalmus_maximus ENSSMAG00000000423
labrus_bergylta ENSLBEG00000013123
gasterosteus_aculeatus ENSGACG00000001025
takifugu_rubripes ENSTRUG00000007884
tetraodon_nigroviridis ENSTNIG00000014640
mola_mola ENSMMOG00000021777
cynoglossus_semilaevis ENSCSEG00000002297
hippocampus_comes ENSHCOG00000005253
periophthalmus_magnuspinnatus ENSPMGG00000017645
gadus_morhua ENSGMOG00000008028
esox_lucius ENSELUG00000014593
astyanax_mexicanus ENSAMXG00000033997
paramormyrops_kingsleyae ENSPKIG00000003085
scleropages_formosus ENSSFOG00015019327
lepisosteus_oculatus ENSLOCG00000011692
latimeria_chalumnae ENSLACG00000018168
eptatretus_burgeri ENSEBUG00000002806
zonotrichia_albicollis ENSZALG00000006275
zonotrichia_albicollis ENSZALG00000006274
pogona_vitticeps ENSPVIG00000015458
eptatretus_burgeri ENSEBUG00000011050
