gasterosteus_aculeatus ENSGACG00000015290
ictidomys_tridecemlineatus ENSSTOG00000022775
marmota_marmota_marmota ENSMMMG00000006872
cavia_porcellus ENSCPOG00000000382
cavia_aperea ENSCAPG00000006541
octodon_degus ENSODEG00000004645
chinchilla_lanigera ENSCLAG00000015125
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000018408
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100012661
fukomys_damarensis ENSFDAG00000011970
cricetulus_griseus_crigri_1.0 ENSCGRG00000011155
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007277
cricetulus_griseus_crigri-picr ENSCGRG00015011466
mesocricetus_auratus ENSMAUG00000018222
peromyscus_maniculatus_bairdii ENSPEMG00000024492
microtus_ochrogaster ENSMOCG00000009332
mus_spicilegus ENSMSIG00000010758
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0031109
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000044952
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0029999
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0013220
rattus_norvegicus ENSRNOG00000024793
meriones_unguiculatus ENSMUGG00000026359
nannospalax_galili ENSNGAG00000018996
oryctolagus_cuniculus ENSOCUG00000027266
ochotona_princeps ENSOPRG00000017203
carlito_syrichta ENSTSYG00000009486
microcebus_murinus ENSMICG00000046215
prolemur_simus ENSPSMG00000013751
propithecus_coquereli ENSPCOG00000007716
otolemur_garnettii ENSOGAG00000005206
pan_troglodytes ENSPTRG00000044559
pan_paniscus ENSPPAG00000000521
gorilla_gorilla ENSGGOG00000010076
homo_sapiens ENSG00000188997
pongo_abelii ENSPPYG00000003720
nomascus_leucogenys ENSNLEG00000030708
mandrillus_leucophaeus ENSMLEG00000019386
theropithecus_gelada ENSTGEG00000002576
macaca_fascicularis ENSMFAG00000023980
macaca_mulatta ENSMMUG00000017473
macaca_nemestrina ENSMNEG00000009764
chlorocebus_sabaeus ENSCSAG00000000615
cercocebus_atys ENSCATG00000007922
papio_anubis ENSPANG00000012861
rhinopithecus_bieti ENSRBIG00000025743
rhinopithecus_roxellana ENSRROG00000015553
colobus_angolensis_palliatus ENSCANG00000014696
colobus_angolensis_palliatus ENSCANG00000012605
piliocolobus_tephrosceles ENSPTEG00000034789
cebus_capucinus_imitator ENSCCAG00000003376
callithrix_jacchus ENSCJAG00000043935
saimiri_boliviensis_boliviensis ENSSBOG00000036354
aotus_nancymaae ENSANAG00000008887
myotis_lucifugus ENSMLUG00000014632
loxodonta_africana ENSLAFG00000030533
procavia_capensis ENSPCAG00000015135
choloepus_hoffmanni ENSCHOG00000007291
dasypus_novemcinctus ENSDNOG00000011063
erinaceus_europaeus ENSEEUG00000000949
notamacropus_eugenii ENSMEUG00000012107
phascolarctos_cinereus ENSPCIG00000009181
monodelphis_domestica ENSMODG00000024059
sarcophilus_harrisii ENSSHAG00000018501
ornithorhynchus_anatinus ENSOANG00000005221
latimeria_chalumnae ENSLACG00000001206
