hippocampus_comes ENSHCOG00000017853
cricetulus_griseus_crigri_1.0 ENSCGRG00000006259
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001016845
cricetulus_griseus_crigri-picr ENSCGRG00015001500
mesocricetus_auratus ENSMAUG00000009200
nannospalax_galili ENSNGAG00000019795
urocitellus_parryii ENSUPAG00010016257
spermophilus_dauricus ENSSDAG00000018130
ictidomys_tridecemlineatus ENSSTOG00000009629
marmota_marmota_marmota ENSMMMG00000021029
chinchilla_lanigera ENSCLAG00000012895
octodon_degus ENSODEG00000017198
cavia_aperea ENSCAPG00000015366
cavia_porcellus ENSCPOG00000025557
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100018065
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000016154
castor_canadensis ENSCCNG00000023319
dipodomys_ordii ENSDORG00000027312
echinops_telfairi ENSETEG00000012579
vicugna_pacos ENSVPAG00000004931
capra_hircus ENSCHIG00000023615
ovis_aries ENSOARG00000020143
bos_mutus ENSBMUG00000000707
bos_taurus ENSBTAG00000019076
bison_bison_bison ENSBBBG00000000821
tursiops_truncatus ENSTTRG00000000040
sus_scrofa ENSSSCG00000004781
myotis_lucifugus ENSMLUG00000008201
pteropus_vampyrus ENSPVAG00000017079
ursus_maritimus ENSUMAG00000012924
ursus_americanus ENSUAMG00000004226
ailuropoda_melanoleuca ENSAMEG00000017191
neovison_vison ENSNVIG00000016399
mustela_putorius_furo ENSMPUG00000008398
canis_lupus_familiaris ENSCAFG00000008972
canis_lupus_dingo ENSCAFG00020005926
vulpes_vulpes ENSVVUG00000026462
panthera_pardus ENSPPRG00000009644
panthera_tigris_altaica ENSPTIG00000010294
felis_catus ENSFCAG00000013067
equus_asinus_asinus ENSEASG00005016572
equus_caballus ENSECAG00000017471
oryctolagus_cuniculus ENSOCUG00000026281
ochotona_princeps ENSOPRG00000006899
dasypus_novemcinctus ENSDNOG00000004408
sorex_araneus ENSSARG00000014041
loxodonta_africana ENSLAFG00000011715
procavia_capensis ENSPCAG00000000463
ornithorhynchus_anatinus ENSOANG00000010718
xenopus_tropicalis ENSXETG00000000279
