lepidothrix_coronata ENSLCOG00000010542
acanthochromis_polyacanthus ENSAPOG00000005097
astatotilapia_calliptera ENSACLG00000022287
astatotilapia_calliptera ENSACLG00000022305
astatotilapia_calliptera ENSACLG00000022312
haplochromis_burtoni ENSHBUG00000009837
maylandia_zebra ENSMZEG00005007366
pundamilia_nyererei ENSPNYG00000012877
neolamprologus_brichardi ENSNBRG00000009075
oreochromis_niloticus ENSONIG00000007298
amphilophus_citrinellus ENSACIG00000014123
cyprinodon_variegatus ENSCVAG00000018127
cyprinodon_variegatus ENSCVAG00000018135
poecilia_latipinna ENSPLAG00000009346
poecilia_mexicana ENSPMEG00000012198
poecilia_formosa ENSPFOG00000019091
poecilia_reticulata ENSPREG00000014291
xiphophorus_maculatus ENSXMAG00000026111
xiphophorus_couchianus ENSXCOG00000016897
gambusia_affinis ENSGAFG00000001722
fundulus_heteroclitus ENSFHEG00000008286
poecilia_mexicana ENSPMEG00000022070
poecilia_latipinna ENSPLAG00000005335
kryptolebias_marmoratus ENSKMAG00000021817
oryzias_melastigma ENSOMEG00000011124
oryzias_melastigma ENSOMEG00000011156
oryzias_latipes_asm223467v1 ENSORLG00000030561
oryzias_latipes_asm223467v1 ENSORLG00000029270
oryzias_latipes_asm223469v1 ENSORLG00015018340
oryzias_latipes_asm223471v1 ENSORLG00020001912
gasterosteus_aculeatus ENSGACG00000005553
cynoglossus_semilaevis ENSCSEG00000011586
hippocampus_comes ENSHCOG00000010282
labrus_bergylta ENSLBEG00000005307
mola_mola ENSMMOG00000003268
periophthalmus_magnuspinnatus ENSPMGG00000016966
takifugu_rubripes ENSTRUG00000017456
gadus_morhua ENSGMOG00000006668
esox_lucius ENSELUG00000020211
astyanax_mexicanus ENSAMXG00000033001
astyanax_mexicanus ENSAMXG00000034873
pygocentrus_nattereri ENSPNAG00000017138
ictalurus_punctatus ENSIPUG00000004905
danio_rerio ENSDARG00000095890
scleropages_formosus ENSSFOG00015008994
paramormyrops_kingsleyae ENSPKIG00000018168
lepisosteus_oculatus ENSLOCG00000003926
petromyzon_marinus ENSPMAG00000004710
eptatretus_burgeri ENSEBUG00000004639
meleagris_gallopavo ENSMGAG00000007805
numida_meleagris ENSNMEG00000014059
ornithorhynchus_anatinus ENSOANG00000002454
gallus_gallus ENSGALG00000039573
coturnix_japonica ENSCJPG00005004805
dromaius_novaehollandiae ENSDNVG00000011990
anas_platyrhynchos_platyrhynchos ENSAPLG00000028753
drosophila_melanogaster FBgn0034379
ciona_intestinalis ENSCING00000005006
drosophila_melanogaster FBgn0032815
