xiphophorus_maculatus ENSXMAG00000020181
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0028451
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0022192
rattus_norvegicus ENSRNOG00000023657
meriones_unguiculatus ENSMUGG00000003741
peromyscus_maniculatus_bairdii ENSPEMG00000027579
microtus_ochrogaster ENSMOCG00000001332
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001013859
cricetulus_griseus_crigri-picr ENSCGRG00015013031
mesocricetus_auratus ENSMAUG00000000174
nannospalax_galili ENSNGAG00000000029
jaculus_jaculus ENSJJAG00000010174
oryctolagus_cuniculus ENSOCUG00000016344
prolemur_simus ENSPSMG00000003754
microcebus_murinus ENSMICG00000036743
otolemur_garnettii ENSOGAG00000003968
homo_sapiens ENSG00000185477
gorilla_gorilla ENSGGOG00000041041
pan_paniscus ENSPPAG00000020409
pan_troglodytes ENSPTRG00000048747
pongo_abelii ENSPPYG00000014931
nomascus_leucogenys ENSNLEG00000018567
theropithecus_gelada ENSTGEG00000004860
macaca_mulatta ENSMMUG00000045545
chlorocebus_sabaeus ENSCSAG00000000409
piliocolobus_tephrosceles ENSPTEG00000021995
callithrix_jacchus ENSCJAG00000022026
tursiops_truncatus ENSTTRG00000011829
echinops_telfairi ENSETEG00000006885
neovison_vison ENSNVIG00000022443
mustela_putorius_furo ENSMPUG00000019096
ursus_americanus ENSUAMG00000011937
canis_lupus_familiaris ENSCAFG00000009859
canis_lupus_dingo ENSCAFG00020004239
vulpes_vulpes ENSVVUG00000007735
equus_asinus_asinus ENSEASG00005012469
capra_hircus ENSCHIG00000008090
ovis_aries ENSOARG00000000392
bos_taurus ENSBTAG00000045966
bos_mutus ENSBMUG00000020093
bison_bison_bison ENSBBBG00000011131
sus_scrofa ENSSSCG00000039821
choloepus_hoffmanni ENSCHOG00000004157
dasypus_novemcinctus ENSDNOG00000019902
loxodonta_africana ENSLAFG00000025610
phascolarctos_cinereus ENSPCIG00000033839
gambusia_affinis ENSGAFG00000008589
fundulus_heteroclitus ENSFHEG00000008258
astatotilapia_calliptera ENSACLG00000015201
seriola_lalandi_dorsalis ENSSLDG00000000950
esox_lucius ENSELUG00000007484
pygocentrus_nattereri ENSPNAG00000001004
astyanax_mexicanus ENSAMXG00000025919
ictalurus_punctatus ENSIPUG00000002359
danio_rerio ENSDARG00000088882
mola_mola ENSMMOG00000005378
mastacembelus_armatus ENSMAMG00000008673
oryzias_latipes_asm223467v1 ENSORLG00000030593
oryzias_latipes_asm223469v1 ENSORLG00015013603
oryzias_melastigma ENSOMEG00000016741
cynoglossus_semilaevis ENSCSEG00000018104
amphiprion_percula ENSAPEG00000002419
amphiprion_ocellaris ENSAOCG00000011638
acanthochromis_polyacanthus ENSAPOG00000024339
stegastes_partitus ENSSPAG00000022378
labrus_bergylta ENSLBEG00000014981
maylandia_zebra ENSMZEG00005018552
astatotilapia_calliptera ENSACLG00000006569
pundamilia_nyererei ENSPNYG00000003599
haplochromis_burtoni ENSHBUG00000017826
neolamprologus_brichardi ENSNBRG00000018723
amphilophus_citrinellus ENSACIG00000010581
monopterus_albus ENSMALG00000011698
anabas_testudineus ENSATEG00000006048
seriola_lalandi_dorsalis ENSSLDG00000018307
seriola_dumerili ENSSDUG00000015734
scophthalmus_maximus ENSSMAG00000018639
periophthalmus_magnuspinnatus ENSPMGG00000012119
esox_lucius ENSELUG00000012909
pygocentrus_nattereri ENSPNAG00000008169
astyanax_mexicanus ENSAMXG00000025313
ictalurus_punctatus ENSIPUG00000017833
danio_rerio ENSDARG00000104084
scleropages_formosus ENSSFOG00015021213
paramormyrops_kingsleyae ENSPKIG00000002703
pygocentrus_nattereri ENSPNAG00000026352
astyanax_mexicanus ENSAMXG00000025211
ictalurus_punctatus ENSIPUG00000014667
phascolarctos_cinereus ENSPCIG00000007964
notamacropus_eugenii ENSMEUG00000013952
sarcophilus_harrisii ENSSHAG00000007838
monodelphis_domestica ENSMODG00000002697
loxodonta_africana ENSLAFG00000016467
procavia_capensis ENSPCAG00000001476
echinops_telfairi ENSETEG00000015265
bos_taurus ENSBTAG00000046597
bos_mutus ENSBMUG00000026776
bison_bison_bison ENSBBBG00000001738
capra_hircus ENSCHIG00000018615
ovis_aries ENSOARG00000000902
tursiops_truncatus ENSTTRG00000012546
pteropus_vampyrus ENSPVAG00000007176
ursus_americanus ENSUAMG00000007723
ursus_maritimus ENSUMAG00000015431
ailuropoda_melanoleuca ENSAMEG00000020069
neovison_vison ENSNVIG00000024530
mustela_putorius_furo ENSMPUG00000019516
canis_lupus_dingo ENSCAFG00020012318
canis_lupus_familiaris ENSCAFG00000016101
vulpes_vulpes ENSVVUG00000025936
panthera_pardus ENSPPRG00000021954
panthera_tigris_altaica ENSPTIG00000002365
felis_catus ENSFCAG00000000312
equus_asinus_asinus ENSEASG00005019477
equus_caballus ENSECAG00000004381
sorex_araneus ENSSARG00000009172
cavia_porcellus ENSCPOG00000032327
chinchilla_lanigera ENSCLAG00000017398
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000020252
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100020073
fukomys_damarensis ENSFDAG00000015003
castor_canadensis ENSCCNG00000031668
ictidomys_tridecemlineatus ENSSTOG00000005918
urocitellus_parryii ENSUPAG00010005486
marmota_marmota_marmota ENSMMMG00000012057
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0020000
mus_spicilegus ENSMSIG00000013885
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000071531
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0019114
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0030131
rattus_norvegicus ENSRNOG00000055042
meriones_unguiculatus ENSMUGG00000013739
cricetulus_griseus_crigri_1.0 ENSCGRG00000020051
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001009141
cricetulus_griseus_crigri-picr ENSCGRG00015018919
microtus_ochrogaster ENSMOCG00000016766
peromyscus_maniculatus_bairdii ENSPEMG00000013767
oryctolagus_cuniculus ENSOCUG00000005728
prolemur_simus ENSPSMG00000008086
otolemur_garnettii ENSOGAG00000026717
pan_troglodytes ENSPTRG00000029895
pan_paniscus ENSPPAG00000031808
homo_sapiens ENSG00000204175
gorilla_gorilla ENSGGOG00000013053
nomascus_leucogenys ENSNLEG00000018630
macaca_fascicularis ENSMFAG00000034903
macaca_mulatta ENSMMUG00000013444
macaca_nemestrina ENSMNEG00000027130
theropithecus_gelada ENSTGEG00000014455
mandrillus_leucophaeus ENSMLEG00000013513
chlorocebus_sabaeus ENSCSAG00000018423
saimiri_boliviensis_boliviensis ENSSBOG00000029209
callithrix_jacchus ENSCJAG00000045811
tupaia_belangeri ENSTBEG00000008934
dasypus_novemcinctus ENSDNOG00000016039
ornithorhynchus_anatinus ENSOANG00000003078
xenopus_tropicalis ENSXETG00000018377
gopherus_agassizii ENSGAGG00000019395
chelonoidis_abingdonii ENSCABG00000016284
chrysemys_picta_bellii ENSCPBG00000007557
pelodiscus_sinensis ENSPSIG00000005564
anas_platyrhynchos_platyrhynchos ENSAPLG00000002369
anser_brachyrhynchus ENSABRG00000022324
coturnix_japonica ENSCJPG00005012364
gallus_gallus ENSGALG00000002048
numida_meleagris ENSNMEG00000013962
meleagris_gallopavo ENSMGAG00000016165
calidris_pygmaea ENSCPGG00000012581
calidris_pugnax ENSCPUG00000011129
melopsittacus_undulatus ENSMUNG00000008246
zonotrichia_albicollis ENSZALG00000013336
junco_hyemalis ENSJHYG00000001769
lonchura_striata_domestica ENSLSDG00000008654
parus_major ENSPMJG00000015449
cyanistes_caeruleus ENSCCEG00000019820
serinus_canaria ENSSCAG00000003385
taeniopygia_guttata ENSTGUG00000005816
ficedula_albicollis ENSFALG00000006738
manacus_vitellinus ENSMVIG00005015617
lepidothrix_coronata ENSLCOG00000001830
apteryx_haastii ENSAHAG00000011153
apteryx_owenii ENSAOWG00000017488
apteryx_rowi ENSARWG00000003031
dromaius_novaehollandiae ENSDNVG00000003528
nothoprocta_perdicaria ENSNPEG00000015178
sphenodon_punctatus ENSSPUG00000006219
crocodylus_porosus ENSCPRG00005010411
salvator_merianae ENSSMRG00000007545
latimeria_chalumnae ENSLACG00000003869
pogona_vitticeps ENSPVIG00000006804
anolis_carolinensis ENSACAG00000014929
notechis_scutatus ENSNSUG00000013053
