echinops_telfairi ENSETEG00000009961
acanthochromis_polyacanthus ENSAPOG00000018078
stegastes_partitus ENSSPAG00000005317
poecilia_reticulata ENSPREG00000014541
poecilia_reticulata ENSPREG00000014535
poecilia_formosa ENSPFOG00000019988
poecilia_latipinna ENSPLAG00000005414
poecilia_mexicana ENSPMEG00000016269
xiphophorus_maculatus ENSXMAG00000019695
xiphophorus_couchianus ENSXCOG00000005409
gambusia_affinis ENSGAFG00000010974
fundulus_heteroclitus ENSFHEG00000009875
astatotilapia_calliptera ENSACLG00000022650
pundamilia_nyererei ENSPNYG00000020087
haplochromis_burtoni ENSHBUG00000003150
maylandia_zebra ENSMZEG00005000952
neolamprologus_brichardi ENSNBRG00000006212
amphilophus_citrinellus ENSACIG00000022844
hippocampus_comes ENSHCOG00000012563
mola_mola ENSMMOG00000010054
esox_lucius ENSELUG00000013667
periophthalmus_magnuspinnatus ENSPMGG00000020483
