lepisosteus_oculatus ENSLOCG00000009845
cricetulus_griseus_crigri_1.0 ENSCGRG00000005702
cricetulus_griseus_crigri-picr ENSCGRG00015000146
mesocricetus_auratus ENSMAUG00000000454
microtus_ochrogaster ENSMOCG00000002507
peromyscus_maniculatus_bairdii ENSPEMG00000022322
nannospalax_galili ENSNGAG00000013927
jaculus_jaculus ENSJJAG00000022386
oryctolagus_cuniculus ENSOCUG00000017377
ochotona_princeps ENSOPRG00000007611
tupaia_belangeri ENSTBEG00000012982
gorilla_gorilla ENSGGOG00000015748
homo_sapiens ENSG00000132561
pan_paniscus ENSPPAG00000034929
pan_troglodytes ENSPTRG00000020451
pongo_abelii ENSPPYG00000018773
nomascus_leucogenys ENSNLEG00000003768
piliocolobus_tephrosceles ENSPTEG00000037560
piliocolobus_tephrosceles ENSPTEG00000003960
colobus_angolensis_palliatus ENSCANG00000000200
rhinopithecus_roxellana ENSRROG00000043967
rhinopithecus_bieti ENSRBIG00000044408
papio_anubis ENSPANG00000024751
mandrillus_leucophaeus ENSMLEG00000020381
cercocebus_atys ENSCATG00000015517
theropithecus_gelada ENSTGEG00000001447
macaca_fascicularis ENSMFAG00000042275
macaca_nemestrina ENSMNEG00000040955
macaca_mulatta ENSMMUG00000020072
chlorocebus_sabaeus ENSCSAG00000012367
cebus_capucinus_imitator ENSCCAG00000029967
callithrix_jacchus ENSCJAG00000015501
saimiri_boliviensis_boliviensis ENSSBOG00000002029
aotus_nancymaae ENSANAG00000032694
carlito_syrichta ENSTSYG00000004708
propithecus_coquereli ENSPCOG00000028802
microcebus_murinus ENSMICG00000006923
prolemur_simus ENSPSMG00000011943
otolemur_garnettii ENSOGAG00000000513
loxodonta_africana ENSLAFG00000005628
procavia_capensis ENSPCAG00000002377
echinops_telfairi ENSETEG00000006343
ursus_americanus ENSUAMG00000025921
choloepus_hoffmanni ENSCHOG00000013172
dasypus_novemcinctus ENSDNOG00000013792
ornithorhynchus_anatinus ENSOANG00000003682
ornithorhynchus_anatinus ENSOANG00000020146
pogona_vitticeps ENSPVIG00000014439
anolis_carolinensis ENSACAG00000016002
notechis_scutatus ENSNSUG00000012677
salvator_merianae ENSSMRG00000007436
sphenodon_punctatus ENSSPUG00000010128
meleagris_gallopavo ENSMGAG00000012141
melopsittacus_undulatus ENSMUNG00000000179
ficedula_albicollis ENSFALG00000005696
cyanistes_caeruleus ENSCCEG00000008624
calidris_pygmaea ENSCPGG00000013854
melopsittacus_undulatus ENSMUNG00000000185
apteryx_owenii ENSAOWG00000000091
apteryx_haastii ENSAHAG00000014676
apteryx_rowi ENSARWG00000004918
nothoprocta_perdicaria ENSNPEG00000014321
zonotrichia_albicollis ENSZALG00000013060
junco_hyemalis ENSJHYG00000003996
serinus_canaria ENSSCAG00000004036
parus_major ENSPMJG00000007065
cyanistes_caeruleus ENSCCEG00000008642
manacus_vitellinus ENSMVIG00005015328
calidris_pugnax ENSCPUG00000002429
anser_brachyrhynchus ENSABRG00000000565
anas_platyrhynchos_platyrhynchos ENSAPLG00000014019
gallus_gallus ENSGALG00000044675
coturnix_japonica ENSCJPG00005000677
numida_meleagris ENSNMEG00000004566
dromaius_novaehollandiae ENSDNVG00000006579
apteryx_haastii ENSAHAG00000014680
apteryx_owenii ENSAOWG00000000100
apteryx_rowi ENSARWG00000004916
calidris_pygmaea ENSCPGG00000013839
taeniopygia_guttata ENSTGUG00000011992
lonchura_striata_domestica ENSLSDG00000002337
ficedula_albicollis ENSFALG00000005691
lepidothrix_coronata ENSLCOG00000008199
crocodylus_porosus ENSCPRG00005002948
gopherus_agassizii ENSGAGG00000021938
chelonoidis_abingdonii ENSCABG00000016020
chrysemys_picta_bellii ENSCPBG00000006344
pelodiscus_sinensis ENSPSIG00000013370
latimeria_chalumnae ENSLACG00000008871
scophthalmus_maximus ENSSMAG00000010420
cynoglossus_semilaevis ENSCSEG00000008654
monopterus_albus ENSMALG00000008177
anabas_testudineus ENSATEG00000024806
mastacembelus_armatus ENSMAMG00000003989
seriola_lalandi_dorsalis ENSSLDG00000012668
seriola_dumerili ENSSDUG00000007898
amphiprion_percula ENSAPEG00000007695
amphiprion_ocellaris ENSAOCG00000010914
acanthochromis_polyacanthus ENSAPOG00000008131
stegastes_partitus ENSSPAG00000015024
pundamilia_nyererei ENSPNYG00000004311
maylandia_zebra ENSMZEG00005025451
neolamprologus_brichardi ENSNBRG00000002186
astatotilapia_calliptera ENSACLG00000011012
maylandia_zebra ENSMZEG00005028250
haplochromis_burtoni ENSHBUG00000021616
oreochromis_niloticus ENSONIG00000016442
amphilophus_citrinellus ENSACIG00000004026
poecilia_reticulata ENSPREG00000016949
poecilia_latipinna ENSPLAG00000008607
poecilia_formosa ENSPFOG00000012704
xiphophorus_maculatus ENSXMAG00000003255
xiphophorus_couchianus ENSXCOG00000016107
gambusia_affinis ENSGAFG00000019774
fundulus_heteroclitus ENSFHEG00000019565
poecilia_mexicana ENSPMEG00000019546
poecilia_reticulata ENSPREG00000020984
xiphophorus_couchianus ENSXCOG00000017037
cyprinodon_variegatus ENSCVAG00000022201
kryptolebias_marmoratus ENSKMAG00000001389
oryzias_latipes_asm223471v1 ENSORLG00020022456
oryzias_latipes_asm223467v1 ENSORLG00000002891
oryzias_latipes_asm223469v1 ENSORLG00015012649
oryzias_melastigma ENSOMEG00000015004
tetraodon_nigroviridis ENSTNIG00000013295
takifugu_rubripes ENSTRUG00000010697
periophthalmus_magnuspinnatus ENSPMGG00000022232
gadus_morhua ENSGMOG00000010960
astyanax_mexicanus ENSAMXG00000014456
paramormyrops_kingsleyae ENSPKIG00000016233
scleropages_formosus ENSSFOG00015007494
latimeria_chalumnae ENSLACG00000008049
poecilia_formosa ENSPFOG00000010098
eptatretus_burgeri ENSEBUG00000008578
