meleagris_gallopavo ENSMGAG00000003467
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001021130
cricetulus_griseus_crigri_1.0 ENSCGRG00000007599
mesocricetus_auratus ENSMAUG00000016484
mus_spicilegus ENSMSIG00000015928
mus_spicilegus ENSMSIG00000019644
mus_spicilegus ENSMSIG00000010024
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000013089
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0021499
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0020603
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0016307
rattus_norvegicus ENSRNOG00000001785
meriones_unguiculatus ENSMUGG00000015008
nannospalax_galili ENSNGAG00000005080
jaculus_jaculus ENSJJAG00000008806
ochotona_princeps ENSOPRG00000014185
oryctolagus_cuniculus ENSOCUG00000005233
tupaia_belangeri ENSTBEG00000014406
carlito_syrichta ENSTSYG00000009845
carlito_syrichta ENSTSYG00000003306
saimiri_boliviensis_boliviensis ENSSBOG00000026130
callithrix_jacchus ENSCJAG00000014672
cebus_capucinus_imitator ENSCCAG00000020480
aotus_nancymaae ENSANAG00000024509
pan_paniscus ENSPPAG00000028036
pan_troglodytes ENSPTRG00000015709
homo_sapiens ENSG00000244405
gorilla_gorilla ENSGGOG00000001652
pongo_abelii ENSPPYG00000014376
nomascus_leucogenys ENSNLEG00000006533
rhinopithecus_bieti ENSRBIG00000030144
rhinopithecus_roxellana ENSRROG00000016280
colobus_angolensis_palliatus ENSCANG00000002931
piliocolobus_tephrosceles ENSPTEG00000023937
theropithecus_gelada ENSTGEG00000021064
papio_anubis ENSPANG00000008474
mandrillus_leucophaeus ENSMLEG00000039363
macaca_fascicularis ENSMFAG00000002368
macaca_mulatta ENSMMUG00000013610
macaca_nemestrina ENSMNEG00000034873
cercocebus_atys ENSCATG00000041969
chlorocebus_sabaeus ENSCSAG00000014046
microcebus_murinus ENSMICG00000049011
prolemur_simus ENSPSMG00000017640
propithecus_coquereli ENSPCOG00000027859
otolemur_garnettii ENSOGAG00000005391
erinaceus_europaeus ENSEEUG00000003754
sorex_araneus ENSSARG00000006466
ursus_americanus ENSUAMG00000000660
ursus_maritimus ENSUMAG00000004838
ailuropoda_melanoleuca ENSAMEG00000016732
neovison_vison ENSNVIG00000019658
mustela_putorius_furo ENSMPUG00000003163
canis_lupus_dingo ENSCAFG00020005462
canis_lupus_familiaris ENSCAFG00000013420
vulpes_vulpes ENSVVUG00000012993
panthera_tigris_altaica ENSPTIG00000011030
panthera_pardus ENSPPRG00000000273
felis_catus ENSFCAG00000028670
bos_mutus ENSBMUG00000017609
bos_taurus ENSBTAG00000014915
bison_bison_bison ENSBBBG00000020505
capra_hircus ENSCHIG00000015138
ovis_aries ENSOARG00000020548
tursiops_truncatus ENSTTRG00000000807
sus_scrofa ENSSSCG00000023229
vicugna_pacos ENSVPAG00000012018
equus_caballus ENSECAG00000000221
equus_asinus_asinus ENSEASG00005013890
myotis_lucifugus ENSMLUG00000004453
pteropus_vampyrus ENSPVAG00000012787
notamacropus_eugenii ENSMEUG00000007224
phascolarctos_cinereus ENSPCIG00000025881
sarcophilus_harrisii ENSSHAG00000005472
monodelphis_domestica ENSMODG00000013273
ornithorhynchus_anatinus ENSOANG00000003707
latimeria_chalumnae ENSLACG00000016779
lepisosteus_oculatus ENSLOCG00000006746
oryzias_melastigma ENSOMEG00000021376
