equus_caballus ENSECAG00000016542
mandrillus_leucophaeus ENSMLEG00000033008
theropithecus_gelada ENSTGEG00000022883
papio_anubis ENSPANG00000002091
cebus_capucinus_imitator ENSCCAG00000021341
saimiri_boliviensis_boliviensis ENSSBOG00000015923
callithrix_jacchus ENSCJAG00000000664
aotus_nancymaae ENSANAG00000032840
carlito_syrichta ENSTSYG00000006943
propithecus_coquereli ENSPCOG00000013231
microcebus_murinus ENSMICG00000049321
prolemur_simus ENSPSMG00000018534
otolemur_garnettii ENSOGAG00000004922
echinops_telfairi ENSETEG00000006208
dasypus_novemcinctus ENSDNOG00000044574
choloepus_hoffmanni ENSCHOG00000012784
loxodonta_africana ENSLAFG00000002677
pteropus_vampyrus ENSPVAG00000001062
homo_sapiens ENSG00000285635
chinchilla_lanigera ENSCLAG00000014998
phascolarctos_cinereus ENSPCIG00000006950
sarcophilus_harrisii ENSSHAG00000002040
monodelphis_domestica ENSMODG00000017065
ornithorhynchus_anatinus ENSOANG00000007535
anolis_carolinensis ENSACAG00000010834
pogona_vitticeps ENSPVIG00000019651
notechis_scutatus ENSNSUG00000010479
salvator_merianae ENSSMRG00000005156
sphenodon_punctatus ENSSPUG00000008441
gopherus_agassizii ENSGAGG00000001119
chelonoidis_abingdonii ENSCABG00000022135
chrysemys_picta_bellii ENSCPBG00000020901
pelodiscus_sinensis ENSPSIG00000003810
apteryx_rowi ENSARWG00000015865
apteryx_owenii ENSAOWG00000005425
apteryx_haastii ENSAHAG00000001976
dromaius_novaehollandiae ENSDNVG00000007812
nothoprocta_perdicaria ENSNPEG00000005321
anser_brachyrhynchus ENSABRG00000009018
anas_platyrhynchos_platyrhynchos ENSAPLG00000010306
meleagris_gallopavo ENSMGAG00000014355
coturnix_japonica ENSCJPG00005017483
gallus_gallus ENSGALG00000015240
numida_meleagris ENSNMEG00000017244
taeniopygia_guttata ENSTGUG00000013439
lonchura_striata_domestica ENSLSDG00000005568
serinus_canaria ENSSCAG00000008979
junco_hyemalis ENSJHYG00000017839
parus_major ENSPMJG00000011121
ficedula_albicollis ENSFALG00000005759
cyanistes_caeruleus ENSCCEG00000015313
zonotrichia_albicollis ENSZALG00000015126
melopsittacus_undulatus ENSMUNG00000005218
lepidothrix_coronata ENSLCOG00000008905
manacus_vitellinus ENSMVIG00005011351
calidris_pygmaea ENSCPGG00000002071
calidris_pugnax ENSCPUG00000004830
crocodylus_porosus ENSCPRG00005004299
xenopus_tropicalis ENSXETG00000002047
latimeria_chalumnae ENSLACG00000015896
poecilia_formosa ENSPFOG00000014313
poecilia_mexicana ENSPMEG00000010727
poecilia_latipinna ENSPLAG00000012632
poecilia_reticulata ENSPREG00000015546
xiphophorus_couchianus ENSXCOG00000002784
xiphophorus_maculatus ENSXMAG00000018393
poecilia_reticulata ENSPREG00000015627
poecilia_reticulata ENSPREG00000015580
poecilia_latipinna ENSPLAG00000012685
xiphophorus_maculatus ENSXMAG00000025349
xiphophorus_couchianus ENSXCOG00000002781
gambusia_affinis ENSGAFG00000013646
cyprinodon_variegatus ENSCVAG00000020490
fundulus_heteroclitus ENSFHEG00000007185
takifugu_rubripes ENSTRUG00000021257
tetraodon_nigroviridis ENSTNIG00000015539
amphiprion_ocellaris ENSAOCG00000006542
amphiprion_percula ENSAPEG00000006233
acanthochromis_polyacanthus ENSAPOG00000021398
stegastes_partitus ENSSPAG00000021667
hippocampus_comes ENSHCOG00000019320
mola_mola ENSMMOG00000019588
labrus_bergylta ENSLBEG00000004019
gasterosteus_aculeatus ENSGACG00000010082
monopterus_albus ENSMALG00000017882
mastacembelus_armatus ENSMAMG00000005925
anabas_testudineus ENSATEG00000009421
seriola_lalandi_dorsalis ENSSLDG00000017311
seriola_dumerili ENSSDUG00000002735
scophthalmus_maximus ENSSMAG00000003331
astatotilapia_calliptera ENSACLG00000020122
astatotilapia_calliptera ENSACLG00000027632
maylandia_zebra ENSMZEG00005003050
pundamilia_nyererei ENSPNYG00000005988
haplochromis_burtoni ENSHBUG00000023038
neolamprologus_brichardi ENSNBRG00000016524
oreochromis_niloticus ENSONIG00000001721
amphilophus_citrinellus ENSACIG00000012440
kryptolebias_marmoratus ENSKMAG00000022103
oryzias_latipes_asm223471v1 ENSORLG00020021702
oryzias_latipes_asm223469v1 ENSORLG00015019060
oryzias_latipes_asm223467v1 ENSORLG00000005599
oryzias_melastigma ENSOMEG00000013631
cynoglossus_semilaevis ENSCSEG00000013774
periophthalmus_magnuspinnatus ENSPMGG00000012823
gadus_morhua ENSGMOG00000013914
esox_lucius ENSELUG00000014744
astyanax_mexicanus ENSAMXG00000037752
pygocentrus_nattereri ENSPNAG00000011045
ictalurus_punctatus ENSIPUG00000015853
danio_rerio ENSDARG00000062025
paramormyrops_kingsleyae ENSPKIG00000008002
scleropages_formosus ENSSFOG00015000500
lepisosteus_oculatus ENSLOCG00000010115
lepisosteus_oculatus ENSLOCG00000010105
lepisosteus_oculatus ENSLOCG00000010096
scleropages_formosus ENSSFOG00015007356
eptatretus_burgeri ENSEBUG00000008151
ciona_savignyi ENSCSAVG00000009863
drosophila_melanogaster FBgn0021944
piliocolobus_tephrosceles ENSPTEG00000004053
saccharomyces_cerevisiae_strain_s288c YDR044W
