chrysemys_picta_bellii ENSCPBG00000000449
fundulus_heteroclitus ENSFHEG00000013580
cyprinodon_variegatus ENSCVAG00000018290
kryptolebias_marmoratus ENSKMAG00000004780
oryzias_latipes_asm223471v1 ENSORLG00020014904
oryzias_latipes_asm223467v1 ENSORLG00000025275
oryzias_latipes_asm223469v1 ENSORLG00015020664
oryzias_melastigma ENSOMEG00000001827
pundamilia_nyererei ENSPNYG00000010007
maylandia_zebra ENSMZEG00005024007
astatotilapia_calliptera ENSACLG00000023901
haplochromis_burtoni ENSHBUG00000001640
neolamprologus_brichardi ENSNBRG00000001766
amphilophus_citrinellus ENSACIG00000023857
seriola_lalandi_dorsalis ENSSLDG00000022263
seriola_dumerili ENSSDUG00000013013
scophthalmus_maximus ENSSMAG00000002881
monopterus_albus ENSMALG00000010782
mastacembelus_armatus ENSMAMG00000011676
anabas_testudineus ENSATEG00000010814
gasterosteus_aculeatus ENSGACG00000011936
amphiprion_percula ENSAPEG00000011660
acanthochromis_polyacanthus ENSAPOG00000022326
stegastes_partitus ENSSPAG00000013691
amphiprion_ocellaris ENSAOCG00000012835
labrus_bergylta ENSLBEG00000027773
hippocampus_comes ENSHCOG00000010366
periophthalmus_magnuspinnatus ENSPMGG00000002796
esox_lucius ENSELUG00000022767
astyanax_mexicanus ENSAMXG00000009911
pygocentrus_nattereri ENSPNAG00000010417
ictalurus_punctatus ENSIPUG00000021161
danio_rerio ENSDARG00000058869
paramormyrops_kingsleyae ENSPKIG00000002547
scleropages_formosus ENSSFOG00015023456
lepisosteus_oculatus ENSLOCG00000008861
