gasterosteus_aculeatus ENSGACG00000020839
chelonoidis_abingdonii ENSCABG00000005469
chrysemys_picta_bellii ENSCPBG00000014455
pelodiscus_sinensis ENSPSIG00000007696
gallus_gallus ENSGALG00000006919
coturnix_japonica ENSCJPG00005016474
meleagris_gallopavo ENSMGAG00000004600
anser_brachyrhynchus ENSABRG00000010810
anas_platyrhynchos_platyrhynchos ENSAPLG00000007116
junco_hyemalis ENSJHYG00000008750
ficedula_albicollis ENSFALG00000003997
cyanistes_caeruleus ENSCCEG00000004468
parus_major ENSPMJG00000004629
serinus_canaria ENSSCAG00000002819
taeniopygia_guttata ENSTGUG00000002455
manacus_vitellinus ENSMVIG00005009156
lepidothrix_coronata ENSLCOG00000002691
melopsittacus_undulatus ENSMUNG00000013811
calidris_pygmaea ENSCPGG00000019028
calidris_pugnax ENSCPUG00000002730
dromaius_novaehollandiae ENSDNVG00000000551
crocodylus_porosus ENSCPRG00005009967
anolis_carolinensis ENSACAG00000013999
notechis_scutatus ENSNSUG00000020636
salvator_merianae ENSSMRG00000008469
sphenodon_punctatus ENSSPUG00000013803
phascolarctos_cinereus ENSPCIG00000002558
notamacropus_eugenii ENSMEUG00000006152
sarcophilus_harrisii ENSSHAG00000017166
monodelphis_domestica ENSMODG00000014360
pan_paniscus ENSPPAG00000033485
pan_troglodytes ENSPTRG00000022070
homo_sapiens ENSG00000124429
gorilla_gorilla ENSGGOG00000016908
pongo_abelii ENSPPYG00000020519
nomascus_leucogenys ENSNLEG00000002694
mandrillus_leucophaeus ENSMLEG00000028168
cercocebus_atys ENSCATG00000041709
macaca_nemestrina ENSMNEG00000033839
macaca_fascicularis ENSMFAG00000043870
macaca_mulatta ENSMMUG00000013604
papio_anubis ENSPANG00000012903
theropithecus_gelada ENSTGEG00000026049
chlorocebus_sabaeus ENSCSAG00000010519
piliocolobus_tephrosceles ENSPTEG00000011812
colobus_angolensis_palliatus ENSCANG00000040923
rhinopithecus_roxellana ENSRROG00000036594
rhinopithecus_bieti ENSRBIG00000041674
saimiri_boliviensis_boliviensis ENSSBOG00000028149
callithrix_jacchus ENSCJAG00000010342
cebus_capucinus_imitator ENSCCAG00000033901
aotus_nancymaae ENSANAG00000027640
carlito_syrichta ENSTSYG00000004129
microcebus_murinus ENSMICG00000005035
propithecus_coquereli ENSPCOG00000024295
prolemur_simus ENSPSMG00000000966
otolemur_garnettii ENSOGAG00000002774
cricetulus_griseus_crigri_1.0 ENSCGRG00000003075
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015632
cricetulus_griseus_crigri-picr ENSCGRG00015019623
mesocricetus_auratus ENSMAUG00000012853
peromyscus_maniculatus_bairdii ENSPEMG00000023660
microtus_ochrogaster ENSMOCG00000014928
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000034607
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0034524
mus_spicilegus ENSMSIG00000026747
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0033358
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031898
rattus_norvegicus ENSRNOG00000004795
meriones_unguiculatus ENSMUGG00000009402
nannospalax_galili ENSNGAG00000024266
jaculus_jaculus ENSJJAG00000010917
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100002486
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000003095
fukomys_damarensis ENSFDAG00000019004
chinchilla_lanigera ENSCLAG00000001445
octodon_degus ENSODEG00000001140
cavia_porcellus ENSCPOG00000009472
ictidomys_tridecemlineatus ENSSTOG00000011717
urocitellus_parryii ENSUPAG00010017330
spermophilus_dauricus ENSSDAG00000005742
marmota_marmota_marmota ENSMMMG00000011075
dipodomys_ordii ENSDORG00000012012
ursus_americanus ENSUAMG00000017599
ursus_maritimus ENSUMAG00000023875
ailuropoda_melanoleuca ENSAMEG00000013055
mustela_putorius_furo ENSMPUG00000001951
neovison_vison ENSNVIG00000024562
canis_lupus_familiaris ENSCAFG00000017401
canis_lupus_dingo ENSCAFG00020008592
vulpes_vulpes ENSVVUG00000011479
panthera_pardus ENSPPRG00000024102
panthera_tigris_altaica ENSPTIG00000001275
felis_catus ENSFCAG00000031668
equus_caballus ENSECAG00000039963
equus_caballus ENSECAG00000039175
equus_caballus ENSECAG00000031307
equus_caballus ENSECAG00000013592
equus_asinus_asinus ENSEASG00005011111
capra_hircus ENSCHIG00000020154
ovis_aries ENSOARG00000002376
bos_mutus ENSBMUG00000001826
bos_taurus ENSBTAG00000014485
tursiops_truncatus ENSTTRG00000004972
sus_scrofa ENSSSCG00000012462
vicugna_pacos ENSVPAG00000010161
pteropus_vampyrus ENSPVAG00000007721
myotis_lucifugus ENSMLUG00000009283
oryctolagus_cuniculus ENSOCUG00000008812
tupaia_belangeri ENSTBEG00000002996
sorex_araneus ENSSARG00000003868
erinaceus_europaeus ENSEEUG00000009529
choloepus_hoffmanni ENSCHOG00000002744
dasypus_novemcinctus ENSDNOG00000016063
loxodonta_africana ENSLAFG00000009185
procavia_capensis ENSPCAG00000016048
echinops_telfairi ENSETEG00000017973
ornithorhynchus_anatinus ENSOANG00000014692
xenopus_tropicalis ENSXETG00000017818
