junco_hyemalis ENSJHYG00000005447
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0032247
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000002341
mus_spicilegus ENSMSIG00000032040
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0031129
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0021594
rattus_norvegicus ENSRNOG00000048036
meriones_unguiculatus ENSMUGG00000013195
peromyscus_maniculatus_bairdii ENSPEMG00000012564
microtus_ochrogaster ENSMOCG00000020207
cricetulus_griseus_crigri_1.0 ENSCGRG00000016217
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001015055
cricetulus_griseus_crigri-picr ENSCGRG00015025872
mesocricetus_auratus ENSMAUG00000007276
nannospalax_galili ENSNGAG00000022597
jaculus_jaculus ENSJJAG00000018295
urocitellus_parryii ENSUPAG00010018127
ictidomys_tridecemlineatus ENSSTOG00000001012
marmota_marmota_marmota ENSMMMG00000003066
chinchilla_lanigera ENSCLAG00000004140
octodon_degus ENSODEG00000011699
castor_canadensis ENSCCNG00000015076
ochotona_princeps ENSOPRG00000004179
oryctolagus_cuniculus ENSOCUG00000021271
sorex_araneus ENSSARG00000012249
loxodonta_africana ENSLAFG00000015356
procavia_capensis ENSPCAG00000001670
echinops_telfairi ENSETEG00000001976
microcebus_murinus ENSMICG00000036837
dasypus_novemcinctus ENSDNOG00000042104
bos_mutus ENSBMUG00000014781
bos_taurus ENSBTAG00000001764
bison_bison_bison ENSBBBG00000003940
capra_hircus ENSCHIG00000023523
tursiops_truncatus ENSTTRG00000007684
sus_scrofa ENSSSCG00000032131
equus_asinus_asinus ENSEASG00005006587
equus_caballus ENSECAG00000016115
ailuropoda_melanoleuca ENSAMEG00000011734
ursus_americanus ENSUAMG00000000007
canis_lupus_familiaris ENSCAFG00000014218
canis_lupus_dingo ENSCAFG00020012454
vulpes_vulpes ENSVVUG00000007597
neovison_vison ENSNVIG00000020377
mustela_putorius_furo ENSMPUG00000015433
pteropus_vampyrus ENSPVAG00000017445
myotis_lucifugus ENSMLUG00000017356
vicugna_pacos ENSVPAG00000002120
ovis_aries ENSOARG00000008924
ursus_maritimus ENSUMAG00000006378
spermophilus_dauricus ENSSDAG00000010979
fukomys_damarensis ENSFDAG00000016954
carlito_syrichta ENSTSYG00000027546
ornithorhynchus_anatinus ENSOANG00000021681
taeniopygia_guttata ENSTGUG00000014002
anas_platyrhynchos_platyrhynchos ENSAPLG00000017029
calidris_pygmaea ENSCPGG00000003660
gopherus_agassizii ENSGAGG00000022769
seriola_lalandi_dorsalis ENSSLDG00000000059
mola_mola ENSMMOG00000010729
paramormyrops_kingsleyae ENSPKIG00000009125
notechis_scutatus ENSNSUG00000017179
xenopus_tropicalis ENSXETG00000014328
tetraodon_nigroviridis ENSTNIG00000013192
takifugu_rubripes ENSTRUG00000018168
mola_mola ENSMMOG00000001056
gasterosteus_aculeatus ENSGACG00000013123
amphiprion_percula ENSAPEG00000008642
stegastes_partitus ENSSPAG00000017898
maylandia_zebra ENSMZEG00005010552
maylandia_zebra ENSMZEG00005010568
neolamprologus_brichardi ENSNBRG00000023125
amphilophus_citrinellus ENSACIG00000024364
seriola_lalandi_dorsalis ENSSLDG00000023902
seriola_dumerili ENSSDUG00000003738
scophthalmus_maximus ENSSMAG00000012434
monopterus_albus ENSMALG00000021803
mastacembelus_armatus ENSMAMG00000018829
amphiprion_ocellaris ENSAOCG00000016678
acanthochromis_polyacanthus ENSAPOG00000003363
astatotilapia_calliptera ENSACLG00000005023
haplochromis_burtoni ENSHBUG00000010628
oreochromis_niloticus ENSONIG00000002472
gambusia_affinis ENSGAFG00000004746
xiphophorus_maculatus ENSXMAG00000012163
poecilia_mexicana ENSPMEG00000024140
poecilia_latipinna ENSPLAG00000018368
poecilia_formosa ENSPFOG00000001509
poecilia_reticulata ENSPREG00000006902
fundulus_heteroclitus ENSFHEG00000022147
cyprinodon_variegatus ENSCVAG00000005844
kryptolebias_marmoratus ENSKMAG00000005371
oryzias_latipes_asm223471v1 ENSORLG00020011115
oryzias_latipes_asm223469v1 ENSORLG00015007345
oryzias_latipes_asm223467v1 ENSORLG00000000836
oryzias_melastigma ENSOMEG00000014529
cynoglossus_semilaevis ENSCSEG00000006782
labrus_bergylta ENSLBEG00000025182
gadus_morhua ENSGMOG00000007508
esox_lucius ENSELUG00000020141
pygocentrus_nattereri ENSPNAG00000020159
astyanax_mexicanus ENSAMXG00000015830
ictalurus_punctatus ENSIPUG00000000592
danio_rerio ENSDARG00000005783
paramormyrops_kingsleyae ENSPKIG00000024259
scleropages_formosus ENSSFOG00015005662
lepisosteus_oculatus ENSLOCG00000004727
scleropages_formosus ENSSFOG00015005783
paramormyrops_kingsleyae ENSPKIG00000024246
pundamilia_nyererei ENSPNYG00000007386
pundamilia_nyererei ENSPNYG00000007405
haplochromis_burtoni ENSHBUG00000022299
maylandia_zebra ENSMZEG00005025554
astatotilapia_calliptera ENSACLG00000001902
oreochromis_niloticus ENSONIG00000010153
amphilophus_citrinellus ENSACIG00000016310
fundulus_heteroclitus ENSFHEG00000002659
neolamprologus_brichardi ENSNBRG00000019397
labrus_bergylta ENSLBEG00000025028
hippocampus_comes ENSHCOG00000001136
monopterus_albus ENSMALG00000019766
xiphophorus_maculatus ENSXMAG00000022489
gambusia_affinis ENSGAFG00000008732
poecilia_mexicana ENSPMEG00000018796
poecilia_formosa ENSPFOG00000015522
poecilia_latipinna ENSPLAG00000001260
poecilia_reticulata ENSPREG00000015333
cyprinodon_variegatus ENSCVAG00000000943
kryptolebias_marmoratus ENSKMAG00000005755
oryzias_latipes_asm223471v1 ENSORLG00020016800
oryzias_latipes_asm223467v1 ENSORLG00000015492
oryzias_latipes_asm223469v1 ENSORLG00015016502
oryzias_melastigma ENSOMEG00000021633
amphiprion_ocellaris ENSAOCG00000016459
amphiprion_percula ENSAPEG00000011552
acanthochromis_polyacanthus ENSAPOG00000004816
scophthalmus_maximus ENSSMAG00000002220
cynoglossus_semilaevis ENSCSEG00000014706
seriola_dumerili ENSSDUG00000016331
seriola_lalandi_dorsalis ENSSLDG00000023679
anabas_testudineus ENSATEG00000014719
takifugu_rubripes ENSTRUG00000010430
tetraodon_nigroviridis ENSTNIG00000015305
gasterosteus_aculeatus ENSGACG00000015182
stegastes_partitus ENSSPAG00000023091
stegastes_partitus ENSSPAG00000023096
fundulus_heteroclitus ENSFHEG00000002640
neolamprologus_brichardi ENSNBRG00000019423
mola_mola ENSMMOG00000010725
mastacembelus_armatus ENSMAMG00000010386
mastacembelus_armatus ENSMAMG00000010369
monopterus_albus ENSMALG00000019781
labrus_bergylta ENSLBEG00000025058
periophthalmus_magnuspinnatus ENSPMGG00000017523
gadus_morhua ENSGMOG00000012107
esox_lucius ENSELUG00000010199
pygocentrus_nattereri ENSPNAG00000026808
astyanax_mexicanus ENSAMXG00000038802
ictalurus_punctatus ENSIPUG00000019592
danio_rerio ENSDARG00000100128
paramormyrops_kingsleyae ENSPKIG00000009939
periophthalmus_magnuspinnatus ENSPMGG00000014398
periophthalmus_magnuspinnatus ENSPMGG00000014402
xiphophorus_couchianus ENSXCOG00000009218
xiphophorus_couchianus ENSXCOG00000009219
pundamilia_nyererei ENSPNYG00000020100
pundamilia_nyererei ENSPNYG00000020076
stegastes_partitus ENSSPAG00000017866
amphiprion_percula ENSAPEG00000008664
anabas_testudineus ENSATEG00000023899
anabas_testudineus ENSATEG00000023890
hippocampus_comes ENSHCOG00000021084
hippocampus_comes ENSHCOG00000000538
amphilophus_citrinellus ENSACIG00000024365
seriola_lalandi_dorsalis ENSSLDG00000004487
nothoprocta_perdicaria ENSNPEG00000015698
gambusia_affinis ENSGAFG00000007735
latimeria_chalumnae ENSLACG00000012721
scleropages_formosus ENSSFOG00015009337
spermophilus_dauricus ENSSDAG00000023109
petromyzon_marinus ENSPMAG00000005141
eptatretus_burgeri ENSEBUG00000015757
eptatretus_burgeri ENSEBUG00000007994
