gasterosteus_aculeatus ENSGACG00000003686
ictidomys_tridecemlineatus ENSSTOG00000002252
spermophilus_dauricus ENSSDAG00000001539
urocitellus_parryii ENSUPAG00010017117
marmota_marmota_marmota ENSMMMG00000019813
carlito_syrichta ENSTSYG00000008634
equus_caballus ENSECAG00000033852
sus_scrofa ENSSSCG00000027007
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001023748
meriones_unguiculatus ENSMUGG00000013373
nannospalax_galili ENSNGAG00000005720
castor_canadensis ENSCCNG00000026249
equus_asinus_asinus ENSEASG00005002300
ursus_americanus ENSUAMG00000024903
ursus_maritimus ENSUMAG00000007630
ailuropoda_melanoleuca ENSAMEG00000003208
neovison_vison ENSNVIG00000008106
mustela_putorius_furo ENSMPUG00000004435
canis_lupus_dingo ENSCAFG00020024079
canis_lupus_familiaris ENSCAFG00000018851
vulpes_vulpes ENSVVUG00000013591
panthera_pardus ENSPPRG00000022290
panthera_tigris_altaica ENSPTIG00000016562
felis_catus ENSFCAG00000027239
erinaceus_europaeus ENSEEUG00000007309
capra_hircus ENSCHIG00000021076
ovis_aries ENSOARG00000001861
bos_taurus ENSBTAG00000010547
bos_mutus ENSBMUG00000010826
bison_bison_bison ENSBBBG00000002935
tursiops_truncatus ENSTTRG00000012248
vicugna_pacos ENSVPAG00000001894
pteropus_vampyrus ENSPVAG00000010918
myotis_lucifugus ENSMLUG00000017743
equus_asinus_asinus ENSEASG00005002235
equus_caballus ENSECAG00000015041
tupaia_belangeri ENSTBEG00000012394
sorex_araneus ENSSARG00000012851
ornithorhynchus_anatinus ENSOANG00000010440
ornithorhynchus_anatinus ENSOANG00000010798
calidris_pygmaea ENSCPGG00000003818
calidris_pugnax ENSCPUG00000006698
melopsittacus_undulatus ENSMUNG00000003548
manacus_vitellinus ENSMVIG00005008504
lepidothrix_coronata ENSLCOG00000015833
taeniopygia_guttata ENSTGUG00000009580
lonchura_striata_domestica ENSLSDG00000013926
serinus_canaria ENSSCAG00000007960
zonotrichia_albicollis ENSZALG00000017231
junco_hyemalis ENSJHYG00000015775
cyanistes_caeruleus ENSCCEG00000003096
ficedula_albicollis ENSFALG00000006461
anas_platyrhynchos_platyrhynchos ENSAPLG00000010185
anas_platyrhynchos_platyrhynchos ENSAPLG00000020037
anser_brachyrhynchus ENSABRG00000006905
gallus_gallus ENSGALG00000013858
meleagris_gallopavo ENSMGAG00000008722
coturnix_japonica ENSCJPG00005007765
numida_meleagris ENSNMEG00000006417
apteryx_owenii ENSAOWG00000018289
apteryx_rowi ENSARWG00000000023
apteryx_haastii ENSAHAG00000014682
dromaius_novaehollandiae ENSDNVG00000010221
nothoprocta_perdicaria ENSNPEG00000006768
apteryx_rowi ENSARWG00000016097
lonchura_striata_domestica ENSLSDG00000013931
crocodylus_porosus ENSCPRG00005007767
chrysemys_picta_bellii ENSCPBG00000028398
chrysemys_picta_bellii ENSCPBG00000028399
chelonoidis_abingdonii ENSCABG00000002052
gopherus_agassizii ENSGAGG00000016104
pelodiscus_sinensis ENSPSIG00000003920
anolis_carolinensis ENSACAG00000013429
anolis_carolinensis ENSACAG00000022148
pogona_vitticeps ENSPVIG00000020400
notechis_scutatus ENSNSUG00000009306
salvator_merianae ENSSMRG00000003479
sphenodon_punctatus ENSSPUG00000012844
xenopus_tropicalis ENSXETG00000019671
latimeria_chalumnae ENSLACG00000003519
petromyzon_marinus ENSPMAG00000004863
