spermophilus_dauricus ENSSDAG00000021422
periophthalmus_magnuspinnatus ENSPMGG00000021544
cyprinodon_variegatus ENSCVAG00000022354
fundulus_heteroclitus ENSFHEG00000004787
poecilia_latipinna ENSPLAG00000016866
poecilia_mexicana ENSPMEG00000012831
poecilia_formosa ENSPFOG00000017887
poecilia_reticulata ENSPREG00000011880
xiphophorus_maculatus ENSXMAG00000021783
xiphophorus_couchianus ENSXCOG00000016206
gambusia_affinis ENSGAFG00000000168
kryptolebias_marmoratus ENSKMAG00000020500
oryzias_latipes_asm223471v1 ENSORLG00020022674
oryzias_latipes_asm223469v1 ENSORLG00015005509
oryzias_latipes_asm223467v1 ENSORLG00000005370
oryzias_melastigma ENSOMEG00000014805
maylandia_zebra ENSMZEG00005006308
pundamilia_nyererei ENSPNYG00000010546
astatotilapia_calliptera ENSACLG00000018506
haplochromis_burtoni ENSHBUG00000021196
oreochromis_niloticus ENSONIG00000007172
amphilophus_citrinellus ENSACIG00000021113
neolamprologus_brichardi ENSNBRG00000008156
amphiprion_ocellaris ENSAOCG00000021274
amphiprion_percula ENSAPEG00000016299
acanthochromis_polyacanthus ENSAPOG00000007266
stegastes_partitus ENSSPAG00000020693
takifugu_rubripes ENSTRUG00000021719
tetraodon_nigroviridis ENSTNIG00000013819
gadus_morhua ENSGMOG00000003797
esox_lucius ENSELUG00000002862
lepisosteus_oculatus ENSLOCG00000002328
loxodonta_africana ENSLAFG00000000354
procavia_capensis ENSPCAG00000006307
echinops_telfairi ENSETEG00000009485
choloepus_hoffmanni ENSCHOG00000000758
dasypus_novemcinctus ENSDNOG00000016645
bison_bison_bison ENSBBBG00000019356
erinaceus_europaeus ENSEEUG00000014337
canis_lupus_familiaris ENSCAFG00000005464
canis_lupus_dingo ENSCAFG00020024980
mustela_putorius_furo ENSMPUG00000011956
neovison_vison ENSNVIG00000010998
ursus_maritimus ENSUMAG00000000263
panthera_tigris_altaica ENSPTIG00000011568
panthera_pardus ENSPPRG00000002761
felis_catus ENSFCAG00000002130
capra_hircus ENSCHIG00000009144
ovis_aries ENSOARG00000014684
bos_mutus ENSBMUG00000020328
bos_taurus ENSBTAG00000044062
tursiops_truncatus ENSTTRG00000006202
sus_scrofa ENSSSCG00000036381
ailuropoda_melanoleuca ENSAMEG00000005947
vulpes_vulpes ENSVVUG00000004660
vicugna_pacos ENSVPAG00000003842
pteropus_vampyrus ENSPVAG00000014037
myotis_lucifugus ENSMLUG00000000659
equus_asinus_asinus ENSEASG00005006152
equus_caballus ENSECAG00000017871
sorex_araneus ENSSARG00000000695
gorilla_gorilla ENSGGOG00000007228
homo_sapiens ENSG00000144642
pan_troglodytes ENSPTRG00000014709
pan_paniscus ENSPPAG00000036519
pongo_abelii ENSPPYG00000014050
nomascus_leucogenys ENSNLEG00000004129
macaca_fascicularis ENSMFAG00000033300
macaca_nemestrina ENSMNEG00000035839
macaca_mulatta ENSMMUG00000004404
mandrillus_leucophaeus ENSMLEG00000029464
cercocebus_atys ENSCATG00000013222
theropithecus_gelada ENSTGEG00000020689
papio_anubis ENSPANG00000010234
chlorocebus_sabaeus ENSCSAG00000009655
colobus_angolensis_palliatus ENSCANG00000032137
piliocolobus_tephrosceles ENSPTEG00000032140
rhinopithecus_roxellana ENSRROG00000027512
rhinopithecus_bieti ENSRBIG00000035863
cebus_capucinus_imitator ENSCCAG00000008671
saimiri_boliviensis_boliviensis ENSSBOG00000020232
callithrix_jacchus ENSCJAG00000004312
aotus_nancymaae ENSANAG00000021899
prolemur_simus ENSPSMG00000024566
propithecus_coquereli ENSPCOG00000017136
microcebus_murinus ENSMICG00000049249
nannospalax_galili ENSNGAG00000014039
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015650
octodon_degus ENSODEG00000003651
oryctolagus_cuniculus ENSOCUG00000004840
ochotona_princeps ENSOPRG00000006808
urocitellus_parryii ENSUPAG00010002090
ictidomys_tridecemlineatus ENSSTOG00000006324
marmota_marmota_marmota ENSMMMG00000014085
cricetulus_griseus_crigri-picr ENSCGRG00015007811
cricetulus_griseus_crigri_1.0 ENSCGRG00000004599
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007243
mesocricetus_auratus ENSMAUG00000016436
microtus_ochrogaster ENSMOCG00000006997
peromyscus_maniculatus_bairdii ENSPEMG00000001117
mus_spicilegus ENSMSIG00000005814
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033930
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000039607
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032783
rattus_norvegicus ENSRNOG00000025881
meriones_unguiculatus ENSMUGG00000002033
jaculus_jaculus ENSJJAG00000014708
dipodomys_ordii ENSDORG00000007220
castor_canadensis ENSCCNG00000004126
cavia_aperea ENSCAPG00000017783
cavia_porcellus ENSCPOG00000006457
chinchilla_lanigera ENSCLAG00000005866
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100014278
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000002170
fukomys_damarensis ENSFDAG00000008278
carlito_syrichta ENSTSYG00000002615
tupaia_belangeri ENSTBEG00000005362
notamacropus_eugenii ENSMEUG00000004772
phascolarctos_cinereus ENSPCIG00000006106
sarcophilus_harrisii ENSSHAG00000002411
monodelphis_domestica ENSMODG00000015125
ornithorhynchus_anatinus ENSOANG00000010529
anolis_carolinensis ENSACAG00000028664
pogona_vitticeps ENSPVIG00000008870
notechis_scutatus ENSNSUG00000009654
salvator_merianae ENSSMRG00000010745
sphenodon_punctatus ENSSPUG00000017197
manacus_vitellinus ENSMVIG00005014438
lepidothrix_coronata ENSLCOG00000013776
lonchura_striata_domestica ENSLSDG00000008422
taeniopygia_guttata ENSTGUG00000003572
junco_hyemalis ENSJHYG00000008698
serinus_canaria ENSSCAG00000000085
ficedula_albicollis ENSFALG00000009165
calidris_pugnax ENSCPUG00000010649
calidris_pygmaea ENSCPGG00000000683
melopsittacus_undulatus ENSMUNG00000000402
anas_platyrhynchos_platyrhynchos ENSAPLG00000012270
anser_brachyrhynchus ENSABRG00000004171
coturnix_japonica ENSCJPG00005012819
meleagris_gallopavo ENSMGAG00000011129
gallus_gallus ENSGALG00000011439
numida_meleagris ENSNMEG00000010063
parus_major ENSPMJG00000007363
cyanistes_caeruleus ENSCCEG00000008919
zonotrichia_albicollis ENSZALG00000000247
dromaius_novaehollandiae ENSDNVG00000007465
apteryx_haastii ENSAHAG00000001093
apteryx_owenii ENSAOWG00000018553
apteryx_rowi ENSARWG00000004027
nothoprocta_perdicaria ENSNPEG00000008776
crocodylus_porosus ENSCPRG00005004405
chelonoidis_abingdonii ENSCABG00000006956
gopherus_agassizii ENSGAGG00000004039
chrysemys_picta_bellii ENSCPBG00000022678
pelodiscus_sinensis ENSPSIG00000005269
xenopus_tropicalis ENSXETG00000032055
latimeria_chalumnae ENSLACG00000010581
poecilia_mexicana ENSPMEG00000013853
poecilia_latipinna ENSPLAG00000002862
poecilia_latipinna ENSPLAG00000005161
fundulus_heteroclitus ENSFHEG00000016746
periophthalmus_magnuspinnatus ENSPMGG00000021683
astyanax_mexicanus ENSAMXG00000043770
pygocentrus_nattereri ENSPNAG00000026763
eptatretus_burgeri ENSEBUG00000005830
