periophthalmus_magnuspinnatus ENSPMGG00000000195
nomascus_leucogenys ENSNLEG00000034508
nomascus_leucogenys ENSNLEG00000027059
aotus_nancymaae ENSANAG00000023841
saimiri_boliviensis_boliviensis ENSSBOG00000020778
saimiri_boliviensis_boliviensis ENSSBOG00000032580
saimiri_boliviensis_boliviensis ENSSBOG00000027332
nomascus_leucogenys ENSNLEG00000000571
cebus_capucinus_imitator ENSCCAG00000030287
aotus_nancymaae ENSANAG00000015362
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000000197
sus_scrofa ENSSSCG00000035903
dasypus_novemcinctus ENSDNOG00000049461
piliocolobus_tephrosceles ENSPTEG00000019475
echinops_telfairi ENSETEG00000006701
marmota_marmota_marmota ENSMMMG00000015275
octodon_degus ENSODEG00000005642
macaca_fascicularis ENSMFAG00000031996
colobus_angolensis_palliatus ENSCANG00000043402
jaculus_jaculus ENSJJAG00000022263
mesocricetus_auratus ENSMAUG00000018508
peromyscus_maniculatus_bairdii ENSPEMG00000007594
jaculus_jaculus ENSJJAG00000001331
pan_troglodytes ENSPTRG00000048695
pan_paniscus ENSPPAG00000035282
gorilla_gorilla ENSGGOG00000038146
colobus_angolensis_palliatus ENSCANG00000038078
macaca_mulatta ENSMMUG00000007545
aotus_nancymaae ENSANAG00000033111
mus_spicilegus ENSMSIG00000017538
bison_bison_bison ENSBBBG00000014816
canis_lupus_dingo ENSCAFG00020013062
rhinopithecus_roxellana ENSRROG00000028890
piliocolobus_tephrosceles ENSPTEG00000024112
cricetulus_griseus_crigri-picr ENSCGRG00015013571
anolis_carolinensis ENSACAG00000005524
lonchura_striata_domestica ENSLSDG00000012910
xenopus_tropicalis ENSXETG00000020123
piliocolobus_tephrosceles ENSPTEG00000023177
piliocolobus_tephrosceles ENSPTEG00000006379
ciona_intestinalis ENSCING00000010780
ciona_savignyi ENSCSAVG00000000630
drosophila_melanogaster FBgn0001942
caenorhabditis_elegans_strain_n2 WBGene00002083
