myotis_lucifugus ENSMLUG00000003112
acanthochromis_polyacanthus ENSAPOG00000019723
stegastes_partitus ENSSPAG00000011162
haplochromis_burtoni ENSHBUG00000020358
astatotilapia_calliptera ENSACLG00000015304
maylandia_zebra ENSMZEG00005020258
pundamilia_nyererei ENSPNYG00000023474
neolamprologus_brichardi ENSNBRG00000014917
oreochromis_niloticus ENSONIG00000016154
amphilophus_citrinellus ENSACIG00000003500
xiphophorus_couchianus ENSXCOG00000008486
xiphophorus_maculatus ENSXMAG00000008622
gambusia_affinis ENSGAFG00000005745
poecilia_latipinna ENSPLAG00000022651
poecilia_formosa ENSPFOG00000000380
poecilia_mexicana ENSPMEG00000020792
poecilia_reticulata ENSPREG00000011678
fundulus_heteroclitus ENSFHEG00000001587
cyprinodon_variegatus ENSCVAG00000000843
kryptolebias_marmoratus ENSKMAG00000019863
oryzias_latipes_asm223467v1 ENSORLG00000014188
oryzias_latipes_asm223471v1 ENSORLG00020006336
oryzias_latipes_asm223469v1 ENSORLG00015008349
oryzias_melastigma ENSOMEG00000006479
monopterus_albus ENSMALG00000012170
mastacembelus_armatus ENSMAMG00000016639
anabas_testudineus ENSATEG00000013214
seriola_lalandi_dorsalis ENSSLDG00000016477
seriola_dumerili ENSSDUG00000002002
scophthalmus_maximus ENSSMAG00000014866
cynoglossus_semilaevis ENSCSEG00000020801
periophthalmus_magnuspinnatus ENSPMGG00000003712
esox_lucius ENSELUG00000007914
scleropages_formosus ENSSFOG00015005849
paramormyrops_kingsleyae ENSPKIG00000013329
hippocampus_comes ENSHCOG00000016033
lepisosteus_oculatus ENSLOCG00000005637
ciona_intestinalis ENSCING00000018258
