lonchura_striata_domestica ENSLSDG00000008632
haplochromis_burtoni ENSHBUG00000018837
pundamilia_nyererei ENSPNYG00000000393
oreochromis_niloticus ENSONIG00000016056
neolamprologus_brichardi ENSNBRG00000013530
amphilophus_citrinellus ENSACIG00000024529
amphiprion_percula ENSAPEG00000020116
amphiprion_ocellaris ENSAOCG00000017267
acanthochromis_polyacanthus ENSAPOG00000018741
stegastes_partitus ENSSPAG00000015212
tetraodon_nigroviridis ENSTNIG00000019404
tetraodon_nigroviridis ENSTNIG00000003031
takifugu_rubripes ENSTRUG00000011689
hippocampus_comes ENSHCOG00000020016
gadus_morhua ENSGMOG00000008587
esox_lucius ENSELUG00000013182
pygocentrus_nattereri ENSPNAG00000018899
astyanax_mexicanus ENSAMXG00000004348
ictalurus_punctatus ENSIPUG00000002033
danio_rerio ENSDARG00000104756
scleropages_formosus ENSSFOG00015013597
paramormyrops_kingsleyae ENSPKIG00000006998
pygocentrus_nattereri ENSPNAG00000000708
astyanax_mexicanus ENSAMXG00000012225
ictalurus_punctatus ENSIPUG00000024607
danio_rerio ENSDARG00000004643
tetraodon_nigroviridis ENSTNIG00000019689
tetraodon_nigroviridis ENSTNIG00000008646
takifugu_rubripes ENSTRUG00000009404
cynoglossus_semilaevis ENSCSEG00000004747
gasterosteus_aculeatus ENSGACG00000008348
labrus_bergylta ENSLBEG00000000426
mola_mola ENSMMOG00000010381
seriola_dumerili ENSSDUG00000010489
seriola_lalandi_dorsalis ENSSLDG00000025570
scophthalmus_maximus ENSSMAG00000001009
mastacembelus_armatus ENSMAMG00000021357
monopterus_albus ENSMALG00000005448
anabas_testudineus ENSATEG00000003133
fundulus_heteroclitus ENSFHEG00000022120
cyprinodon_variegatus ENSCVAG00000014986
xiphophorus_maculatus ENSXMAG00000003022
gambusia_affinis ENSGAFG00000009540
poecilia_formosa ENSPFOG00000006412
poecilia_mexicana ENSPMEG00000001247
poecilia_latipinna ENSPLAG00000008551
poecilia_reticulata ENSPREG00000017566
kryptolebias_marmoratus ENSKMAG00000017698
oryzias_latipes_asm223467v1 ENSORLG00000006893
oryzias_latipes_asm223471v1 ENSORLG00020005016
oryzias_latipes_asm223469v1 ENSORLG00015010258
oryzias_melastigma ENSOMEG00000004653
maylandia_zebra ENSMZEG00005027622
pundamilia_nyererei ENSPNYG00000011884
astatotilapia_calliptera ENSACLG00000012575
haplochromis_burtoni ENSHBUG00000021608
neolamprologus_brichardi ENSNBRG00000019445
oreochromis_niloticus ENSONIG00000018494
amphilophus_citrinellus ENSACIG00000020201
amphiprion_percula ENSAPEG00000011850
amphiprion_ocellaris ENSAOCG00000018471
acanthochromis_polyacanthus ENSAPOG00000017700
stegastes_partitus ENSSPAG00000009408
hippocampus_comes ENSHCOG00000003243
periophthalmus_magnuspinnatus ENSPMGG00000022498
gadus_morhua ENSGMOG00000012558
lepisosteus_oculatus ENSLOCG00000005567
ursus_americanus ENSUAMG00000001982
chlorocebus_sabaeus ENSCSAG00000008430
dasypus_novemcinctus ENSDNOG00000038458
ornithorhynchus_anatinus ENSOANG00000028962
chelonoidis_abingdonii ENSCABG00000007406
danio_rerio ENSDARG00000094454
astyanax_mexicanus ENSAMXG00000037350
