neovison_vison ENSNVIG00000017652
monopterus_albus ENSMALG00000004021
anabas_testudineus ENSATEG00000016434
seriola_lalandi_dorsalis ENSSLDG00000018442
seriola_dumerili ENSSDUG00000002286
scophthalmus_maximus ENSSMAG00000009789
xiphophorus_maculatus ENSXMAG00000029893
xiphophorus_couchianus ENSXCOG00000007314
gambusia_affinis ENSGAFG00000005804
poecilia_latipinna ENSPLAG00000005011
poecilia_latipinna ENSPLAG00000005027
poecilia_mexicana ENSPMEG00000006360
poecilia_mexicana ENSPMEG00000006370
poecilia_formosa ENSPFOG00000017387
poecilia_latipinna ENSPLAG00000010821
poecilia_mexicana ENSPMEG00000019588
poecilia_reticulata ENSPREG00000006994
cyprinodon_variegatus ENSCVAG00000008555
fundulus_heteroclitus ENSFHEG00000022031
kryptolebias_marmoratus ENSKMAG00000014453
oryzias_latipes_asm223467v1 ENSORLG00000012104
oryzias_latipes_asm223469v1 ENSORLG00015023002
oryzias_latipes_asm223471v1 ENSORLG00020015097
oryzias_melastigma ENSOMEG00000020617
haplochromis_burtoni ENSHBUG00000021601
pundamilia_nyererei ENSPNYG00000018802
maylandia_zebra ENSMZEG00005009190
astatotilapia_calliptera ENSACLG00000025168
neolamprologus_brichardi ENSNBRG00000012774
oreochromis_niloticus ENSONIG00000010032
amphilophus_citrinellus ENSACIG00000007626
periophthalmus_magnuspinnatus ENSPMGG00000002631
gadus_morhua ENSGMOG00000018973
esox_lucius ENSELUG00000017312
danio_rerio ENSDARG00000030743
scleropages_formosus ENSSFOG00015009932
paramormyrops_kingsleyae ENSPKIG00000024362
lepisosteus_oculatus ENSLOCG00000015971
