amphiprion_percula ENSAPEG00000014407
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0015774
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0031313
rattus_norvegicus ENSRNOG00000004179
meriones_unguiculatus ENSMUGG00000025373
nannospalax_galili ENSNGAG00000010824
jaculus_jaculus ENSJJAG00000014653
oryctolagus_cuniculus ENSOCUG00000010336
ochotona_princeps ENSOPRG00000003095
dasypus_novemcinctus ENSDNOG00000040325
choloepus_hoffmanni ENSCHOG00000012648
loxodonta_africana ENSLAFG00000005894
procavia_capensis ENSPCAG00000003408
echinops_telfairi ENSETEG00000013992
notamacropus_eugenii ENSMEUG00000001842
phascolarctos_cinereus ENSPCIG00000009584
monodelphis_domestica ENSMODG00000020497
sarcophilus_harrisii ENSSHAG00000007922
ornithorhynchus_anatinus ENSOANG00000006645
calidris_pugnax ENSCPUG00000003040
calidris_pygmaea ENSCPGG00000001684
melopsittacus_undulatus ENSMUNG00000015168
anser_brachyrhynchus ENSABRG00000010234
anas_platyrhynchos_platyrhynchos ENSAPLG00000018978
coturnix_japonica ENSCJPG00005004778
meleagris_gallopavo ENSMGAG00000011142
gallus_gallus ENSGALG00000027192
numida_meleagris ENSNMEG00000005681
lonchura_striata_domestica ENSLSDG00000016707
taeniopygia_guttata ENSTGUG00000007911
serinus_canaria ENSSCAG00000007904
junco_hyemalis ENSJHYG00000010507
zonotrichia_albicollis ENSZALG00000010280
cyanistes_caeruleus ENSCCEG00000010478
parus_major ENSPMJG00000012689
ficedula_albicollis ENSFALG00000010550
lepidothrix_coronata ENSLCOG00000008059
manacus_vitellinus ENSMVIG00005002672
dromaius_novaehollandiae ENSDNVG00000010631
nothoprocta_perdicaria ENSNPEG00000008977
apteryx_owenii ENSAOWG00000002927
apteryx_haastii ENSAHAG00000002947
apteryx_rowi ENSARWG00000002096
crocodylus_porosus ENSCPRG00005002955
gopherus_agassizii ENSGAGG00000006071
chelonoidis_abingdonii ENSCABG00000005032
chrysemys_picta_bellii ENSCPBG00000000085
pelodiscus_sinensis ENSPSIG00000006630
anolis_carolinensis ENSACAG00000011152
pogona_vitticeps ENSPVIG00000023889
notechis_scutatus ENSNSUG00000000030
salvator_merianae ENSSMRG00000010506
sphenodon_punctatus ENSSPUG00000015033
