periophthalmus_magnuspinnatus ENSPMGG00000005356
phascolarctos_cinereus ENSPCIG00000018160
sarcophilus_harrisii ENSSHAG00000001263
notamacropus_eugenii ENSMEUG00000007715
oryctolagus_cuniculus ENSOCUG00000002080
ochotona_princeps ENSOPRG00000008831
tupaia_belangeri ENSTBEG00000007888
tursiops_truncatus ENSTTRG00000016798
sus_scrofa ENSSSCG00000011426
bos_mutus ENSBMUG00000008091
bos_taurus ENSBTAG00000001471
bison_bison_bison ENSBBBG00000001285
capra_hircus ENSCHIG00000002571
ovis_aries ENSOARG00000006352
ursus_maritimus ENSUMAG00000021482
ursus_americanus ENSUAMG00000020816
ailuropoda_melanoleuca ENSAMEG00000009136
mustela_putorius_furo ENSMPUG00000011723
neovison_vison ENSNVIG00000000498
canis_lupus_dingo ENSCAFG00020022379
canis_lupus_familiaris ENSCAFG00000023072
vulpes_vulpes ENSVVUG00000026847
panthera_tigris_altaica ENSPTIG00000005388
panthera_pardus ENSPPRG00000003365
felis_catus ENSFCAG00000015704
erinaceus_europaeus ENSEEUG00000013166
sorex_araneus ENSSARG00000003072
myotis_lucifugus ENSMLUG00000015092
pteropus_vampyrus ENSPVAG00000012480
equus_asinus_asinus ENSEASG00005012903
equus_caballus ENSECAG00000021302
prolemur_simus ENSPSMG00000006396
propithecus_coquereli ENSPCOG00000012625
microcebus_murinus ENSMICG00000002709
otolemur_garnettii ENSOGAG00000032245
pan_paniscus ENSPPAG00000043583
pan_troglodytes ENSPTRG00000014989
homo_sapiens ENSG00000164087
gorilla_gorilla ENSGGOG00000006652
pongo_abelii ENSPPYG00000013816
nomascus_leucogenys ENSNLEG00000007084
macaca_fascicularis ENSMFAG00000001970
macaca_nemestrina ENSMNEG00000042811
macaca_mulatta ENSMMUG00000012485
mandrillus_leucophaeus ENSMLEG00000039574
theropithecus_gelada ENSTGEG00000002534
papio_anubis ENSPANG00000016905
cercocebus_atys ENSCATG00000021822
chlorocebus_sabaeus ENSCSAG00000013862
piliocolobus_tephrosceles ENSPTEG00000038879
colobus_angolensis_palliatus ENSCANG00000033064
rhinopithecus_bieti ENSRBIG00000031748
rhinopithecus_roxellana ENSRROG00000044472
saimiri_boliviensis_boliviensis ENSSBOG00000027902
cebus_capucinus_imitator ENSCCAG00000023380
callithrix_jacchus ENSCJAG00000005972
aotus_nancymaae ENSANAG00000030897
carlito_syrichta ENSTSYG00000008302
castor_canadensis ENSCCNG00000002707
dipodomys_ordii ENSDORG00000004729
heterocephalus_glaber_hetgla_female_1.0 ENSHGLG00000013436
heterocephalus_glaber_hetgla_1.0 ENSHGLG00100003479
fukomys_damarensis ENSFDAG00000011606
chinchilla_lanigera ENSCLAG00000010593
octodon_degus ENSODEG00000018290
cavia_porcellus ENSCPOG00000006740
cavia_aperea ENSCAPG00000016201
mus_musculus_strain_reference_cl57bl6 ENSMUSG00000023345
mus_spretus_strain_spret/eij MGP_SPRETEiJ_G0033763
mus_caroli_strain_caroli_eij MGP_CAROLIEiJ_G0032617
mus_spicilegus ENSMSIG00000010905
mus_pahari_strain_pahari_eij MGP_PahariEiJ_G0015485
rattus_norvegicus ENSRNOG00000037295
meriones_unguiculatus ENSMUGG00000017732
peromyscus_maniculatus_bairdii ENSPEMG00000024131
microtus_ochrogaster ENSMOCG00000003396
cricetulus_griseus_chok1gs_hdv1 ENSCGRG00001007357
cricetulus_griseus_crigri-picr ENSCGRG00015009337
cricetulus_griseus_crigri_1.0 ENSCGRG00000014289
cricetulus_griseus_crigri_1.0 ENSCGRG00000014175
mesocricetus_auratus ENSMAUG00000017403
nannospalax_galili ENSNGAG00000005212
ictidomys_tridecemlineatus ENSSTOG00000002638
marmota_marmota_marmota ENSMMMG00000001222
urocitellus_parryii ENSUPAG00010022421
spermophilus_dauricus ENSSDAG00000011253
jaculus_jaculus ENSJJAG00000018739
choloepus_hoffmanni ENSCHOG00000000900
dasypus_novemcinctus ENSDNOG00000003417
procavia_capensis ENSPCAG00000002118
loxodonta_africana ENSLAFG00000028434
apteryx_haastii ENSAHAG00000017349
gallus_gallus ENSGALG00000049862
pelodiscus_sinensis ENSPSIG00000014809
sphenodon_punctatus ENSSPUG00000008656
gopherus_agassizii ENSGAGG00000014637
chelonoidis_abingdonii ENSCABG00000014213
chrysemys_picta_bellii ENSCPBG00000016728
calidris_pugnax ENSCPUG00000006896
calidris_pygmaea ENSCPGG00000013670
melopsittacus_undulatus ENSMUNG00000008119
parus_major ENSPMJG00000009832
cyanistes_caeruleus ENSCCEG00000024237
ficedula_albicollis ENSFALG00000008922
lonchura_striata_domestica ENSLSDG00000012859
taeniopygia_guttata ENSTGUG00000006036
serinus_canaria ENSSCAG00000017139
zonotrichia_albicollis ENSZALG00000017413
junco_hyemalis ENSJHYG00000011665
lepidothrix_coronata ENSLCOG00000003947
manacus_vitellinus ENSMVIG00005012140
anser_brachyrhynchus ENSABRG00000020094
anas_platyrhynchos_platyrhynchos ENSAPLG00000007756
gallus_gallus ENSGALG00000034572
coturnix_japonica ENSCJPG00005004107
meleagris_gallopavo ENSMGAG00000001628
numida_meleagris ENSNMEG00000007741
dromaius_novaehollandiae ENSDNVG00000008269
nothoprocta_perdicaria ENSNPEG00000003524
apteryx_rowi ENSARWG00000016239
apteryx_owenii ENSAOWG00000002430
anolis_carolinensis ENSACAG00000006781
pogona_vitticeps ENSPVIG00000018695
notechis_scutatus ENSNSUG00000011343
salvator_merianae ENSSMRG00000009567
xenopus_tropicalis ENSXETG00000010813
latimeria_chalumnae ENSLACG00000018788
haplochromis_burtoni ENSHBUG00000010556
cyprinodon_variegatus ENSCVAG00000008619
danio_rerio ENSDARG00000078533
ornithorhynchus_anatinus ENSOANG00000014854
eptatretus_burgeri ENSEBUG00000008013
eptatretus_burgeri ENSEBUG00000008246
eptatretus_burgeri ENSEBUG00000002614
petromyzon_marinus ENSPMAG00000000333
ciona_intestinalis ENSCING00000009330
ciona_savignyi ENSCSAVG00000008477
drosophila_melanogaster FBgn0036354
