neovison_vison ENSNVIG00000024094
sus_scrofa ENSSSCG00000008986
ursus_americanus ENSUAMG00000017287
ursus_maritimus ENSUMAG00000007904
ailuropoda_melanoleuca ENSAMEG00000013821
canis_lupus_familiaris ENSCAFG00000008668
canis_lupus_dingo ENSCAFG00020011148
vulpes_vulpes ENSVVUG00000023346
panthera_tigris_altaica ENSPTIG00000017796
panthera_pardus ENSPPRG00000007487
felis_catus ENSFCAG00000027412
erinaceus_europaeus ENSEEUG00000007379
procavia_capensis ENSPCAG00000004069
loxodonta_africana ENSLAFG00000016488
choloepus_hoffmanni ENSCHOG00000003906
dasypus_novemcinctus ENSDNOG00000003551
phascolarctos_cinereus ENSPCIG00000028014
sarcophilus_harrisii ENSSHAG00000006125
monodelphis_domestica ENSMODG00000011825
notamacropus_eugenii ENSMEUG00000013950
ornithorhynchus_anatinus ENSOANG00000013643
gopherus_agassizii ENSGAGG00000025821
chelonoidis_abingdonii ENSCABG00000005369
chrysemys_picta_bellii ENSCPBG00000019417
pelodiscus_sinensis ENSPSIG00000017552
sphenodon_punctatus ENSSPUG00000006377
gallus_gallus ENSGALG00000011476
meleagris_gallopavo ENSMGAG00000009422
coturnix_japonica ENSCJPG00005000801
numida_meleagris ENSNMEG00000018943
anser_brachyrhynchus ENSABRG00000014082
anas_platyrhynchos_platyrhynchos ENSAPLG00000010395
taeniopygia_guttata ENSTGUG00000001707
taeniopygia_guttata ENSTGUG00000014234
lonchura_striata_domestica ENSLSDG00000012300
serinus_canaria ENSSCAG00000004524
ficedula_albicollis ENSFALG00000008500
junco_hyemalis ENSJHYG00000008329
zonotrichia_albicollis ENSZALG00000011494
cyanistes_caeruleus ENSCCEG00000022183
parus_major ENSPMJG00000001316
lepidothrix_coronata ENSLCOG00000011682
manacus_vitellinus ENSMVIG00005006263
melopsittacus_undulatus ENSMUNG00000012047
calidris_pygmaea ENSCPGG00000000344
calidris_pugnax ENSCPUG00000004780
apteryx_haastii ENSAHAG00000008105
apteryx_owenii ENSAOWG00000019090
apteryx_rowi ENSARWG00000003084
nothoprocta_perdicaria ENSNPEG00000010633
dromaius_novaehollandiae ENSDNVG00000007891
pogona_vitticeps ENSPVIG00000012071
notechis_scutatus ENSNSUG00000001861
salvator_merianae ENSSMRG00000012846
anolis_carolinensis ENSACAG00000012255
xenopus_tropicalis ENSXETG00000006404
latimeria_chalumnae ENSLACG00000006461
eptatretus_burgeri ENSEBUG00000003985
