serinus_canaria ENSSCAG00000015788
meriones_unguiculatus ENSMUGG00000009189
meriones_unguiculatus ENSMUGG00000009141
castor_canadensis ENSCCNG00000023945
oryctolagus_cuniculus ENSOCUG00000008764
microcebus_murinus ENSMICG00000041852
prolemur_simus ENSPSMG00000010380
otolemur_garnettii ENSOGAG00000032714
homo_sapiens ENSG00000152291
gorilla_gorilla ENSGGOG00000000713
pan_troglodytes ENSPTRG00000012129
pan_paniscus ENSPPAG00000032707
nomascus_leucogenys ENSNLEG00000001482
piliocolobus_tephrosceles ENSPTEG00000017611
colobus_angolensis_palliatus ENSCANG00000000622
rhinopithecus_bieti ENSRBIG00000029103
rhinopithecus_roxellana ENSRROG00000044902
theropithecus_gelada ENSTGEG00000020326
papio_anubis ENSPANG00000005831
macaca_fascicularis ENSMFAG00000002786
macaca_mulatta ENSMMUG00000019417
macaca_nemestrina ENSMNEG00000034111
cercocebus_atys ENSCATG00000035819
mandrillus_leucophaeus ENSMLEG00000032339
chlorocebus_sabaeus ENSCSAG00000016094
pongo_abelii ENSPPYG00000012712
cebus_capucinus_imitator ENSCCAG00000026086
saimiri_boliviensis_boliviensis ENSSBOG00000029932
callithrix_jacchus ENSCJAG00000019728
aotus_nancymaae ENSANAG00000019615
carlito_syrichta ENSTSYG00000005171
loxodonta_africana ENSLAFG00000005443
phascolarctos_cinereus ENSPCIG00000034125
sarcophilus_harrisii ENSSHAG00000006537
ornithorhynchus_anatinus ENSOANG00000028795
latimeria_chalumnae ENSLACG00000009342
monopterus_albus ENSMALG00000002754
hippocampus_comes ENSHCOG00000000065
scophthalmus_maximus ENSSMAG00000006074
xiphophorus_couchianus ENSXCOG00000015862
xiphophorus_maculatus ENSXMAG00000023611
gambusia_affinis ENSGAFG00000010412
poecilia_reticulata ENSPREG00000007847
kryptolebias_marmoratus ENSKMAG00000004816
oryzias_latipes_asm223467v1 ENSORLG00000011829
oryzias_latipes_asm223469v1 ENSORLG00015000905
oryzias_melastigma ENSOMEG00000010422
astatotilapia_calliptera ENSACLG00000010276
maylandia_zebra ENSMZEG00005011287
haplochromis_burtoni ENSHBUG00000012094
pundamilia_nyererei ENSPNYG00000016616
neolamprologus_brichardi ENSNBRG00000018862
gasterosteus_aculeatus ENSGACG00000011195
labrus_bergylta ENSLBEG00000003140
seriola_dumerili ENSSDUG00000020907
seriola_lalandi_dorsalis ENSSLDG00000009989
mola_mola ENSMMOG00000014048
mastacembelus_armatus ENSMAMG00000008676
anabas_testudineus ENSATEG00000023027
amphiprion_ocellaris ENSAOCG00000020143
amphiprion_percula ENSAPEG00000013501
acanthochromis_polyacanthus ENSAPOG00000022834
stegastes_partitus ENSSPAG00000023286
gadus_morhua ENSGMOG00000018052
pygocentrus_nattereri ENSPNAG00000022620
astyanax_mexicanus ENSAMXG00000029114
ictalurus_punctatus ENSIPUG00000003728
danio_rerio ENSDARG00000102599
scleropages_formosus ENSSFOG00015012518
paramormyrops_kingsleyae ENSPKIG00000024894
lepisosteus_oculatus ENSLOCG00000015074
