erinaceus_europaeus ENSEEUG00000001900
poecilia_latipinna ENSPLAG00000015360
gambusia_affinis ENSGAFG00000015837
xiphophorus_couchianus ENSXCOG00000015819
fundulus_heteroclitus ENSFHEG00000012917
kryptolebias_marmoratus ENSKMAG00000017144
seriola_lalandi_dorsalis ENSSLDG00000018754
seriola_lalandi_dorsalis ENSSLDG00000007376
seriola_dumerili ENSSDUG00000018294
mastacembelus_armatus ENSMAMG00000003131
monopterus_albus ENSMALG00000002237
labrus_bergylta ENSLBEG00000006463
gadus_morhua ENSGMOG00000000052
esox_lucius ENSELUG00000001532
pygocentrus_nattereri ENSPNAG00000013334
astyanax_mexicanus ENSAMXG00000003249
ictalurus_punctatus ENSIPUG00000004629
danio_rerio ENSDARG00000055238
scleropages_formosus ENSSFOG00015005002
paramormyrops_kingsleyae ENSPKIG00000010745
amphiprion_percula ENSAPEG00000023877
amphiprion_percula ENSAPEG00000023866
cyprinodon_variegatus ENSCVAG00000017006
cyprinodon_variegatus ENSCVAG00000016989
poecilia_reticulata ENSPREG00000013810
oryzias_melastigma ENSOMEG00000016033
numida_meleagris ENSNMEG00000018080
petromyzon_marinus ENSPMAG00000009612
apteryx_owenii ENSAOWG00000011928
ciona_intestinalis ENSCING00000021269
ciona_savignyi ENSCSAVG00000005097
ciona_intestinalis ENSCING00000012554
caenorhabditis_elegans_strain_n2 WBGene00003884
drosophila_melanogaster FBgn0039925
